# phi(rad) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
4.45122 2.88143 0.253484 -1.5499 10.2 -0.392929 0.228327
4.86438 2.82922 0.259159 -1.3662 10.2 0.0457497 0.125782
5.3641 2.80073 0.271738 -1.26952 10.2 -0.129018 0.10996
5.79563 2.8913 0.241971 -1.21391 10.2 0.00139381 0.0734351
5.9887 2.82199 0.249372 -1.2158 10.2 -0.0868313 0.0516797
6.1888 2.80156 0.278622 -1.28478 10.2 -0.044697 0.0971339
0.0860084 3.53402 0.256867 -0.226441 10.2 0.00909785 0.0718643
0.280645 3.54557 0.265326 -0.229585 10.2 0.0765629 0.0916151
0.461017 3.55665 0.274509 -0.237676 10.2 -0.080779 0.12423
0.67666 3.60305 0.293416 -0.242324 10.2 0.0938286 0.0920213
0.964781 3.62381 0.296223 -0.242247 10.2 0.254069 0.0836062
1.33311 3.64783 0.278662 -0.245795 10.2 0.292508 0.0675501
1.68026 3.67818 0.278519 -0.245363 10.2 -0.0380433 0.105861
2.1698 3.62031 0.271401 -0.252022 10.2 0.246959 0.121535
2.85581 3.72533 0.282729 -0.251906 10.2 -0.136657 0.121891
4.76792 3.76268 0.291317 -0.257856 10.2 -0.214695 0.152175
5.39873 3.5559 0.296254 -0.239778 10.2 -0.312336 0.164617
5.84219 3.51432 0.261642 -0.227298 10.2 -0.0767539 0.0920482
6.13598 3.51806 0.259002 -0.224577 10.2 0.168548 0.0519336
0.0944026 4.05461 0.404529 -0.338423 10.2 3.35106e-05 0.0827323
0.281402 4.01977 0.409185 -0.345942 10.2 0.314291 0.0846564
0.480585 3.99438 0.408185 -0.343673 10.2 0.0940388 0.0844622
0.657211 3.94218 0.393378 -0.331881 10.2 0.226174 0.110955
0.84655 4.05537 0.409489 -0.33701 10.2 -0.0946389 0.134426
1.04517 4.09398 0.400502 -0.322876 10.2 0.213834 0.11108
1.24951 4.13061 0.415415 -0.348218 10.2 0.375281 0.0765158
1.49876 4.0153 0.419762 -0.347673 10.2 -0.0571195 0.174045
1.82024 4.11475 0.421142 -0.351816 10.2 0.182147 0.110181
2.23849 4.16693 0.421735 -0.352786 10.2 0.503252 0.0792938
2.984 4.17103 0.390402 -0.327795 10.2 -0.192655 0.153734
3.65557 4.08987 0.429376 -0.375542 10.2 -0.150663 0.197222
4.21018 4.24203 0.427642 -0.365887 10.2 -0.141813 0.13907
4.78599 4.13597 0.435786 -0.370372 10.2 -0.315948 0.128779
5.19603 4.08348 0.431503 -0.36226 10.2 -0.229825 0.128785
5.5765 4.00624 0.397967 -0.321181 10.2 -0.171718 0.128574
5.80907 4.02109 0.403253 -0.335177 10.2 -0.203184 0.135252
6.00468 4.00268 0.396152 -0.324252 10.2 0.0355288 0.0891898
6.18824 4.07962 0.405893 -0.339786 10.2 0.0271083 0.107962
0.0948156 3.74768 0.260762 -0.375851 10.2 0.0373978 0.0375787
0.279266 3.71437 0.257648 -0.371534 10.2 0.0653471 0.0396216
0.455702 3.60894 0.253365 -0.377615 10.2 0.0499035 0.0520882
0.64683 3.527 0.266543 -0.373827 10.2 0.197284 0.11106
0.981905 3.66679 0.296078 -0.377277 10.2 0.241219 0.0742343
1.32511 3.80866 0.284931 -0.371355 10.2 0.246178 0.0762712
1.58708 3.77949 0.284063 -0.381352 10.2 0.249966 0.0812607
1.96068 3.73858 0.275149 -0.380318 10.2 0.294239 0.0686309
2.41686 3.67316 0.281431 -0.38091 10.2 0.111382 0.0970948
2.88839 3.70322 0.274374 -0.375194 10.2 0.077052 0.0850444
3.31259 3.67784 0.283255 -0.395887 10.2 0.0419381 0.0899197
3.89814 3.66905 0.280889 -0.37489 10.2 -0.176937 0.129611
4.58101 3.72174 0.273064 -0.37454 10.2 -0.160944 0.112864
5.1002 3.78541 0.286891 -0.40772 10.2 -0.237468 0.10075
5.69376 3.55638 0.24391 -0.370211 10.2 -0.211262 0.10007
5.88131 3.67383 0.250208 -0.381202 10.2 -0.129254 0.0572682
6.12989 3.74277 0.260636 -0.376956 10.2 -0.140436 0.0313996
0.0939881 3.95255 0.396172 -0.5003 10.2 0.0498468 0.0839981
0.28881 3.89531 0.403767 -0.510288 10.2 -0.0354157 0.0996355
0.474413 4.00158 0.395563 -0.492573 10.2 0.282301 0.0721741
0.686644 4.03254 0.38427 -0.488215 10.2 0.332003 0.0693032
0.934997 4.03193 0.397626 -0.49754 10.2 0.113569 0.0978344
1.32289 4.12268 0.402378 -0.503236 10.2 0.452099 0.0686252
1.83509 4.08774 0.404418 -0.515159 10.2 0.276031 0.0968645
2.32602 4.04315 0.41077 -0.534455 10.2 0.28401 0.0968227
3.10605 4.18032 0.38316 -0.492217 10.2 0.256107 0.111466
3.57919 4.00042 0.414951 -0.525797 10.2 0.0303533 0.138921
4.23115 4.06439 0.39351 -0.481012 10.2 -0.148224 0.138077
4.93317 4.1419 0.412831 -0.514609 10.2 -0.29156 0.139391
5.56449 4.07277 0.42548 -0.532595 10.2 -0.203253 0.101796
5.91986 3.98292 0.402114 -0.51595 10.2 -0.126303 0.113622
6.15824 4.01169 0.39906 -0.504119 10.2 -0.0249437 0.0743658
0.0928857 3.86099 0.287164 -0.638865 10.2 0.0734173 0.0408564
0.286377 3.88793 0.278299 -0.626341 10.2 0.021175 0.0379933
0.462779 3.79562 0.2629 -0.642614 10.2 0.128221 0.0397273
0.659999 3.64484 0.256183 -0.612718 10.2 0.255115 0.0831915
1.32135 3.75555 0.293568 -0.638461 10.2 0.450857 0.0929198
1.93086 3.80166 0.284403 -0.644727 10.2 0.300586 0.0993069
2.52899 3.73285 0.285831 -0.660097 10.2 -0.111614 0.106282
3.02604 3.78764 0.285106 -0.655051 10.2 0.145767 0.100373
3.67671 3.65512 0.287434 -0.657654 10.2 0.11351 0.116345
4.38559 3.73192 0.271771 -0.651497 10.2 -0.229764 0.139703
4.86209 3.74172 0.27702 -0.651162 10.2 -0.0430121 0.0939898
5.41576 3.66622 0.276144 -0.665295 10.2 -0.287994 0.0877474
5.76663 3.71378 0.254483 -0.64048 10.2 -0.158315 0.0499859
5.93014 3.84409 0.271905 -0.639794 10.2 -0.121095 0.0395727
6.14666 3.87164 0.286161 -0.641565 10.2 0.00338064 0.0347783
0.083763 4.26018 0.400716 -0.776407 10.2 0.0484245 0.0960897
0.274663 4.19769 0.409379 -0.793396 10.2 0.242801 0.0780425
0.474265 4.09038 0.407647 -0.766477 10.2 0.0249318 0.10788
0.813648 4.11115 0.411609 -0.762544 10.2 0.253094 0.0905475
1.4513 4.04358 0.407505 -0.769143 10.2 0.115324 0.1277
1.97419 4.12114 0.414204 -0.771011 10.2 0.0965134 0.124627
2.43335 3.98508 0.400994 -0.773797 10.2 -0.0613049 0.158021
2.92453 3.99078 0.388752 -0.78881 10.2 -0.00829656 0.128987
3.5044 4.07119 0.400502 -0.800276 10.2 0.142732 0.117182
4.13375 3.99076 0.427872 -0.828256 10.2 -0.599993 0.199453
4.75308 4.17039 0.411822 -0.805062 10.2 -0.596868 0.197804
5.36806 4.13014 0.395172 -0.784029 10.2 -0.228192 0.124662
5.9578 4.25808 0.416047 -0.781972 10.2 -0.18235 0.101902
6.18774 4.20754 0.411121 -0.796572 10.2 -0.0878935 0.0936287
0.246333 3.72109 0.292437 -1.4571 10.2 0.130053 0.0538751
0.458685 3.85351 0.270836 -1.17258 10.2 0.179863 0.0561623
0.854298 3.7409 0.277242 -1.32154 10.2 -0.0336346 0.119711
2.75832 3.77585 0.291998 -1.41509 10.2 -0.0455624 0.168256
4.65304 3.78198 0.277737 -1.50179 10.2 -0.337294 0.167677
5.19612 3.74302 0.289498 -1.48222 10.2 0.100837 0.10286
5.76785 3.81488 0.266433 -1.19783 10.2 -0.313852 0.0755232
5.92679 3.7695 0.284418 -1.25979 10.2 -0.0910101 0.0574563
6.13343 3.66001 0.292774 -1.78095 10.2 0.0248133 0.0874726
0.121355 4.24985 0.379909 -1.38966 10.2 -0.0031007 0.0960991
0.418126 4.4088 0.381812 -1.92134 10.2 0.268048 0.0896413
1.19415 4.21596 0.425329 -1.92825 10.2 -0.0239659 0.186465
1.82937 4.17538 0.439209 -1.7851 10.2 -0.236754 0.208639
2.436 4.18823 0.419707 -1.48465 10.2 -0.00386315 0.197044
3.11643 4.18091 0.397672 -1.42844 10.2 0.0167206 0.172997
3.66171 4.15144 0.421467 -1.62498 10.2 0.191874 0.12516
4.31577 4.07838 0.418984 -1.73086 10.2 -0.457244 0.295932
4.98574 4.17371 0.424083 -1.6501 10.2 -0.329872 0.19744
5.58503 4.04591 0.40243 -1.65303 10.2 -0.169693 0.115958
6.08321 4.33069 0.375097 -1.61137 10.2 -0.080988 0.0782852
0.201558 5.95892 0.469464 -0.439605 10.2 0.0774504 0.113898
0.518179 5.90404 0.469466 -0.451156 10.2 -0.082027 0.121923
0.899532 5.7664 0.445298 -0.388928 10.2 0.245013 0.0922816
1.27677 5.69052 0.447387 -0.395466 10.2 0.163176 0.107887
1.79142 5.76688 0.460628 -0.423708 10.2 0.215279 0.0966399
2.40283 5.96922 0.469975 -0.460746 10.2 0.00530533 0.147682
4.95016 5.9076 0.465348 -0.423441 10.2 -0.193446 0.11681
5.58766 5.87924 0.465477 -0.429166 10.2 -0.223748 0.104584
6.10377 5.77409 0.460129 -0.400206 10.2 -0.0914943 0.109791
0.304525 5.71743 0.459224 -0.603023 10.2 0.0775522 0.100394
0.855436 5.73007 0.456479 -0.600956 10.2 0.413535 0.0694137
1.52046 5.9222 0.454361 -0.60573 10.2 0.369131 0.0716808
2.05598 5.87162 0.472273 -0.645867 10.2 0.349085 0.128643
2.76736 5.98776 0.457234 -0.605554 10.2 0.029331 0.151646
4.6774 5.83135 0.444212 -0.591555 10.2 -0.472629 0.154739
5.26217 5.80624 0.461837 -0.616441 10.2 -0.152555 0.151916
5.98261 5.5987 0.451709 -0.598152 10.2 -0.170389 0.13422
0.111275 5.53849 0.396205 -0.812003 10.2 0.0513152 0.0898513
0.443541 5.59936 0.429388 -0.84066 10.2 0.112426 0.0919728
1.12431 5.85014 0.45765 -0.844229 10.2 0.0740115 0.141705
1.66834 5.98055 0.469867 -0.892812 10.2 0.297 0.123774
2.2459 5.78627 0.466482 -0.891138 10.2 -0.130885 0.200687
3.54378 6.04983 0.46449 -0.88094 10.2 0.0112543 0.151725
6.10577 5.49806 0.393503 -0.818696 10.2 -0.200763 0.0960178
0.196675 5.89528 0.42962 -1.84477 10.2 -0.0462211 0.0943194
0.628694 5.8143 0.447658 -2.3997 10.2 -0.0349884 0.144159
1.27317 6.13293 0.481677 -2.56913 10.2 -0.162325 0.239178
4.46427 5.76037 0.440237 -1.95673 10.2 -0.322069 0.219937
5.05513 6.04023 0.473094 -2.22563 10.2 -0.125249 0.197941
5.85814 5.91145 0.433561 -1.92996 10.2 -0.050524 0.0973697
6.15582 5.90068 0.446192 -1.94132 10.2 0.239287 0.0957501
