,xBQ2t_binnum,xBmin,xBmax,Q2min,Q2max,tmin,tmax,phimin,phimax,xB_binnum,Q2_binnum,t_binnum,phi_binnum,phi_binwidth,xB,Q2,t,phi,val,stat_err,syst_err_pointtopoint,syst_err_total,Syst. err (pi0 subtraction),Syst. err (Acceptance),Syst.err (exclusivity),Syst.err (fiducial),Syst.err (smearing),Syst.err (Frad),Syst.err (Fbin),Syst.err (Frad*Fbin)
617,34,0.118,0.155,1.456,1.912,0.11,0.15,315,330,2,2,0,21,1,0.13245063036579374,1.6971314077433226,0.1291092977087795,322.85211297394943,1.7748787447885868,0.16310554981774644,0.3095578689882114,0.6429326878214547,0.00039348193580136516,0.04834006159676689,0.01844419187479054,0.25034653993503475,0.1739652492537897,0.014139981460294774,0.001620127781151565,0.014548939824552291
618,34,0.118,0.155,1.456,1.912,0.11,0.15,330,345,2,2,0,22,1,0.13245063036579374,1.6971314077433226,0.1291092977087795,337.7836411299135,2.394316842479193,0.22755387174883715,0.3429427899794135,0.8339456632148311,0.00043375341673470614,0.044399441548248965,0.04103272269477552,0.3008030890417617,0.15169422334347124,0.025684812293761922,0.00285965357356384,0.02146947932414663
619,34,0.118,0.155,1.456,1.912,0.11,0.15,345,360,2,2,0,23,1,0.13245063036579374,1.6971314077433226,0.1291092977087795,352.5959677881359,2.9596050605666817,0.3124898355653659,0.8476297531685415,1.2654646567808212,0.0005791399637919744,0.16298292429226433,0.10413281422465362,0.8190864242180036,0.09781020180361702,0.02413652911316986,0.0038873852610098875,0.024482249266779377
620,35,0.118,0.155,1.456,1.912,0.15,0.25,0,15,2,2,1,0,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,7.281407704204386,2.609660091864945,0.20728309661665736,0.6525278396067737,1.0546404159568454,0.0005248084245346003,0.1777470406546983,0.22984565243803162,0.5452803724800557,0.20976665841511358,0.001787765778990869,0.007065004054627707,0.006044504711093267
621,35,0.118,0.155,1.456,1.912,0.15,0.25,15,30,2,2,1,1,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,21.98994246604936,2.040820828841978,0.12493942439360203,0.444055647884158,0.7854986020277491,0.0004275663568206946,0.12250285226649284,0.08647355719623516,0.3968955807144903,0.1309193310579191,0.004476249461904039,0.0028606505204611817,0.005885359962453381
622,35,0.118,0.155,1.456,1.912,0.15,0.25,30,45,2,2,1,2,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,36.95636556673882,1.2536766555388696,0.0798190725896795,0.16453775237936538,0.4306958705297383,0.0004059075360398284,0.08120003923187222,0.0015062158999796479,0.13246444264001694,0.05374989170887657,0.00604573270557602,0.0011690609655171831,0.00639630493990902
623,35,0.118,0.155,1.456,1.912,0.15,0.25,45,60,2,2,1,3,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,51.99962723195988,0.8024551156539333,0.07355463739637137,0.1619909218436107,0.30190886727874,0.00022942352713023977,0.06654419020675036,0.06096021252833882,0.12457494629524252,0.050651152148125565,0.004069141659417917,0.00248431335576807,0.0035032705320119806
624,35,0.118,0.155,1.456,1.912,0.15,0.25,60,75,2,2,1,4,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,67.09920377628274,0.677792936286702,0.10894052304664767,0.11356360091581943,0.24331885937428718,0.00017224832154451403,0.09112771503199095,0.014804642220246564,0.05268592125827155,0.03953945947136645,0.0053645528416890135,0.0019685190769285483,0.005835130773286107
625,35,0.118,0.155,1.456,1.912,0.15,0.25,75,90,2,2,1,5,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,82.1581867946203,0.8940134507565984,0.22790311103129227,0.28398444431983877,0.4015118359790593,0.001485806950785967,0.1258522764352265,0.06274335847959064,0.2217564087035373,0.10799039212002431,0.008551215927051976,0.004232979245069665,0.005621644314488785
626,35,0.118,0.155,1.456,1.912,0.15,0.25,90,105,2,2,1,6,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,97.24333939405095,0.6220225721193107,0.09372442933571228,0.1281800607635453,0.2354367582699791,0.0019006241803808232,0.011919273046028954,0.01178422786774503,0.11863606769595278,0.04543040578861727,0.007966710389052983,0.002937435935523907,0.002672111563775428
627,35,0.118,0.155,1.456,1.912,0.15,0.25,105,120,2,2,1,7,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,112.2700357303227,0.3108964869957884,0.03649765199696443,0.022498876252002566,0.10123777822241968,0.0014721919975036171,0.010775757580506085,3.527279696340581e-05,0.006611069412989819,0.01838412228050109,0.004284854481578925,0.0023954315900202765,0.0024963366987618457
628,35,0.118,0.155,1.456,1.912,0.15,0.25,120,135,2,2,1,8,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,127.32011924562896,0.2560597549865971,0.021931416674537633,0.03477689520934566,0.08842215784340707,0.0013091141190246316,0.019705759162637233,0.005175927489610498,0.01933906310071175,0.02038572151768116,0.0037588091019535863,0.0024127373012343975,0.0017419780887982482
629,35,0.118,0.155,1.456,1.912,0.15,0.25,135,150,2,2,1,9,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,142.41258609294752,0.2493903382374227,0.016871883631590597,0.026469083537433595,0.08348568041986099,0.0010992214873133555,0.012728388642104124,0.015579451518090313,0.008977608423475872,0.014558776875377181,0.002579447861034125,0.002328346912588064,0.0014551533569396688
630,35,0.118,0.155,1.456,1.912,0.15,0.25,150,165,2,2,1,10,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,157.44094141666014,0.24633533022939347,0.016367738920200853,0.0182268623874303,0.08030448542155269,0.0008754077779776096,0.008431634637245588,0.003406770605840945,0.00483173686080291,0.014912460391885795,0.0033885959293302494,0.0023296630971956843,0.0017396749880802525
631,35,0.118,0.155,1.456,1.912,0.15,0.25,165,180,2,2,1,11,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,172.47024863696518,0.21510005451588396,0.018998295475997858,0.024076739261900883,0.07241173585439668,0.0006793700768722346,0.007332722157726309,0.0010508141282347468,0.018325537149312763,0.013667528154631617,0.001602112758685796,0.002019117201739272,0.0013145978629268958
632,35,0.118,0.155,1.456,1.912,0.15,0.25,180,195,2,2,1,12,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,187.52571081484615,0.2524049411221863,0.023722623660855736,0.02211300273619147,0.08313068810157072,0.0010431990688270722,0.009431608608177306,0.007728783960642768,0.011968391748433171,0.013933773231052252,0.0017586946629167552,0.0024739965064210674,0.001347162116126049
633,35,0.118,0.155,1.456,1.912,0.15,0.25,195,210,2,2,1,13,1,0.13227318774200209,1.6976228252632117,0.19665540697460387,202.5631666745439,0.19953536109984754,0.02323337726667655,0.018355860219833067,0.065955925562507,0.0013196040315205518,0.007202628243982181,0.005592281955832882,0.005060113265414946,0.01498664748695586,0.002527914653463107,0.0017015654403798235,0.0013566242509966736
634,35,0.118,0.155,1.456,1.912,0.15,0.25,210,240,2,2,1,14,2,0.13227318774200209,1.6976228252632117,0.19665540697460387,225.56492030712297,0.18949924505838078,0.03889910101162687,0.026903731246612755,0.06590522078408474,0.0021561869770548173,0.020387903519629377,0.007525226070672267,0.012624981280278155,0.00928615145881823,0.00208947699568808,0.0019335941741172322,0.0011149951237647514
637,35,0.118,0.155,1.456,1.912,0.15,0.25,270,300,2,2,1,18,2,0.13227318774200209,1.6976228252632117,0.19665540697460387,286.5151812295067,0.4002054452973673,0.06609608112395189,0.09695911976916283,0.1598295257466636,8.21374669691024e-05,0.06742005359313613,0.04240498869069929,0.05162358455677189,0.019554526929258072,0.003691996407547919,0.0012605935874523667,0.00316914208744917
