
xB     Q2     -t     phi    sig              stat-err        sys-err
0.245  1.84   1.386  323.6  0.0105722        0.00126995      0.000945717
0.245  1.836  1.372  338.6  0.0253786        0.00147074      0.00187896
0.245  1.828  1.407  352.4  0.0326586        0.00184069      0.00655669
0.245  2.159  0.109  7.5    1.16815          0.0780718       0.0782375
0.244  2.166  0.11   22.5   0.999032         0.0597056       0.0606065
0.244  2.173  0.11   37.3   0.903966         0.0474022       0.0574325
0.244  2.174  0.11   52.2   0.761117         0.0460564       0.0500597
0.244  2.174  0.109  67.2   0.658366         0.0519812       0.0460473
0.244  2.175  0.109  82.2   0.436371         0.0358362       0.0351919
0.245  2.176  0.109  97.2   0.336282         0.024139        0.0203203
0.245  2.177  0.109  112.3  0.283814         0.0217214       0.0182942
0.245  2.178  0.109  127.3  0.198759         0.0214325       0.0322656
0.245  2.179  0.109  157.4  0.149121         0.0195392       0.0116928
0.245  2.179  0.109  172.5  0.115914         0.0188192       0.0374547
0.245  2.179  0.109  202.6  0.125456         0.0143082       0.0450365
0.245  2.178  0.109  217.6  0.155524         0.0162087       0.0101802
0.245  2.178  0.109  232.7  0.152286         0.0155858       0.0111736
0.245  2.177  0.109  247.7  0.27984          0.0241716       0.0206816
0.245  2.176  0.109  262.8  0.419331         0.0315794       0.0329502
0.244  2.175  0.109  277.8  0.491761         0.0343398       0.0397452
0.244  2.174  0.109  292.8  0.662303         0.0502552       0.05165
0.244  2.174  0.11   307.8  0.795673         0.0473732       0.0508551
0.244  2.173  0.11   322.7  0.824655         0.0419336       0.0493386
0.244  2.166  0.11   337.5  1.1761           0.0627736       0.0756792
0.245  2.159  0.109  352.5  1.20042          0.0769866       0.0810302
0.246  2.113  0.153  7.6    1.58331          0.101002        0.126992
0.245  2.133  0.153  22.7   1.26856          0.0635973       0.0786023
0.245  2.167  0.154  37.4   1.00802          0.0403023       0.0603691
0.244  2.176  0.154  52.1   0.739106         0.02934         0.044948
0.245  2.176  0.154  67.1   0.607244         0.0345069       0.0372711
0.245  2.176  0.153  82.1   0.511411         0.0356145       0.0323294
0.245  2.177  0.153  97.2   0.328487         0.0207531       0.0207928
0.245  2.177  0.153  112.2  0.226356         0.0155136       0.015115
0.245  2.178  0.153  127.3  0.170997         0.0144295       0.011922
0.245  2.179  0.153  142.3  0.112189         0.0115695       0.00763734
0.245  2.179  0.153  157.4  0.124494         0.0106665       0.00751125
0.245  2.179  0.153  172.5  0.102764         0.0094284       0.0120054
0.245  2.179  0.153  187.5  0.139857         0.0145709       0.00931909
0.245  2.179  0.153  202.6  0.127723         0.0105773       0.00825166
0.245  2.179  0.153  217.7  0.144241         0.0105545       0.011162
0.245  2.178  0.153  232.7  0.198878         0.0163686       0.0142829
0.245  2.177  0.153  247.8  0.302455         0.0253729       0.0207751
0.245  2.177  0.153  262.8  0.333766         0.0207539       0.0239099
0.245  2.176  0.153  277.9  0.398582         0.0217945       0.0255858
0.245  2.176  0.154  292.9  0.525493         0.0266574       0.0385648
0.244  2.176  0.154  307.9  0.702666         0.0313132       0.0452523
0.245  2.167  0.154  322.6  1.1113           0.0457162       0.0715805
0.245  2.133  0.153  337.3  1.1619           0.0508818       0.0772417
0.246  2.113  0.153  352.4  1.70014          0.0996143       0.13189
0.245  2.177  0.204  52     0.571121         0.0245483       0.0343117
0.245  2.176  0.204  67     0.392253         0.0209536       0.0263205
0.245  2.176  0.203  82.1   0.266837         0.0173841       0.017265
0.245  2.177  0.203  97.2   0.223867         0.0160301       0.0155657
0.245  2.177  0.203  112.2  0.212328         0.0159946       0.0143143
0.245  2.178  0.203  127.3  0.131541         0.0131018       0.011283
0.245  2.178  0.203  142.3  0.109286         0.0156347       0.0126672
0.245  2.179  0.203  157.4  0.0723426        0.00795811      0.00814882
0.245  2.179  0.203  172.5  0.0875816        0.00975892      0.00631541
0.245  2.179  0.203  187.5  0.102135         0.0131039       0.0108612
0.245  2.178  0.203  217.7  0.136877         0.0120449       0.00934673
0.245  2.178  0.203  232.7  0.150264         0.013338        0.0126347
0.245  2.177  0.203  247.8  0.173848         0.0154342       0.0174598
0.245  2.177  0.203  262.8  0.215409         0.0141224       0.0166842
0.245  2.176  0.203  277.9  0.354405         0.0196509       0.0231145
0.245  2.176  0.204  293    0.42306          0.0230065       0.031016
0.245  2.177  0.204  308    0.590643         0.0295693       0.043393
0.245  2.137  0.263  37.8   0.702909         0.0312636       0.054082
0.245  2.176  0.263  51.9   0.368834         0.017344        0.0284642
0.245  2.175  0.262  67     0.324371         0.017083        0.0196948
0.245  2.175  0.262  82.1   0.236392         0.0157606       0.0185517
0.245  2.176  0.262  97.1   0.165078         0.0115206       0.0118196
0.245  2.177  0.262  112.2  0.110138         0.00864081      0.00780472
0.245  2.178  0.262  127.3  0.0820636        0.00761536      0.0114929
0.245  2.178  0.262  142.3  0.0878843        0.0111286       0.00573957
0.245  2.179  0.262  157.4  0.0450939        0.00499517      0.0037421
0.245  2.179  0.262  172.5  0.06774          0.00778801      0.00550271
0.245  2.179  0.262  187.5  0.072476         0.00948369      0.00479001
0.245  2.179  0.262  202.6  0.0632316        0.00631848      0.00634342
0.245  2.178  0.262  217.7  0.0890197        0.00759178      0.00820981
0.245  2.178  0.262  232.7  0.103489         0.010245        0.00798328
0.245  2.177  0.262  247.8  0.117338         0.0114889       0.00734656
0.245  2.176  0.262  262.9  0.148202         0.00974123      0.0111729
0.245  2.175  0.262  277.9  0.189445         0.00992766      0.0143976
0.245  2.175  0.262  293    0.300659         0.0156725       0.0204137
0.245  2.176  0.263  308.1  0.356081         0.020596        0.0364659
0.245  2.137  0.263  322.2  0.726939         0.0338878       0.0955884
0.246  2.135  0.342  38.1   0.599671         0.0312409       0.0377023
0.245  2.174  0.341  51.8   0.26196          0.010969        0.0157943
0.245  2.174  0.341  66.9   0.188523         0.0104399       0.0125788
0.245  2.175  0.341  82     0.124225         0.00912434      0.00796888
0.245  2.176  0.341  97.1   0.108233         0.00890316      0.00998632
0.245  2.176  0.34   112.2  0.0721846        0.00646075      0.0075788
0.245  2.177  0.34   127.3  0.0663525        0.00757474      0.00521131
0.245  2.178  0.34   142.3  0.0466416        0.00610697      0.00522546
0.245  2.178  0.34   157.4  0.0412078        0.00485379      0.00390075
0.245  2.179  0.34   172.5  0.0395582        0.00513733      0.00406064
0.245  2.179  0.34   187.5  0.0308584        0.00407214      0.00393854
0.245  2.178  0.34   202.6  0.046906         0.00543016      0.00567731
0.245  2.178  0.34   217.7  0.0453932        0.00448894      0.00406116
0.245  2.177  0.34   232.7  0.0487022        0.00533336      0.00674811
0.245  2.176  0.34   247.8  0.0729601        0.00805528      0.00660242
0.245  2.176  0.341  262.9  0.10643          0.00876462      0.00813228
0.245  2.175  0.341  278    0.128476         0.00784452      0.00919298
0.245  2.174  0.341  293.1  0.193887         0.0115576       0.0123574
0.245  2.174  0.341  308.2  0.283633         0.0137559       0.0178464
0.246  2.135  0.342  321.9  0.573331         0.0337698       2.3289
0.245  2.141  0.45   37.9   0.361071         0.0188017       0.0216107
0.245  2.171  0.448  51.7   0.156526         0.00699728      0.00943426
0.245  2.172  0.448  66.9   0.0901688        0.00563022      0.00573595
0.245  2.174  0.447  82     0.0731808        0.00644462      0.00638549
0.245  2.175  0.447  97.1   0.0534431        0.00499325      0.00461192
0.245  2.176  0.447  112.2  0.0559771        0.00542059      0.00511838
0.245  2.177  0.447  127.3  0.0208797        0.00236492      0.00147774
0.245  2.178  0.447  142.3  0.0166022        0.00317121      0.00259108
0.245  2.178  0.447  157.4  0.0342262        0.00583651      0.00282229
0.245  2.178  0.447  172.5  0.0246186        0.00451736      0.00375507
0.245  2.178  0.447  187.5  0.032119         0.00717118      0.00239398
0.245  2.178  0.447  202.6  0.0212009        0.00358923      0.00218449
0.245  2.178  0.447  217.7  0.0270469        0.00339479      0.00222526
0.245  2.177  0.447  232.7  0.0290987        0.00387738      0.00332436
0.245  2.176  0.447  247.8  0.051271         0.00635032      0.00862929
0.245  2.175  0.447  262.9  0.0535993        0.00519395      0.00415659
0.245  2.174  0.447  278    0.0625224        0.00414872      0.00513631
0.245  2.172  0.448  293.1  0.0922613        0.00532696      0.00807018
0.245  2.171  0.448  308.3  0.162713         0.00828969      0.0123105
0.245  2.141  0.45   322.1  0.349959         0.0229538       386
0.245  2.155  0.61   37     0.171314         0.00877027      0.0104083
0.245  2.168  0.605  51.7   0.0841559        0.00436459      0.00504856
0.245  2.17   0.605  66.9   0.0495893        0.00361609      0.00346135
0.245  2.172  0.605  82     0.0229097        0.00236666      0.00314471
0.245  2.174  0.605  97.1   0.0229984        0.00246841      0.00189748
0.245  2.175  0.604  112.2  0.0155485        0.00184615      0.00109263
0.245  2.177  0.604  127.2  0.017233         0.00289682      0.00157026
0.245  2.177  0.604  142.3  0.00391143       0.00135857      0.000967037
0.245  2.178  0.604  157.4  0.00917466       0.00262796      0.0012425
0.245  2.178  0.604  187.5  0.0281432        0.0132374       0.00777461
0.245  2.178  0.604  202.6  0.0190003        0.00555547      0.00119125
0.245  2.177  0.604  217.7  0.0175255        0.00376842      0.00317516
0.245  2.177  0.604  232.8  0.0135968        0.00235925      0.00146339
0.245  2.175  0.604  247.8  0.0156462        0.00232809      0.00320159
0.245  2.174  0.605  262.9  0.0274999        0.00316814      0.00251603
0.245  2.172  0.605  278    0.040228         0.00344925      0.0026989
0.245  2.17   0.605  293.1  0.0544423        0.00400648      0.00485668
0.245  2.168  0.605  308.3  0.0771692        0.00491948      0.00532028
0.245  2.155  0.61   323    0.126387         0.00708811      0.00838925
0.245  2.149  0.919  24     0.124299         0.0127388       0.00863514
0.245  2.159  0.864  36.5   0.0495256        0.00260193      0.00321515
0.245  2.164  0.866  51.7   0.0302213        0.00195045      0.00204401
0.245  2.168  0.867  66.9   0.0199377        0.0019337       0.00171117
0.245  2.171  0.867  82     0.0166947        0.00225457      0.00131524
0.245  2.173  0.867  97.1   0.00966943       0.00132654      0.00116401
0.245  2.175  0.866  112.1  0.00511413       0.000964738     0.000496787
0.245  2.176  0.866  127.2  0.00580073       0.00221873      0.000338238
0.245  2.177  0.866  142.3  0.00270933       0.00247345      0.000950614
0.245  2.178  0.866  157.4  0.00302666       0.00275205      0.000176483
0.245  2.176  0.866  232.8  0.00768794       0.00317398      0.00114794
0.245  2.173  0.867  262.9  0.0105474        0.00158384      0.0011657
0.245  2.171  0.867  278    0.0106212        0.00119099      0.000757747
0.245  2.168  0.867  293.1  0.016421         0.0015482       0.00154048
0.245  2.164  0.866  308.3  0.0296358        0.00235023      0.00203035
0.245  2.159  0.864  323.5  0.0527471        0.00312266      0.00564524
0.245  2.149  0.919  336    0.117516         0.00967374      1.28571
0.245  2.142  1.369  7.4    0.0249489        0.00169004      0.00164239
0.246  2.146  1.366  21.8   0.0162688        0.0013473       0.000990837
0.245  2.154  1.379  36.7   0.00749965       0.000704042     0.000524214
0.245  2.161  1.384  51.8   0.00612484       0.000652283     0.000623146
0.245  2.166  1.386  66.9   0.00471829       0.000723327     0.000434143
0.245  2.17   1.386  81.9   0.00254651       0.000774118     0.00101418
0.244  2.177  1.385  112.2  0.000814758      0.000745906     0.0000475082
0.245  2.173  1.386  263    0.00275911       0.00160606      0.000175214
0.245  2.17   1.386  278.1  0.00338637       0.000809034     0.00053328
0.245  2.161  1.384  308.2  0.00676857       0.000905073     0.000826456
0.245  2.154  1.379  323.3  0.0101504        0.000997201     0.000738391
0.246  2.146  1.366  338.2  0.0160528        0.00104198      0.00130562
0.245  2.142  1.369  352.6  0.02024          0.00123751      0.00585091
0.273  1.99   0.111  7.5    0.369256         0.0354054       0.0356177
0.273  1.99   0.111  22.4   0.339082         0.0294392       0.0213111
0.273  1.991  0.111  37.3   0.258805         0.0225427       0.0210503
0.273  1.992  0.111  52.3   0.332264         0.0285816       0.0229305
0.274  1.993  0.11   67.3   0.329148         0.0337097       0.0212783
0.274  1.994  0.11   82.3   0.132344         0.0178855       0.0122913
0.274  1.995  0.11   97.3   0.0687411        0.0124388       0.00455479
0.274  1.996  0.109  112.3  0.0273702        0.00783196      0.00820428
0.274  1.998  0.109  127.3  0.0316913        0.0133033       0.0592518
0.274  1.996  0.109  247.7  0.0244758        0.00656626      0.00343348
0.274  1.995  0.11   262.7  0.068313         0.00916308      0.0162135
0.274  1.994  0.11   277.7  0.158037         0.0209197       0.021488
0.274  1.993  0.11   292.7  0.304284         0.0344862       0.0542911
0.273  1.992  0.111  307.7  0.265541         0.0231136       0.0243678
0.273  1.991  0.111  322.7  0.346033         0.0263142       0.0221451
0.273  1.99   0.111  337.6  0.435958         0.0318613       0.0279053
0.273  1.99   0.111  352.5  0.330082         0.0262199       0.0226013
0.274  1.994  0.155  7.4    0.426235         0.0227088       0.0313168
0.274  1.994  0.155  22.3   0.434693         0.023051        0.0261369
0.274  1.995  0.155  37.2   0.433563         0.0236721       0.0261797
0.274  1.996  0.154  52.2   0.304078         0.0184377       0.0209105
0.274  1.996  0.154  67.2   0.257806         0.0199938       0.0162261
0.274  1.997  0.154  82.2   0.184534         0.0163217       0.0122639
0.274  1.998  0.153  97.2   0.0855366        0.00779461      0.0109439
0.274  1.999  0.153  112.2  0.107495         0.0104426       0.00858066
0.274  2      0.153  127.3  0.0463791        0.00931255      0.0115783
0.274  2      0.153  142.3  0.0349657        0.0115047       0.00407706
0.274  2.001  0.153  157.4  0.0669564        0.0261506       0.00869119
0.275  2.001  0.153  172.5  0.061112         0.0308896       0.00515133
0.275  2.001  0.153  187.5  0.0686735        0.0274666       0.0129569
0.274  2.001  0.153  202.6  0.045858         0.0185401       0.00460345
0.274  2      0.153  217.7  0.0521997        0.0128747       0.00355145
0.274  1.999  0.153  247.8  0.0876147        0.00896262      0.00933154
0.274  1.998  0.153  262.8  0.148051         0.0119583       0.0100119
