5032,33426.56118774414,16521.205,16622.887,0,0
5036,165311.46447753906,81841.234,82190.66,0,0
5038,374215.3537597656,185390.69,185815.4,0,0
5039,96373.2280883789,47925.188,47708.477,0,0
5040,144951.57641601562,71840.49,71965.31,0,0
5041,173078.34631347656,85917.31,85878.91,0,0
5043,136487.24713134766,67764.89,67770.78,0,0
5045,137352.24243164062,68143.06,68186.72,0,0
5046,386027.2727050781,191531.31,191827.61,0,0
5047,16006.876510620117,7991.873,7894.9546,0,0
5051,282311.87353515625,139950.44,140437.42,0,0
5052,33392.28256225586,16566.121,16579.15,0,0
5053,50981.71032714844,25397.926,25218.799,0,0
5116,37420.77700805664,18558.568,18576.367,0,0
5117,386945.7136230469,191896.53,192156.02,0,0
5119,12469.621360778809,6222.3794,6153.573,0,0
5120,76659.48999023438,38044.63,38067.47,0,0
5124,388825.24658203125,192525.2,193398.6,0,0
5125,388969.41796875,192960.95,193145.5,0,0
5126,389010.4431152344,192913.31,193212.67,0,0
5127,70340.33319091797,34829.254,35040.496,0,0
5128,390569.21875,125802.64,125876.17,0,0
5129,164173.48046875,49949.273,49938.848,0,0
5130,389286.3046875,129197.9,129464.4,0,0
5137,8931.573165893555,4406.3413,4455.485,0,0
5138,51431.8017578125,25558.66,25522.135,0,0
5139,137024.56201171875,67918.414,68140.07,0,0
5153,67619.1003112793,33538.26,33585.945,0,0
5158,37431.9951171875,16846.62,16809.2,0,0
5159,238031.7890625,97931.4,98483.68,0,0
5160,305055.90234375,122799.59,123247.67,0,0
5162,78544.50305175781,39003.312,38984.145,0,0
5163,386142.60546875,161546.52,161909.1,0,0
5164,6451.738048553467,3204.2188,3188.6946,0,0
5165,385071.3984375,155262.06,155339.92,0,0
5166,388400.3359375,155787.16,156727.88,0,0
5167,386396.46875,157866.8,158666.2,0,0
5168,195959.51953125,79082.43,79489.23,0,0
5169,391996.7734375,157204.86,157399.02,0,0
5180,214344.1328125,88866.984,88667.9,0,0
5181,396413.8984375,166180.84,165943.92,0,0
5182,73956.8544921875,31255.727,31105.238,0,0
5183,315708.4453125,128794.23,128019.4,0,0
5190,182063.34240722656,90902.37,90159.22,0,0
