# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
256.03 1.11 0.22 -0.20 10.59 0.22 1.00
314.84 1.11 0.23 -0.20 10.59 -0.58 0.43
103.77 1.12 0.22 -0.32 10.59 -0.21 0.56
44.13 1.11 0.23 -0.50 10.59 0.46 0.59
229.96 1.13 0.22 -0.49 10.59 0.32 0.81
75.05 1.12 0.22 -0.70 10.59 0.75 0.77
347.11 1.12 0.23 -0.70 10.59 0.26 0.40
14.31 1.12 0.23 -0.90 10.59 0.60 0.29
259.33 1.13 0.22 -0.89 10.59 0.22 0.48
285.21 1.11 0.22 -0.90 10.59 0.10 0.73
15.62 1.33 0.24 -0.13 10.59 0.11 0.74
104.24 1.33 0.23 -0.13 10.59 -0.48 0.89
163.61 1.34 0.22 -0.13 10.59 -0.09 0.51
195.05 1.34 0.22 -0.13 10.59 0.17 0.54
45.53 1.33 0.23 -0.20 10.59 0.24 0.60
134.31 1.33 0.23 -0.20 10.59 0.08 0.20
226.50 1.34 0.23 -0.20 10.59 0.14 0.28
314.01 1.33 0.23 -0.20 10.59 -0.39 0.40
346.24 1.34 0.23 -0.20 10.59 -0.63 0.55
15.41 1.33 0.23 -0.33 10.59 0.42 0.19
44.82 1.33 0.23 -0.33 10.59 0.91 0.93
76.16 1.33 0.23 -0.32 10.59 0.17 0.70
314.42 1.33 0.23 -0.33 10.59 -0.05 0.53
14.90 1.33 0.23 -0.50 10.59 -0.19 0.18
44.83 1.33 0.23 -0.50 10.59 -0.08 0.21
134.54 1.34 0.22 -0.49 10.59 -0.74 0.67
195.76 1.36 0.22 -0.49 10.59 0.00 1.00
227.07 1.34 0.23 -0.49 10.59 0.34 0.56
284.23 1.33 0.23 -0.50 10.59 -0.32 0.37
313.75 1.33 0.23 -0.50 10.59 -0.04 0.40
346.13 1.33 0.23 -0.50 10.59 -0.85 0.52
14.75 1.33 0.23 -0.70 10.59 0.39 0.20
133.69 1.35 0.22 -0.70 10.59 0.04 0.30
227.83 1.35 0.23 -0.69 10.59 -0.09 0.35
313.04 1.33 0.23 -0.70 10.59 -0.14 0.27
346.75 1.33 0.23 -0.70 10.59 -0.20 0.17
13.87 1.33 0.23 -0.90 10.59 0.21 0.21
45.46 1.33 0.23 -0.90 10.59 0.15 0.41
75.10 1.33 0.23 -0.90 10.59 -0.84 0.71
257.64 1.34 0.23 -0.90 10.59 -0.08 0.46
313.07 1.33 0.23 -0.90 10.59 -0.20 0.46
347.74 1.33 0.23 -0.90 10.59 -0.15 0.27
14.98 1.70 0.23 -0.13 10.59 0.03 0.34
45.08 1.70 0.23 -0.13 10.59 0.13 0.28
105.35 1.68 0.23 -0.13 10.59 0.70 0.95
134.13 1.69 0.23 -0.13 10.59 -0.06 0.29
194.24 1.70 0.23 -0.13 10.59 0.18 0.58
225.04 1.68 0.24 -0.13 10.59 -0.13 0.18
255.11 1.68 0.23 -0.13 10.59 0.39 0.32
283.90 1.68 0.24 -0.13 10.59 0.00 0.98
315.59 1.69 0.24 -0.13 10.59 -0.66 0.76
14.91 1.70 0.23 -0.20 10.59 0.26 0.41
45.24 1.69 0.24 -0.20 10.59 0.17 0.30
76.02 1.68 0.23 -0.20 10.59 0.09 0.23
104.60 1.68 0.23 -0.20 10.59 -0.22 0.35
134.49 1.69 0.23 -0.20 10.59 0.75 0.48
164.32 1.69 0.23 -0.20 10.59 0.06 0.19
225.40 1.69 0.24 -0.20 10.59 -0.55 0.49
314.64 1.69 0.24 -0.20 10.59 -0.75 0.86
346.31 1.70 0.23 -0.20 10.59 -0.17 0.16
14.96 1.69 0.23 -0.33 10.59 0.09 0.13
44.94 1.69 0.23 -0.32 10.59 0.26 0.15
76.05 1.68 0.23 -0.32 10.59 0.92 0.19
105.00 1.68 0.23 -0.32 10.59 0.17 0.30
135.07 1.69 0.24 -0.32 10.59 0.32 0.30
164.39 1.70 0.23 -0.32 10.59 -0.05 0.42
194.81 1.70 0.23 -0.32 10.59 0.14 0.38
315.27 1.68 0.24 -0.32 10.59 -0.20 0.27
345.81 1.69 0.23 -0.32 10.59 -0.04 0.16
14.67 1.70 0.23 -0.50 10.59 0.32 0.14
44.64 1.69 0.23 -0.50 10.59 0.04 0.25
76.09 1.68 0.24 -0.50 10.59 -0.03 0.67
104.68 1.68 0.23 -0.50 10.59 0.54 0.74
135.23 1.69 0.23 -0.49 10.59 0.09 0.25
163.71 1.70 0.23 -0.49 10.59 -0.02 0.16
195.37 1.70 0.23 -0.49 10.59 0.17 0.17
225.47 1.69 0.24 -0.50 10.59 0.46 0.28
283.51 1.67 0.23 -0.50 10.59 -0.36 0.40
314.40 1.68 0.23 -0.50 10.59 -0.04 0.26
346.65 1.70 0.23 -0.50 10.59 -0.10 0.12
14.32 1.69 0.23 -0.70 10.59 -0.05 0.10
44.82 1.68 0.23 -0.70 10.59 0.47 0.19
76.08 1.68 0.23 -0.70 10.59 0.40 0.43
104.28 1.69 0.23 -0.69 10.59 0.67 0.81
135.37 1.69 0.23 -0.69 10.59 -0.11 0.28
163.19 1.71 0.23 -0.70 10.59 0.08 0.26
195.78 1.71 0.23 -0.69 10.59 -0.04 0.25
256.41 1.68 0.23 -0.70 10.59 0.20 0.42
284.04 1.68 0.24 -0.70 10.59 -0.43 0.68
347.63 1.69 0.23 -0.70 10.59 -0.10 0.10
13.25 1.69 0.23 -0.90 10.59 0.12 0.15
45.27 1.68 0.24 -0.89 10.59 0.09 0.35
104.20 1.68 0.23 -0.90 10.59 0.16 0.42
134.72 1.70 0.23 -0.89 10.59 0.24 0.29
162.79 1.72 0.22 -0.88 10.59 -0.09 0.37
196.95 1.73 0.23 -0.88 10.59 0.24 0.33
225.54 1.69 0.23 -0.90 10.59 -0.21 0.26
256.61 1.68 0.23 -0.90 10.59 0.21 0.71
284.14 1.68 0.23 -0.90 10.59 -0.75 0.80
313.06 1.68 0.23 -0.90 10.59 -0.07 0.21
348.37 1.69 0.23 -0.90 10.59 -0.12 0.19
15.74 2.21 0.23 -0.13 10.59 0.94 0.79
43.79 2.20 0.24 -0.13 10.59 0.07 0.14
75.43 2.18 0.24 -0.13 10.59 0.24 0.34
104.77 2.17 0.23 -0.13 10.59 0.34 0.29
164.45 2.17 0.24 -0.13 10.59 0.25 0.51
224.46 2.17 0.24 -0.13 10.59 0.09 0.38
284.51 2.17 0.24 -0.13 10.59 0.00 1.00
345.93 2.19 0.23 -0.13 10.59 0.26 0.19
15.47 2.20 0.23 -0.20 10.59 0.09 0.09
44.22 2.20 0.24 -0.20 10.59 0.11 0.12
75.77 2.18 0.24 -0.20 10.59 0.45 0.14
104.68 2.17 0.23 -0.20 10.59 0.44 0.16
134.98 2.16 0.24 -0.20 10.59 0.30 0.35
164.71 2.17 0.24 -0.20 10.59 0.15 0.12
194.25 2.16 0.24 -0.20 10.59 -0.12 0.19
255.16 2.16 0.24 -0.20 10.59 -0.27 0.31
284.43 2.17 0.24 -0.20 10.59 0.04 0.30
315.83 2.19 0.24 -0.20 10.59 -0.33 0.90
345.95 2.20 0.24 -0.20 10.59 0.03 0.09
15.13 2.19 0.23 -0.32 10.59 0.00 0.08
43.91 2.19 0.24 -0.32 10.59 0.14 0.09
75.84 2.18 0.24 -0.32 10.59 0.30 0.19
105.25 2.16 0.24 -0.32 10.59 0.69 0.16
134.89 2.17 0.24 -0.32 10.59 -0.08 0.13
164.16 2.17 0.24 -0.32 10.59 -0.13 0.27
224.72 2.16 0.24 -0.32 10.59 -0.47 0.52
254.77 2.18 0.24 -0.32 10.59 -0.66 0.30
284.57 2.17 0.24 -0.32 10.59 -0.26 0.29
315.64 2.18 0.24 -0.32 10.59 -0.81 0.30
346.65 2.19 0.23 -0.32 10.59 -0.18 0.08
14.92 2.19 0.23 -0.50 10.59 -0.02 0.07
43.94 2.18 0.24 -0.50 10.59 0.16 0.10
75.87 2.17 0.24 -0.50 10.59 0.31 0.21
135.28 2.16 0.24 -0.50 10.59 -0.17 0.16
194.65 2.16 0.24 -0.49 10.59 -0.07 0.28
255.15 2.17 0.24 -0.50 10.59 -0.09 0.43
283.99 2.17 0.24 -0.50 10.59 0.46 0.86
314.81 2.18 0.24 -0.50 10.59 0.07 0.18
347.18 2.18 0.23 -0.50 10.59 -0.19 0.08
14.24 2.19 0.23 -0.70 10.59 0.10 0.09
43.68 2.18 0.24 -0.70 10.59 0.35 0.13
75.73 2.17 0.24 -0.70 10.59 0.02 0.36
104.89 2.17 0.24 -0.70 10.59 0.43 0.71
135.27 2.17 0.24 -0.69 10.59 0.11 0.20
163.35 2.18 0.24 -0.70 10.59 -0.36 0.42
195.26 2.16 0.24 -0.69 10.59 0.08 0.24
224.80 2.16 0.24 -0.70 10.59 -0.77 0.74
256.04 2.16 0.24 -0.70 10.59 0.08 0.30
284.68 2.17 0.24 -0.70 10.59 -0.19 0.34
313.46 2.18 0.24 -0.70 10.59 -0.46 0.73
347.77 2.18 0.24 -0.70 10.59 -0.10 0.09
13.46 2.19 0.23 -0.90 10.59 0.06 0.10
44.17 2.17 0.24 -0.89 10.59 0.18 0.15
75.62 2.17 0.24 -0.90 10.59 -0.19 0.75
135.82 2.18 0.24 -0.90 10.59 0.16 0.25
163.28 2.17 0.24 -0.89 10.59 -0.25 0.23
195.17 2.17 0.24 -0.89 10.59 -0.12 0.21
224.65 2.16 0.24 -0.90 10.59 0.43 0.40
256.45 2.17 0.24 -0.90 10.59 0.07 0.31
313.12 2.18 0.24 -0.90 10.59 -0.17 0.48
348.84 2.19 0.23 -0.90 10.59 0.23 0.29
44.06 2.88 0.24 -0.13 10.59 0.18 0.12
104.15 2.85 0.23 -0.13 10.59 0.38 0.29
256.16 2.85 0.23 -0.13 10.59 -0.29 0.53
346.09 2.93 0.23 -0.13 10.59 -0.08 0.16
15.71 2.93 0.23 -0.20 10.59 0.06 0.08
75.53 2.87 0.23 -0.20 10.59 0.22 0.12
103.80 2.86 0.23 -0.20 10.59 0.18 0.16
135.20 2.86 0.23 -0.20 10.59 0.18 0.15
164.26 2.85 0.24 -0.20 10.59 0.16 0.43
194.02 2.85 0.24 -0.20 10.59 -0.52 0.44
225.04 2.85 0.23 -0.20 10.59 -0.21 0.29
284.71 2.87 0.24 -0.20 10.59 -0.58 0.23
317.60 2.90 0.23 -0.20 10.59 -0.28 0.14
15.06 2.93 0.23 -0.33 10.59 0.09 0.06
43.04 2.88 0.23 -0.32 10.59 0.33 0.08
75.68 2.87 0.23 -0.32 10.59 0.44 0.19
104.09 2.85 0.23 -0.32 10.59 0.28 0.12
135.24 2.85 0.24 -0.32 10.59 0.39 0.17
164.05 2.84 0.24 -0.32 10.59 -0.05 0.13
225.05 2.85 0.24 -0.32 10.59 0.46 0.82
255.32 2.87 0.23 -0.32 10.59 -0.15 0.26
284.27 2.87 0.24 -0.32 10.59 -0.47 0.24
317.60 2.95 0.23 -0.32 10.59 -0.54 0.20
14.43 2.95 0.23 -0.50 10.59 0.05 0.05
42.12 2.90 0.23 -0.50 10.59 0.14 0.09
76.01 2.86 0.24 -0.50 10.59 0.44 0.13
104.95 2.85 0.24 -0.50 10.59 0.60 0.22
135.31 2.86 0.24 -0.49 10.59 0.39 0.21
164.21 2.85 0.24 -0.49 10.59 0.08 0.20
194.39 2.83 0.24 -0.49 10.59 0.01 0.90
225.42 2.84 0.24 -0.50 10.59 0.12 0.29
255.56 2.86 0.24 -0.50 10.59 -0.46 0.21
346.52 2.97 0.23 -0.50 10.59 -0.05 0.06
14.17 2.95 0.23 -0.70 10.59 0.05 0.06
41.24 2.92 0.23 -0.70 10.59 0.12 0.10
76.09 2.86 0.24 -0.69 10.59 0.40 0.23
104.40 2.84 0.24 -0.69 10.59 0.05 0.20
135.39 2.86 0.24 -0.70 10.59 -0.09 0.18
163.92 2.83 0.24 -0.70 10.59 0.22 0.19
194.04 2.83 0.24 -0.69 10.59 0.08 0.18
226.01 2.85 0.24 -0.69 10.59 0.88 0.51
256.03 2.85 0.24 -0.70 10.59 0.20 0.32
316.96 2.97 0.23 -0.71 10.59 -0.07 0.15
346.26 2.96 0.22 -0.70 10.59 -0.07 0.05
13.92 2.93 0.23 -0.90 10.59 0.08 0.05
40.71 2.95 0.23 -0.90 10.59 0.61 0.23
76.07 2.85 0.24 -0.90 10.59 0.52 0.27
104.88 2.83 0.24 -0.90 10.59 0.08 0.24
135.62 2.84 0.24 -0.90 10.59 0.05 0.29
164.10 2.84 0.24 -0.90 10.59 0.32 0.22
194.44 2.84 0.24 -0.89 10.59 0.48 0.25
256.57 2.84 0.24 -0.90 10.59 -0.23 0.39
284.95 2.86 0.23 -0.90 10.59 -0.18 0.19
317.02 2.96 0.23 -0.90 10.59 -0.31 0.14
346.09 2.93 0.22 -0.90 10.59 -0.02 0.05
76.07 3.53 0.25 -0.13 10.59 0.83 0.28
14.23 3.62 0.24 -0.20 10.59 -0.05 0.16
14.30 3.61 0.24 -0.33 10.59 -0.18 0.14
75.80 3.57 0.25 -0.32 10.59 -0.35 0.25
195.25 3.56 0.25 -0.33 10.59 -0.69 0.91
345.95 3.61 0.24 -0.32 10.59 0.15 0.23
14.28 3.60 0.24 -0.50 10.59 0.12 0.06
76.49 3.59 0.25 -0.49 10.59 0.24 0.35
105.07 3.57 0.25 -0.49 10.59 -0.24 0.21
226.33 3.55 0.24 -0.49 10.59 0.29 0.41
255.79 3.57 0.25 -0.49 10.59 -0.15 0.32
345.44 3.62 0.24 -0.50 10.59 -0.08 0.11
14.67 3.60 0.24 -0.70 10.59 0.01 0.06
38.78 3.60 0.24 -0.70 10.59 0.12 0.17
76.15 3.58 0.25 -0.69 10.59 0.60 0.58
320.83 3.61 0.24 -0.70 10.59 -0.24 0.13
15.91 3.59 0.24 -0.90 10.59 -0.01 0.08
38.19 3.60 0.24 -0.89 10.59 -0.17 0.23
195.51 3.55 0.25 -0.90 10.59 0.00 1.00
321.06 3.60 0.24 -0.90 10.59 0.12 0.13
343.81 3.59 0.25 -0.90 10.59 -0.12 0.12
15.13 1.36 0.29 -0.49 10.59 0.29 0.34
314.86 1.35 0.29 -0.50 10.59 0.20 0.78
15.49 1.72 0.30 -0.13 10.59 0.26 0.83
45.73 1.71 0.30 -0.13 10.59 -0.53 0.43
105.24 1.72 0.30 -0.13 10.59 -0.10 0.88
133.24 1.74 0.30 -0.13 10.59 -0.05 0.56
226.93 1.74 0.30 -0.13 10.59 0.00 1.00
254.24 1.72 0.30 -0.13 10.59 -0.65 0.67
15.20 1.72 0.30 -0.20 10.59 0.21 0.25
45.69 1.72 0.30 -0.20 10.59 -0.09 0.89
74.84 1.71 0.30 -0.20 10.59 0.25 0.63
105.66 1.73 0.30 -0.20 10.59 0.74 0.23
133.61 1.75 0.30 -0.20 10.59 0.01 0.22
162.68 1.78 0.29 -0.20 10.59 0.42 0.73
195.36 1.77 0.29 -0.20 10.59 0.06 0.43
226.51 1.75 0.30 -0.20 10.59 0.16 0.47
254.05 1.72 0.30 -0.20 10.59 -0.37 0.81
284.97 1.70 0.30 -0.20 10.59 0.54 0.62
315.30 1.71 0.31 -0.20 10.59 0.06 0.41
345.00 1.72 0.30 -0.20 10.59 -0.28 0.28
15.57 1.71 0.30 -0.32 10.59 -0.15 0.27
45.24 1.71 0.30 -0.32 10.59 0.65 0.26
75.16 1.71 0.30 -0.32 10.59 0.74 0.38
105.83 1.73 0.30 -0.32 10.59 -0.52 0.47
134.01 1.76 0.30 -0.32 10.59 0.14 0.53
254.95 1.73 0.30 -0.32 10.59 -0.11 0.22
284.54 1.71 0.30 -0.32 10.59 -0.56 0.41
315.29 1.71 0.31 -0.32 10.59 -0.73 0.49
345.16 1.72 0.30 -0.32 10.59 0.45 0.41
15.01 1.71 0.30 -0.50 10.59 -0.78 0.27
44.79 1.72 0.31 -0.50 10.59 0.30 0.42
132.70 1.76 0.30 -0.49 10.59 -0.03 0.17
227.49 1.75 0.30 -0.49 10.59 0.34 0.55
255.94 1.72 0.30 -0.50 10.59 0.59 0.48
314.90 1.72 0.30 -0.50 10.59 -0.96 0.35
346.13 1.72 0.30 -0.50 10.59 0.11 0.28
14.66 1.71 0.30 -0.70 10.59 -0.09 0.27
44.95 1.71 0.30 -0.70 10.59 0.88 0.87
104.78 1.74 0.30 -0.69 10.59 0.48 0.30
228.97 1.76 0.29 -0.69 10.59 0.19 0.51
255.97 1.72 0.30 -0.70 10.59 -0.20 0.27
284.57 1.71 0.30 -0.70 10.59 0.72 0.62
346.41 1.72 0.30 -0.70 10.59 0.18 0.29
14.05 1.71 0.30 -0.90 10.59 -0.04 0.59
74.32 1.71 0.30 -0.90 10.59 -0.63 0.90
104.74 1.74 0.30 -0.89 10.59 -0.76 0.57
256.25 1.73 0.30 -0.89 10.59 0.10 0.35
313.70 1.71 0.30 -0.90 10.59 -0.87 0.86
346.96 1.71 0.30 -0.90 10.59 -0.66 0.40
45.19 2.20 0.31 -0.13 10.59 0.23 0.27
75.56 2.19 0.31 -0.13 10.59 0.32 0.36
105.70 2.20 0.31 -0.13 10.59 -0.20 0.34
164.00 2.22 0.31 -0.13 10.59 -0.40 0.35
195.02 2.22 0.30 -0.13 10.59 -0.13 0.19
284.50 2.19 0.31 -0.13 10.59 -0.80 0.73
315.34 2.20 0.31 -0.13 10.59 -0.50 0.25
345.73 2.20 0.31 -0.13 10.59 -0.24 0.31
15.40 2.21 0.31 -0.20 10.59 0.06 0.19
44.90 2.20 0.31 -0.20 10.59 0.18 0.25
105.92 2.20 0.31 -0.20 10.59 0.08 0.29
134.98 2.21 0.31 -0.20 10.59 0.05 0.34
163.75 2.22 0.31 -0.20 10.59 0.04 0.14
195.11 2.23 0.31 -0.20 10.59 -0.12 0.11
225.27 2.20 0.31 -0.20 10.59 0.14 0.23
253.79 2.20 0.31 -0.20 10.59 -0.45 0.71
284.60 2.19 0.31 -0.20 10.59 -0.23 0.42
315.08 2.20 0.31 -0.20 10.59 -0.21 0.17
345.33 2.21 0.31 -0.20 10.59 -0.00 0.14
15.08 2.21 0.31 -0.32 10.59 0.27 0.16
45.35 2.21 0.31 -0.32 10.59 0.17 0.18
75.03 2.20 0.31 -0.33 10.59 -0.28 0.90
105.83 2.20 0.31 -0.32 10.59 -0.08 0.14
135.26 2.21 0.31 -0.32 10.59 0.11 0.12
163.32 2.23 0.31 -0.32 10.59 -0.00 0.14
195.25 2.22 0.30 -0.32 10.59 -0.21 0.16
225.01 2.20 0.31 -0.32 10.59 -0.22 0.10
253.99 2.21 0.31 -0.33 10.59 0.21 0.35
284.15 2.19 0.31 -0.32 10.59 -0.65 0.43
314.87 2.20 0.31 -0.32 10.59 -0.12 0.25
345.88 2.20 0.31 -0.32 10.59 -0.19 0.14
14.84 2.21 0.31 -0.50 10.59 0.11 0.12
45.08 2.20 0.31 -0.50 10.59 0.10 0.18
75.20 2.20 0.31 -0.50 10.59 0.17 0.27
105.64 2.20 0.31 -0.50 10.59 0.25 0.15
134.98 2.21 0.31 -0.49 10.59 0.26 0.10
163.19 2.23 0.30 -0.49 10.59 -0.07 0.09
195.77 2.23 0.30 -0.49 10.59 0.00 0.10
225.68 2.21 0.31 -0.49 10.59 -0.28 0.18
254.64 2.20 0.31 -0.50 10.59 -0.29 0.33
284.17 2.20 0.31 -0.50 10.59 -0.63 0.61
315.20 2.21 0.31 -0.50 10.59 -0.44 0.19
346.14 2.20 0.31 -0.50 10.59 -0.12 0.11
14.51 2.21 0.31 -0.70 10.59 0.03 0.11
44.96 2.20 0.31 -0.70 10.59 0.28 0.23
74.99 2.21 0.31 -0.70 10.59 -0.08 0.86
105.49 2.20 0.31 -0.70 10.59 0.11 0.85
133.82 2.22 0.31 -0.70 10.59 -0.23 0.47
162.65 2.26 0.30 -0.69 10.59 -0.36 0.32
196.75 2.24 0.30 -0.69 10.59 -0.04 0.15
226.78 2.21 0.31 -0.69 10.59 -0.39 0.63
314.53 2.19 0.31 -0.70 10.59 0.17 0.40
346.50 2.20 0.31 -0.70 10.59 -0.25 0.14
14.20 2.20 0.31 -0.90 10.59 0.13 0.14
45.34 2.20 0.31 -0.90 10.59 0.12 0.28
105.53 2.21 0.31 -0.89 10.59 0.40 0.42
131.91 2.23 0.30 -0.89 10.59 0.28 0.36
227.93 2.23 0.30 -0.89 10.59 0.09 0.38
255.26 2.20 0.31 -0.90 10.59 -0.04 0.20
284.38 2.20 0.31 -0.90 10.59 -0.01 0.81
313.39 2.21 0.31 -0.90 10.59 -0.72 0.43
347.06 2.20 0.31 -0.90 10.59 0.07 0.17
14.89 2.86 0.31 -0.13 10.59 0.05 0.16
44.86 2.85 0.31 -0.13 10.59 0.21 0.20
74.11 2.84 0.31 -0.13 10.59 -0.02 0.26
135.52 2.83 0.32 -0.13 10.59 0.09 0.15
163.83 2.84 0.31 -0.13 10.59 0.12 0.19
225.35 2.83 0.32 -0.13 10.59 -0.28 0.78
284.23 2.82 0.31 -0.13 10.59 -0.56 0.63
316.04 2.83 0.31 -0.13 10.59 -0.28 0.47
345.46 2.85 0.31 -0.13 10.59 -0.12 0.25
15.40 2.86 0.31 -0.20 10.59 0.19 0.10
44.31 2.84 0.31 -0.20 10.59 0.24 0.12
74.88 2.84 0.31 -0.20 10.59 0.42 0.18
106.12 2.83 0.32 -0.20 10.59 0.19 0.13
135.48 2.83 0.32 -0.20 10.59 0.08 0.12
164.54 2.84 0.31 -0.20 10.59 -0.03 0.11
194.54 2.84 0.32 -0.20 10.59 -0.19 0.13
225.59 2.81 0.32 -0.20 10.59 -0.11 0.14
253.50 2.81 0.32 -0.20 10.59 0.21 0.71
284.89 2.83 0.31 -0.20 10.59 0.26 0.29
315.53 2.83 0.31 -0.20 10.59 -0.79 0.94
345.30 2.85 0.31 -0.20 10.59 -0.02 0.13
14.96 2.85 0.31 -0.32 10.59 0.21 0.15
44.63 2.84 0.31 -0.32 10.59 0.42 0.13
75.16 2.84 0.31 -0.32 10.59 0.27 0.34
105.53 2.83 0.32 -0.32 10.59 0.48 0.37
135.76 2.83 0.32 -0.32 10.59 0.05 0.11
164.08 2.84 0.31 -0.32 10.59 -0.13 0.17
194.97 2.83 0.31 -0.32 10.59 -0.18 0.12
225.10 2.82 0.32 -0.32 10.59 -0.08 0.16
253.97 2.82 0.32 -0.32 10.59 0.14 0.18
284.40 2.82 0.31 -0.33 10.59 -0.78 0.26
315.47 2.83 0.31 -0.32 10.59 -0.06 0.29
346.08 2.85 0.31 -0.32 10.59 -0.25 0.12
14.90 2.86 0.31 -0.50 10.59 0.03 0.10
44.88 2.84 0.31 -0.50 10.59 0.43 0.17
75.20 2.83 0.32 -0.50 10.59 0.39 0.20
105.25 2.82 0.32 -0.50 10.59 0.33 0.39
135.60 2.82 0.32 -0.49 10.59 -0.05 0.09
164.09 2.83 0.31 -0.49 10.59 -0.10 0.12
194.96 2.83 0.32 -0.49 10.59 0.05 0.16
225.39 2.81 0.32 -0.49 10.59 -0.10 0.30
254.74 2.81 0.32 -0.50 10.59 -0.26 0.43
283.99 2.83 0.32 -0.50 10.59 0.07 0.42
315.37 2.83 0.32 -0.50 10.59 -0.25 0.40
346.26 2.86 0.31 -0.50 10.59 0.03 0.09
14.91 2.85 0.31 -0.70 10.59 0.32 0.11
44.84 2.83 0.31 -0.70 10.59 0.20 0.18
75.45 2.84 0.32 -0.70 10.59 0.44 0.27
135.41 2.82 0.32 -0.70 10.59 -0.11 0.23
163.41 2.84 0.31 -0.69 10.59 0.10 0.14
195.78 2.84 0.31 -0.69 10.59 0.31 0.18
314.20 2.83 0.32 -0.70 10.59 -0.48 0.54
346.87 2.83 0.31 -0.70 10.59 -0.04 0.11
14.08 2.85 0.31 -0.90 10.59 0.10 0.15
44.57 2.84 0.32 -0.90 10.59 0.00 0.18
75.06 2.81 0.32 -0.90 10.59 0.08 0.38
104.86 2.82 0.32 -0.90 10.59 -0.27 0.22
134.21 2.84 0.31 -0.89 10.59 -0.05 0.65
162.88 2.87 0.30 -0.88 10.59 0.39 0.36
196.76 2.89 0.30 -0.87 10.59 0.32 0.30
226.90 2.83 0.31 -0.89 10.59 -0.29 0.26
254.85 2.81 0.32 -0.90 10.59 -0.40 0.31
347.92 2.83 0.31 -0.90 10.59 -0.05 0.12
74.77 3.74 0.31 -0.13 10.59 0.00 1.00
105.32 3.72 0.32 -0.13 10.59 0.39 0.23
135.18 3.71 0.32 -0.13 10.59 0.44 0.45
164.24 3.71 0.31 -0.13 10.59 0.27 0.21
226.31 3.72 0.32 -0.13 10.59 -0.78 0.41
15.55 3.76 0.30 -0.20 10.59 0.06 0.28
44.61 3.71 0.31 -0.20 10.59 0.21 0.13
74.41 3.76 0.31 -0.20 10.59 0.14 0.22
105.48 3.70 0.32 -0.20 10.59 0.34 0.18
135.26 3.71 0.32 -0.20 10.59 0.29 0.10
164.45 3.72 0.32 -0.20 10.59 0.17 0.13
194.09 3.71 0.32 -0.20 10.59 -0.48 0.32
346.15 3.77 0.31 -0.20 10.59 -0.01 0.12
15.20 3.78 0.31 -0.32 10.59 0.08 0.11
43.62 3.74 0.31 -0.32 10.59 0.33 0.12
74.52 3.73 0.31 -0.33 10.59 0.12 0.25
135.62 3.71 0.32 -0.32 10.59 -0.01 0.18
165.15 3.70 0.32 -0.32 10.59 0.02 0.11
194.19 3.70 0.32 -0.32 10.59 -0.03 0.11
225.33 3.72 0.32 -0.32 10.59 -0.40 0.16
254.50 3.71 0.32 -0.32 10.59 -0.00 0.43
285.94 3.73 0.31 -0.32 10.59 0.03 0.30
346.19 3.80 0.30 -0.32 10.59 0.06 0.12
14.62 3.81 0.30 -0.50 10.59 0.06 0.09
43.17 3.72 0.31 -0.50 10.59 0.19 0.12
75.27 3.74 0.31 -0.50 10.59 0.27 0.19
104.75 3.71 0.31 -0.50 10.59 0.41 0.21
135.72 3.71 0.32 -0.49 10.59 0.13 0.10
164.12 3.69 0.32 -0.49 10.59 0.16 0.15
194.40 3.70 0.32 -0.49 10.59 -0.14 0.11
225.07 3.71 0.32 -0.49 10.59 -0.22 0.15
254.36 3.71 0.31 -0.49 10.59 0.20 0.25
285.76 3.73 0.31 -0.50 10.59 -0.55 0.28
315.03 3.77 0.31 -0.50 10.59 -0.34 0.16
346.52 3.82 0.30 -0.50 10.59 0.02 0.12
14.42 3.81 0.30 -0.70 10.59 0.04 0.10
43.53 3.75 0.31 -0.69 10.59 0.26 0.26
75.33 3.73 0.31 -0.69 10.59 -0.04 0.49
104.33 3.70 0.31 -0.70 10.59 -0.45 0.35
136.09 3.72 0.32 -0.69 10.59 -0.22 0.21
163.50 3.69 0.32 -0.69 10.59 0.06 0.19
194.89 3.70 0.32 -0.70 10.59 -0.12 0.17
255.39 3.72 0.31 -0.70 10.59 -0.38 0.28
314.51 3.79 0.31 -0.70 10.59 -0.27 0.20
346.99 3.86 0.30 -0.70 10.59 -0.15 0.12
13.90 3.84 0.30 -0.90 10.59 0.03 0.10
75.37 3.71 0.31 -0.90 10.59 0.59 0.26
104.57 3.71 0.32 -0.90 10.59 0.26 0.24
134.84 3.71 0.32 -0.89 10.59 0.57 0.24
196.02 3.73 0.31 -0.88 10.59 -0.84 0.63
255.05 3.71 0.31 -0.89 10.59 0.34 0.34
286.21 3.73 0.31 -0.90 10.59 -0.48 0.35
314.47 3.77 0.31 -0.90 10.59 -0.20 0.66
347.27 3.86 0.30 -0.90 10.59 -0.53 0.93
75.08 4.72 0.33 -0.20 10.59 -0.23 0.85
194.27 4.71 0.33 -0.20 10.59 -0.32 0.21
285.09 4.70 0.32 -0.20 10.59 0.13 0.54
105.79 4.70 0.33 -0.32 10.59 0.27 0.52
134.79 4.69 0.33 -0.32 10.59 -0.08 0.41
165.01 4.70 0.33 -0.32 10.59 -0.20 0.32
285.50 4.70 0.32 -0.32 10.59 -0.08 0.24
13.48 4.72 0.31 -0.51 10.59 0.13 0.20
