label,csv_file,period,sample,quantity,value,stat
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,data,current_efficiency_factor,0.730885774523,0.101979887012
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,mc,current_efficiency_factor,0.77262948314,0.00183204115154
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,data,slope_percent_per_nA,-0.60151563951,0.227942231015
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,mc,slope_percent_per_nA,-0.5052678152446655,0.004071202558974406
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,data,current_efficiency_factor,0.810342637384,0.0394974981379
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,mc,current_efficiency_factor,0.829974567266,0.00240763262852
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,data,slope_percent_per_nA,-0.401731546332,0.0836634591157
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,mc,slope_percent_per_nA,-0.340050865468361,0.004815265257037592
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,data,current_efficiency_factor,0.850926940092,0.023530760489
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,mc,current_efficiency_factor,0.831513798469,0.00132373208596
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,data,slope_percent_per_nA,-0.321816515313,0.0507978258977
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,mc,slope_percent_per_nA,-0.3369724030623682,0.0026474641719141136
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,data,current_efficiency_factor,0.810342637384,0.0394974981379
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,mc,current_efficiency_factor,0.829974567266,0.00240763262852
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,data,slope_percent_per_nA,0.0,0.0
S4,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,mc,slope_percent_per_nA,-0.33341653693104556,0.004753175829707931
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,data,current_efficiency_factor,0.643557370333,0.0296053657014
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,mc,current_efficiency_factor,0.866242061583,0.00262867032436
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,data,slope_percent_per_nA,-0.729250415615,0.0605699864305
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,mc,slope_percent_per_nA,-0.2675158768334752,0.005257340648706214
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,data,current_efficiency_factor,0.730885774523,0.101979887012
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,mc,current_efficiency_factor,0.77262948314,0.00183204115154
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,data,slope_percent_per_nA,-0.60151563951,0.227942231015
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,mc,slope_percent_per_nA,-0.5052678152446655,0.004071202558974406
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,data,current_efficiency_factor,0.810342637384,0.0394974981379
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,mc,current_efficiency_factor,0.829974567266,0.00240763262852
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,data,slope_percent_per_nA,-0.401731546332,0.0836634591157
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,mc,slope_percent_per_nA,-0.340050865468361,0.004815265257037592
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,data,current_efficiency_factor,0.850926940092,0.023530760489
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,mc,current_efficiency_factor,0.831513798469,0.00132373208596
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,data,slope_percent_per_nA,-0.321816515313,0.0507978258977
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,mc,slope_percent_per_nA,-0.3369724030623682,0.0026474641719141136
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,data,current_efficiency_factor,0.810342637384,0.0394974981379
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,mc,current_efficiency_factor,0.829974567266,0.00240763262852
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,data,slope_percent_per_nA,0.0,0.0
S5,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,mc,slope_percent_per_nA,-0.33341653693104556,0.004753175829707931
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,data,current_efficiency_factor,0.643557370333,0.0296053657014
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,mc,current_efficiency_factor,0.866242061583,0.00262867032436
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,data,slope_percent_per_nA,-0.729250415615,0.0605699864305
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Inb,mc,slope_percent_per_nA,-0.2675158768334752,0.005257340648706214
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,data,current_efficiency_factor,0.730885774523,0.101979887012
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,mc,current_efficiency_factor,0.77262948314,0.00183204115154
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,data,slope_percent_per_nA,-0.60151563951,0.227942231015
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp18 Out,mc,slope_percent_per_nA,-0.5052678152446655,0.004071202558974406
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,data,current_efficiency_factor,0.810342637384,0.0394974981379
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,mc,current_efficiency_factor,0.829974567266,0.00240763262852
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,data,slope_percent_per_nA,-0.401731546332,0.0836634591157
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Inb,mc,slope_percent_per_nA,-0.340050865468361,0.004815265257037592
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,data,current_efficiency_factor,0.850926940092,0.023530760489
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,mc,current_efficiency_factor,0.831513798469,0.00132373208596
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,data,slope_percent_per_nA,-0.321816515313,0.0507978258977
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Fa18 Out,mc,slope_percent_per_nA,-0.3369724030623682,0.0026474641719141136
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,data,current_efficiency_factor,0.810342637384,0.0394974981379
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,mc,current_efficiency_factor,0.829974567266,0.00240763262852
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,data,slope_percent_per_nA,0.0,0.0
S6,/Users/tbhayward/Desktop/dvcs cross sections/elec_sec2/output/dvcs_current_dependence/epg/period_summary.csv,Sp19 Inb,mc,slope_percent_per_nA,-0.33341653693104556,0.004753175829707931
