selection,variable,bin_label,x_center,x_low,x_high,pair_label,numerator_period,denominator_period,n_rows,mean_acc_num,mean_acc_den,sem_acc_num,sem_acc_den,ratio,ratio_err,mean_gen_num,mean_gen_den,mean_reco_num,mean_reco_den,mean_reco_cc_num,mean_reco_cc_den,abs_log_ratio,percent_deviation,gen_ratio,reco_ratio,reco_cc_ratio
all_data,g_theta,2.58-3.52,3.046953793,2.57618408,3.5177235060000003,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,128,0.10451269733824547,0.07118811656298188,0.006195161361319431,0.004235047136155012,1.468119995080647,0.12329490237733497,181128.15625,95401.0703125,11520.5546875,4338.359375,13839.810938773047,5005.707412730953,0.3839826673699016,46.811999508064694,1.898596689289633,2.655509535214565,2.7648062097226114
all_data,g_theta,3.52-4.43,3.9740416520000004,3.5177235060000003,4.4303597980000005,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.08690283658805638,0.05906812641741749,0.004085015239747872,0.0027825658329196524,1.471230625700551,0.09790891677023791,74810.8188976378,39379.92125984252,5220.007874015748,1968.3464566929133,6270.871849050772,2271.1273081410236,0.38609921090788635,47.1230625700551,1.899719870032492,2.6519761580926473,2.7611274042509057
all_data,g_theta,4.43-7.01,5.717695529500001,4.4303597980000005,7.005031261000002,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.052252238623430626,0.032004279526044496,0.0026144630075238826,0.001683747740010016,1.6326641123387486,0.11853821107648306,50023.2125984252,26328.944881889765,2001.6377952755906,693.1259842519685,2404.596775584953,799.746073900752,0.49021310534783025,63.26641123387486,1.8999322921152613,2.8878412305315417,3.0067003190857324
all_data,g_theta,7.01-8.27,7.638138144000001,7.005031261000002,8.271245027,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.06166988226024796,0.03564756473951992,0.002974394556181707,0.0017299441836933376,1.729988646093374,0.11836579425255646,27971.826771653545,14729.582677165354,1193.4330708661416,385.1023622047244,1433.6886128221968,444.34072480426073,0.5481148455363444,72.9988646093374,1.8990237119899587,3.099002208227693,3.2265523567612666
all_data,g_theta,8.27-9.71,8.989690126,8.271245027,9.708135225,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.06497903021869937,0.0390321508405804,0.0030693009732975537,0.0018672624866207647,1.6647565870529195,0.11192003270920889,23954.866141732284,12591.992125984252,989.1574803149606,329.53543307086613,1188.2893565088032,380.2262139890527,0.5096789187828177,66.47565870529195,1.9023889073358082,3.001672600415761,3.1252168124920914
all_data,g_theta,9.71-11.4,10.559296573000001,9.708135225,11.410457921000003,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.06278893412827512,0.038939478789032596,0.002849576473046821,0.0018657842617317902,1.6124749503827407,0.10641723587982968,18570.43307086614,9780.622047244095,744.5748031496063,255.10236220472441,894.4686071882442,294.343477594733,0.47777023492076426,61.24749503827407,1.8986965226919046,2.9187295512068645,3.038859955374292
all_data,g_theta,11.4-13.3,12.341257980250003,11.410457921000003,13.272058039500001,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.05141745983731079,0.033377834459741657,0.0027437982682477265,0.0020450796551890697,1.540467219325671,0.12516438337410746,16496.629921259842,8710.669291338583,495.3543307086614,173.89763779527559,595.0764065336606,200.64743819622993,0.4320857595848628,54.046721932567095,1.893841835743115,2.848539732850351,2.9657812324106803
all_data,g_theta,13.3-15.8,14.56046646975,13.272058039500001,15.848874900000002,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.06624412250665236,0.0470032467176656,0.0040390169153405155,0.0034039028755716797,1.4093520582644201,0.13342018346373552,10883.787401574804,5733.03937007874,353.3937007874016,128.13385826771653,424.5370243463401,147.84404626518585,0.34313006562656173,40.935205826442015,1.8984323495802753,2.7580040557979477,2.871519246604316
all_data,g_theta,15.8-20.6,18.209934142250003,15.848874900000002,20.570993384500003,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.06906228361343549,0.051307224030302315,0.004177523073478158,0.003600618914674189,1.3460537949324045,0.12471058136220362,6803.094488188976,3587.51968503937,234.2755905511811,90.15748031496064,281.4386953360607,104.02595278908636,0.2971771969412843,34.60537949324045,1.8963225530327141,2.5985152838427945,2.7054661629168675
all_data,g_theta,20.6-30.2,25.38975279225,20.570993384500003,30.2085122,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,128,0.059792824855365315,0.057348454744619776,0.003177831342251439,0.003585802819997429,1.0426231207384862,0.08556002052565614,2958.671875,1551.921875,93.9375,42.75,112.84849343856172,49.32601783231773,0.04173976914519936,4.2623120738486175,1.9064567119398326,2.1973684210526314,2.287808714301379
all_data,g_theta,2.62-3.6,3.1107727912500005,2.6238195600000003,3.5977260225000003,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,142,0.1335833004168305,0.11219676912115416,0.006360012458640137,0.005254329961979923,1.1906162847932136,0.07951293646251804,195924.5985915493,174810.18309859154,16139.5,11400.61971830986,19380.756197052044,14654.851082299154,0.17447105944742017,19.061628479321357,1.1207848142407664,1.4156686565099006,1.3224805962348583
all_data,g_theta,3.6-4.8,4.19637346125,3.5977260225000003,4.795020900000001,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,141,0.11522621980928155,0.09678688372665958,0.0037289108153852023,0.003150119430859718,1.1905148236273146,0.054641667278035155,75378.68085106384,67304.27659574468,7237.602836879432,5117.77304964539,8691.112861778765,6578.607458950745,0.17438583846517225,19.051482362731463,1.1199686656438954,1.414209416218823,1.321117412158979
all_data,g_theta,4.8-7.16,5.978423875000001,4.795020900000001,7.161826850000001,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,142,0.06810141728060211,0.05193498791167607,0.0019362569123785114,0.0015142324753458873,1.3112820474016418,0.05340101322652011,53260.55633802817,47514.06338028169,2827.711267605634,1836.281690140845,3395.5935854967256,2360.4361323395633,0.2710053207741456,31.12820474016418,1.1209429913782383,1.5399114867767074,1.4385449955518002
all_data,g_theta,7.16-8.29,7.72493648,7.161826850000001,8.28804611,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,141,0.08424783984048363,0.06515656978166835,0.0026143542572882234,0.0020292092536678143,1.2930060640513732,0.05684654933846411,36355.80141843972,32482.021276595744,2260.950354609929,1470.0070921985816,2715.0114685300214,1889.6108771603544,0.2569697896869774,29.30060640513732,1.1192592083127273,1.5380540451872187,1.436809822247664
all_data,g_theta,8.29-9.5,8.89200771375,8.28804611,9.495969317500002,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,142,0.0878595260441514,0.07018785842185585,0.002817371308399348,0.0023118929730572488,1.2517767035443947,0.057544056085687204,25743.830985915494,22998.105633802817,1751.338028169014,1175.225352112676,2103.054948578021,1510.6856424384578,0.22456390496973122,25.177670354439474,1.1193891964769909,1.4902146426816552,1.3921195048781934
all_data,g_theta,9.5-11,10.23269961375,9.495969317500002,10.969429909999999,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,141,0.08379020444652908,0.06818689491065107,0.002655137461851136,0.0021286928942849154,1.228831501365825,0.054661865014343614,23776.78014184397,21240.255319148935,1521.8439716312057,1036.645390070922,1827.4721635825533,1332.5489483909646,0.20606371895981349,22.883150136582508,1.119420637114859,1.468046823154337,1.3714109082365809
all_data,g_theta,11-12.9,11.922947505,10.969429909999999,12.8764651,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,142,0.07535840270819434,0.06278152375180611,0.002631359888653594,0.0022969018765692227,1.2003277111608242,0.060705865315183356,18640.23943661972,16660.485915492958,1045.3521126760563,723.5140845070423,1255.2876133615598,930.0363862995615,0.18259461214496903,20.032771116082415,1.1188292785197667,1.444826210105218,1.3497188194497542
all_data,g_theta,12.9-14.9,13.91307684,12.8764651,14.94968858,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,141,0.07542911745352404,0.06846420082065326,0.002773176340849572,0.0030343927647776183,1.1017307811876147,0.06344313353076153,12650.794326241135,11310.354609929078,671.581560283688,483.43971631205676,806.4536377393582,621.4343803120767,0.09688238069184248,10.17307811876147,1.1185143846095964,1.3891733294212572,1.2977293553252833
all_data,g_theta,14.9-18.9,16.932265405,14.94968858,18.914842229999998,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,142,0.06215038305009248,0.05956156622367747,0.003007415059765299,0.003214897656068316,1.0434645525722572,0.07564175193183602,9109.570422535211,8145.37323943662,362.13380281690144,265.16901408450707,434.86024617278366,340.85975228234616,0.04254647721424975,4.346455257225723,1.118373603609757,1.3656716417910448,1.2757746940230525
all_data,g_theta,18.9-29.8,24.375859509999998,18.914842229999998,29.83687679,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,142,0.06154158386964761,0.07036229750999197,0.003338140676189602,0.003924934979369679,0.8746386352848732,0.06805231811039661,4436.140845070423,3959.0774647887324,162.6267605633803,137.44366197183098,195.28669398650382,176.6760446511552,0.13394446617351438,-12.536136471512682,1.1204986223494235,1.1832248808730852,1.1053377064904024
FD-FD,xB,0.155-0.204,0.1795,0.155,0.204,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,15,0.00165081616400096,0.00140023673155498,0.00042699260756378266,0.00040556958297379694,1.1789550486707405,0.4578173306944919,19664.733333333334,10347.533333333333,8.266666666666667,4.266666666666667,10.977247583625335,4.774271524169333,0.16462849417083758,17.895504867074052,1.9004271549419187,1.9375000000000002,2.299250792095501
FD-FD,xB,0.204-0.268,0.236,0.204,0.268,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,90,0.020269638494679637,0.01149922786529716,0.002345425183221169,0.0014833088518850866,1.7626956115766852,0.30545047932625746,11713.177777777777,6170.388888888889,74.6,23.177777777777777,99.06080682323098,25.935235415139,0.5668442348376111,76.26956115766852,1.8982884205029396,3.218600191754554,3.8195453111409536
FD-FD,xB,0.268-0.357,0.3125,0.268,0.357,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,132,0.05482292588797592,0.03398794599358262,0.0042486265861203035,0.002729781549414736,1.6130108567998556,0.18002611861976642,14731.598484848484,7732.893939393939,248.13636363636363,85.90151515151516,329.49850380691527,96.12120882909736,0.4781025299324817,61.301085679985555,1.9050563217737684,2.888614516271276,3.427947981727536
FD-FD,xB,0.357-0.446,0.40149999999999997,0.357,0.446,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,160,0.07464084975713944,0.05269288756079371,0.004031166918491677,0.0031872589114223444,1.4165260856320232,0.11486572040390815,7046.6875,3722.09375,276.28125,106.04375,366.87189725355347,118.65976311118239,0.3482074556727162,41.65260856320232,1.8932052692117172,2.605351564802263,3.091796980159147
FD-FD,xB,0.446-0.581,0.5135,0.446,0.581,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,81,0.09656010668517466,0.07859929512125222,0.006097886558277537,0.004710204963786251,1.228511102246082,0.10695313839226622,3503.8518518518517,1844.6172839506173,229.41975308641975,107.27160493827161,304.64485042800936,120.03369581453383,0.20580295017560912,22.851110224608195,1.8995007161310185,2.138681091034641,2.5379944219889845
FD-FD,xB,0.062-0.09,0.076,0.062,0.09,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,4,8.70506637307e-05,2.7668413094e-05,3.340288728850645e-05,6.433657745652954e-06,3.146210931395168,1.4116225493624401,53185.75,47621.75,3.0,1.0,3.7531450787875,1.12253783855,1.1461988498758426,214.6210931395168,1.1168373694792821,3.0,3.3434463854113794
FD-FD,xB,0.09-0.118,0.104,0.09,0.118,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,6,0.00010521514184751663,2.931047471758333e-05,4.061396742466402e-05,4.5973008424881335e-06,3.589677166995803,1.495668998339926,47512.166666666664,42206.5,3.1666666666666665,1.0,3.961653138721666,1.1225378385500002,1.2780622728287259,258.9677166995803,1.1257073357579204,3.1666666666666665,3.5291934068244823
FD-FD,xB,0.118-0.155,0.1365,0.118,0.155,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,10,0.0001144537361257,6.2710243661e-05,2.8535260068885017e-05,1.9623485718514517e-05,1.8251202585723596,0.7302302338506406,36731.9,32832.9,2.7,1.1,3.377830570914,1.2347916224050002,0.6016458799716098,82.51202585723595,1.11875283633185,2.4545454545454546,2.7355470426135615
FD-FD,xB,0.155-0.204,0.1795,0.155,0.204,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,42,0.003432879460822162,0.003697830044496677,0.0010105495165741178,0.001156543791566465,0.9283497130786662,0.3987329330745488,30759.214285714286,27525.309523809523,29.11904761904762,27.476190476190474,36.429336756802854,30.84306346875,0.07434677119461056,-7.1650286921333795,1.1174884067736794,1.0597920277296362,1.1811192747994321
FD-FD,xB,0.204-0.268,0.236,0.204,0.268,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,92,0.033385987237179934,0.02856880885322366,0.004109545151991529,0.003615592988869414,1.1686167039271822,0.20631425648814442,16088.554347826086,14348.184782608696,132.4673913043478,108.3695652173913,165.7231125911513,121.64893750375323,0.15582074500077078,16.86167039271822,1.1212954524621732,1.2223671013039117,1.3623062888324713
FD-FD,xB,0.268-0.357,0.3125,0.268,0.357,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,130,0.04636605199978204,0.03913415803266207,0.004206378494732048,0.0036135911123065124,1.1847974846190406,0.15336937549140903,15100.761538461538,13485.076923076924,169.93846153846152,134.46153846153845,212.60123353986592,150.93816475272885,0.1695718609265249,18.479748461904055,1.119812784502527,1.2638443935926773,1.4085319898261333
FD-FD,xB,0.357-0.446,0.40149999999999997,0.357,0.446,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,151,0.048307516766385346,0.04288048947659968,0.0036931239266692253,0.003428580254109199,1.1265616917163983,0.12462498482769115,7082.417218543046,6337.87417218543,151.4503311258278,120.72847682119205,189.47168831514176,135.52228342227914,0.11917024345315849,12.656169171639831,1.1174752016417646,1.254470652770159,1.3980851232026512
FD-FD,xB,0.446-0.581,0.5135,0.446,0.581,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,74,0.07089540307706509,0.07065127324581394,0.005638067171431376,0.005412754032685937,1.003455420122462,0.11080761612767419,3642.0,3272.7027027027025,206.44594594594594,187.8108108108108,258.27386202078435,210.82474162388712,0.003449463875297741,0.34554201224619163,1.1128416880006606,1.09922290977119,1.225064288144827
FD-FD,Q2,1.456-1.912,1.684,1.456,1.912,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,27,0.007799854673783945,0.004349190630590352,0.0015059522135765155,0.0008519040649495025,1.793403724114343,0.4932522425571748,13550.111111111111,7129.185185185185,46.629629629629626,15.37037037037037,61.919151916589634,17.198981619181854,0.584115336100144,79.3403724114343,1.9006535472341133,3.033734939759036,3.600163851999924
FD-FD,Q2,1.912-2.51,2.211,1.912,2.51,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,85,0.03188301938891446,0.021021567788243812,0.0026112084993788307,0.0020045776920885653,1.516681329864695,0.1906482924842625,8801.588235294117,4638.105882352941,92.89411764705882,34.576470588235296,123.35343489609096,38.690029438042465,0.4165246122906702,51.66813298646951,1.8976686730638013,2.68662810479755,3.1882486699480803
FD-FD,Q2,2.51-3.295,2.9025,2.51,3.295,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,124,0.04779445719115261,0.03562213410472301,0.003588508439574523,0.0030550881553832055,1.3417067335338486,0.1529354115304751,8064.169354838709,4240.217741935484,120.31451612903226,44.03225806451613,159.7647860628174,49.27077089582767,0.2939424852600011,34.17067335338486,1.9018290676642822,2.7324175824175825,3.242587504884088
FD-FD,Q2,3.295-4.326,3.8104999999999998,3.295,4.326,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,127,0.07100261644788429,0.050416295548263775,0.004830456597958341,0.003845113762687328,1.408326726026769,0.14393253313558815,8747.795275590552,4615.165354330708,210.48031496062993,79.41732283464567,279.4953059035884,88.86559287542016,0.3424022805513964,40.83267260267689,1.895445689152162,2.6503073567321036,3.1451464718792823
FD-FD,Q2,4.326-5.761,5.0435,4.326,5.761,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,115,0.09552228540870727,0.06622149801660505,0.005592620622024141,0.004162036407035378,1.4424663933871602,0.12390104128029161,12870.391304347826,6761.730434782608,448.4782608695652,176.04347826086956,595.5310772707353,196.987351236694,0.3663544216501553,44.24663933871602,1.9034167996615223,2.5475426031118795,3.023194502245798
FD-FD,Q2,1-1.2,1.1,1.0,1.2,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,6,8.154894882348334e-05,2.638196132435e-05,2.1740605585177875e-05,4.34027181946443e-06,3.0910874222310136,0.9683496137649341,53986.666666666664,48167.166666666664,3.0,1.0,3.7531450787883327,1.1225378385500002,1.1285229455811545,209.10874222310136,1.1208188150296017,3.0,3.3434463854121206
FD-FD,Q2,1.2-1.456,1.3279999999999998,1.2,1.456,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,11,0.0007380070417568728,0.0003999265741135909,0.0005858347542338234,0.00033227735157980343,1.8453563467059257,2.120501207985012,37131.72727272727,33221.0,29.727272727272727,16.0,37.19025578067454,17.96060541684091,0.6126724006890357,84.53563467059257,1.11771852962666,1.8579545454545454,2.0706571364127173
FD-FD,Q2,1.456-1.912,1.684,1.456,1.912,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,48,0.019035150102168764,0.0168221155961856,0.004646946294806343,0.003988592355487855,1.131555064719979,0.3850865166827391,30898.291666666668,27626.979166666668,127.72916666666667,108.77083333333333,159.79536443073835,122.09937614729063,0.12359285014815281,13.155506471997903,1.1184100686602392,1.1742961118559663,1.3087320301946046
FD-FD,Q2,1.912-2.51,2.211,1.912,2.51,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,99,0.03312614897686109,0.030649861069772685,0.003870713203571417,0.00358037741829488,1.0807927938548,0.17857374952209426,15448.484848484848,13800.878787878788,91.24242424242425,79.45454545454545,114.14868517400019,89.19073371754645,0.07769484022378617,8.07927938548001,1.119384141106517,1.1483600305110604,1.279826731053607
FD-FD,Q2,2.51-3.295,2.9025,2.51,3.295,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,110,0.04035847546710548,0.03774384257723239,0.004060697591298193,0.003968925771169282,1.0692730975793725,0.15561852472427248,6867.009090909091,6133.954545454545,91.21818181818182,76.39090909090909,114.11835672891807,85.75168597578318,0.06697906955569977,6.92730975793725,1.1195076585622505,1.194097346185886,1.3308001519777213
FD-FD,Q2,3.295-4.326,3.8104999999999998,3.295,4.326,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,123,0.04874945960785341,0.04319810840100469,0.004290480437278132,0.003946359637548585,1.1285091271894583,0.1431545178930547,8134.918699186992,7256.991869918699,140.1788617886179,111.82113821138212,175.37053509059106,125.52345879199187,0.12089740513770288,12.850912718945828,1.1209766863467807,1.2535989530318452,1.3971136294228639
FD-FD,Q2,4.326-5.761,5.0435,4.326,5.761,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,112,0.06382766299578421,0.05592496692213252,0.004957101985386635,0.004494015859726008,1.1413089092150033,0.12754643601823681,12842.57142857143,11484.36607142857,276.08035714285717,226.13392857142858,345.38987792008913,253.8438914013763,0.1321757697460232,14.130890921500328,1.1182655924319476,1.2208710072254907,1.3606389187201708
FD-FD,t,0.15-0.25,0.2,0.15,0.25,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,22,0.001530007563583518,0.0006051072072548319,0.00032278763809077054,0.00016572929459185318,2.5284900679412634,0.8741463142477419,37047.86363636364,19485.363636363636,31.363636363636363,7.2272727272727275,41.64754856688682,8.087100557628636,0.9276223134863905,152.84900679412635,1.9013175390386259,4.339622641509433,5.149873959165786
FD-FD,t,0.25-0.4,0.325,0.25,0.4,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,140,0.04327807211051388,0.023725092092026973,0.0034640997472453728,0.002057464029621627,1.8241476974101127,0.21527563106627054,16154.978571428572,8497.807142857142,360.39285714285717,119.57142857142857,478.5630992209275,133.79682809361512,0.6011128628311839,82.41476974101127,1.9010761599841306,3.0140382317801677,3.576789569974603
FD-FD,t,0.4-0.6,0.5,0.4,0.6,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,152,0.06737553944036004,0.04687635365218748,0.004613722388608459,0.0033657207252214137,1.437303335073204,0.14260795734756831,7752.815789473684,4086.467105263158,232.93421052631578,98.22368421052632,309.3116733440891,109.90934496684315,0.36276867394611617,43.73033350732041,1.8971927559354287,2.371466845277964,2.8142436244834372
FD-FD,t,0.6-0.8,0.7,0.6,0.8,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,108,0.07847087057938816,0.06023861600410087,0.005430717582405573,0.004226989650426041,1.3026672222025502,0.12838720102257642,3009.472222222222,1579.1851851851852,111.86111111111111,51.00925925925926,148.53956995721916,57.07782514463268,0.2644138719728399,30.266722220255016,1.9057120409024813,2.1929569794881103,2.6024041662559227
FD-FD,t,0.8-1,0.9,0.8,1.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,56,0.0721613258474291,0.06024904124165402,0.006219113162780631,0.005724224603764472,1.1977174135932864,0.15363672589965316,2228.7321428571427,1181.6607142857142,66.92857142857143,32.267857142857146,88.8739716520125,36.106760508533576,0.18041759006015917,19.771741359328644,1.8861015822163116,2.0741560597675703,2.4614219165689972
FD-FD,t,0.15-0.25,0.2,0.15,0.25,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,21,0.00010382253704319051,3.08968564313281e-05,1.589494642973995e-05,3.90487529008956e-06,3.3602945100239667,0.6670988236334642,65214.19047619047,58239.09523809524,4.142857142857143,1.0476190476190477,5.182914632610476,1.175992021338095,1.2120286219267662,236.02945100239668,1.1197665453005303,3.9545454545454546,4.407270235314292
FD-FD,t,0.25-0.4,0.325,0.25,0.4,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,154,0.01277032874663645,0.00932310346601387,0.001077421944764296,0.0008116649696759816,1.3697508338493698,0.1660594345914984,20233.14935064935,18079.396103896102,129.32467532467533,91.33116883116882,161.79142292012855,102.52269285198116,0.3146288501964654,36.97508338493698,1.11912749930232,1.4159971560611448,1.578103524394522
FD-FD,t,0.4-0.6,0.5,0.4,0.6,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,161,0.04803409075419993,0.04129809542022297,0.0034908144727207177,0.002937009014629937,1.1631066824132152,0.1182664755639014,10167.32298136646,9097.354037267081,210.11801242236024,177.1614906832298,262.86779476239803,198.8704768258441,0.15109459969345443,16.310668241321522,1.1176132026648933,1.1860253129053746,1.3218040151459887
FD-FD,t,0.6-0.8,0.7,0.6,0.8,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,114,0.06849405939564322,0.06462220860628029,0.004830085370817341,0.0044366763427725435,1.0599151727071527,0.10431645729814334,4345.017543859649,3870.5087719298244,128.97368421052633,117.37719298245614,161.35231606257722,131.7603405056101,0.05818887917377565,5.991517270715274,1.122595968615577,1.0987968014348706,1.2245893980192557
FD-FD,t,0.8-1,0.9,0.8,1.0,Fa18 Out / Sp18 Out,Fa18 Out,Sp18 Out,58,0.07371325247622156,0.07108275881695325,0.0064839727717884935,0.0062376602878227135,1.0370060715572695,0.12884674256155693,3315.7758620689656,2950.6724137931033,88.96551724137932,82.08620689655173,111.3001644054357,92.14487326442587,0.03633778415529322,3.7006071557269538,1.1237356768474749,1.0838059231253938,1.2078823320537906
FD-FD,phi,0-30,15.0,0.0,30.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,20,0.03977459924207185,0.023802358176393708,0.01173821236594174,0.007451055738062553,1.6710360774891126,0.7189106193134162,16806.6,8888.05,334.4,116.15,444.0473699954675,129.968352546607,0.5134438397387237,67.10360774891126,1.890920955665191,2.8790357296599223,3.4165807390397664
FD-FD,phi,0-45,22.5,0.0,45.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,10,0.04268344889920343,0.02784638962391811,0.01935480524679722,0.013975373385030705,1.5328180592051086,1.0367722499042706,31517.2,16604.7,284.3,103.8,377.519938067801,116.149074423972,0.4271079100055473,53.28180592051086,1.8980890952561624,2.7389210019267827,3.2503051784103127
FD-FD,phi,30-75,52.5,30.0,75.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,13,0.050221912530393764,0.03265081409511869,0.01574781179885697,0.011390841660187246,1.5381519243007775,0.7215096478446972,16526.53846153846,8677.692307692309,318.38461538461536,119.61538461538461,422.7806552288169,133.84601358315385,0.4305816466346211,53.81519243007775,1.9044854179594004,2.6617363344051443,3.1587093549570535
FD-FD,phi,45-90,67.5,45.0,90.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,3,0.0003458042768506667,0.00019087137472916668,0.00019251671892555589,6.532176832266303e-05,1.8117136597425314,1.1839515228011044,22711.666666666668,11884.333333333334,3.6666666666666665,1.6666666666666667,4.868940460476667,1.8649498141299998,0.5942731707089611,81.17136597425313,1.9110593778924634,2.1999999999999997,2.610762189731111
FD-FD,phi,60-105,82.5,60.0,105.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,15,0.05359426265195047,0.03054475495097367,0.016236024240921233,0.010433118296280859,1.75461426153108,0.8010799440572182,13532.6,7154.333333333333,318.53333333333336,100.6,422.9781367300433,112.56837078076732,0.5622490387602035,75.46142615310801,1.8915249499138054,3.166335321404904,3.7575220623368075
FD-FD,phi,75-105,90.0,75.0,105.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,15,0.06947213713190627,0.045178915041137774,0.01685488588992906,0.012281232385493883,1.5377114981324416,0.5602756778054513,8643.6,4560.066666666667,309.53333333333336,117.4,411.0271010548907,131.36706490717665,0.43029527099899717,53.77114981324416,1.8954986038215818,2.6365701306076095,3.128844367081814
FD-FD,phi,90-120,105.0,90.0,120.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,26,0.07539735240310384,0.04932219099863423,0.011189006164626153,0.008992570324300411,1.5286699734241662,0.35936554875550564,6519.115384615385,3451.6153846153848,267.2307692307692,97.34615384615384,354.85382852525385,108.92741491288615,0.42439805892978555,52.866997342416624,1.8887143143678544,2.7451600158040304,3.2577090791059846
FD-FD,phi,75-135,105.0,75.0,135.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,23,0.08602119685818153,0.06170777713372278,0.013421255709343945,0.009793250899388036,1.3940090026540863,0.31024116008969504,5512.739130434783,2875.913043478261,127.47826086956522,51.26086956521739,169.2774715034274,57.35936950062347,0.33218377046244707,39.40090026540864,1.916865721283222,2.48685326547922,2.9511738531503107
FD-FD,phi,105-150,127.5,105.0,150.0,Fa18 Inb / Sp18 Inb,Fa18 Inb,Sp18 Inb,39,0.0637306746962706,0.04847823833129988,0.008654132191117134,0.007264343722996371,1.314624394160854,0.26584623027621423,5638.358974358975,2955.3076923076924,115.1025641025641,44.0,152.8438722174774,49.2346750929936,0.2735509930123499,31.462439416085395,1.907875443573926,2.615967365967366,3.1043948584770504
