5032,0.000,0.000,0.000,0,0
5036,169255.790,87120.751,87500.855,0,0
5038,379664.980,195930.013,196483.359,0,0
5039,96867.032,50263.426,49893.181,0,0
5040,148385.260,76383.001,76693.308,0,0
5041,176654.000,91098.058,91024.529,0,0
5043,138574.961,71514.899,71416.356,0,0
5045,140597.763,72564.253,72668.916,0,0
5046,388785.140,200909.332,201346.979,0,0
5047,16359.827,8484.574,8349.410,0,0
5051,288649.614,148832.115,149326.845,0,0
5052,31329.729,16309.023,16265.844,0,0
5053,52127.292,27070.964,26876.181,0,0
5116,0.000,0.000,0.000,0,0
5117,0.000,0.000,0.000,0,0
5119,0.000,0.000,0.000,0,0
5120,78469.189,40611.630,40595.745,0,0
5124,397189.533,205039.489,206008.382,0,0
5125,396820.773,204933.319,205041.481,0,0
5126,397631.196,205357.242,205841.221,0,0
5127,0.000,0.000,0.000,0,0
5128,399283.957,133929.766,134091.413,0,0
5129,167978.508,53148.314,53106.613,0,0
5130,397792.632,137445.399,137849.390,0,0
5137,0.000,0.000,0.000,0,0
5138,0.000,0.000,0.000,0,0
5139,140419.110,72354.752,72581.801,0,0
5153,69118.918,35693.857,35818.931,0,0
5158,38852.255,17920.864,17835.169,0,0
5159,246279.726,103889.935,104479.160,0,0
5160,174010.389,71545.542,71906.568,0,0
5162,79813.751,41194.433,41137.248,0,0
5163,401075.412,172131.780,172538.242,0,0
5164,6592.619,3397.972,3357.265,0,0
5165,270945.451,112383.557,112464.079,0,0
5166,402766.977,165447.404,166424.893,0,0
5167,398691.621,166900.374,167769.124,0,0
5168,203543.412,84233.396,84603.837,0,0
5169,406886.908,167107.309,167296.840,0,0
5180,222583.191,94840.738,94548.543,0,0
5181,367788.684,158794.292,159058.156,0,0
5182,75612.971,32853.228,32679.685,0,0
5183,327373.148,137076.348,136209.178,0,0
5190,186396.786,97133.562,96094.445,0,0
5191,431956.609,225083.246,224605.614,0,0
5193,152602.405,79519.254,79422.585,0,0
5194,0.000,0.000,0.000,0,0
5195,76574.156,39926.298,39608.666,0,0
5196,412108.503,213670.141,212622.037,0,0
5197,414492.219,215278.527,214197.327,0,0
5198,411692.491,213690.415,213308.014,0,0
5199,412227.821,214427.406,213801.942,0,0
5200,153306.228,79609.615,79566.563,0,0
5201,81007.086,42195.774,42190.617,0,0
5202,412689.452,214621.404,214101.981,0,0
5203,414305.991,215713.215,214532.757,0,0
5204,400697.882,208126.205,207389.347,0,0
5205,90771.312,47310.589,47215.903,0,0
5206,288598.656,150140.427,149270.675,0,0
5208,332956.483,172807.494,172534.336,0,0
5211,88950.826,45971.000,46187.315,0,0
5212,400507.880,207590.921,207432.301,0,0
5215,0.000,0.000,0.000,0,0
5216,165644.801,85569.445,85278.926,0,0
5219,385882.098,199412.466,198992.628,0,0
5220,350595.958,181583.940,180747.294,0,0
5221,389903.268,201910.130,200981.597,0,0
5222,388332.981,200707.418,199961.421,0,0
5223,136871.671,70733.532,70739.748,0,0
5225,0.000,0.000,0.000,0,0
5229,0.000,0.000,0.000,0,0
5230,385677.428,199369.063,198991.664,0,0
5231,392511.497,202819.250,202675.408,0,0
5232,389980.824,201871.871,201772.947,0,0
5233,388346.145,201214.826,200003.482,0,0
5234,392375.990,203318.387,202438.570,0,0
5235,147646.709,76502.691,75978.133,0,0
5237,155998.661,80812.730,80491.881,0,0
5238,315191.628,163102.310,162599.396,0,0
5239,249280.834,129311.048,129158.509,0,0
5247,78398.287,40443.019,40398.997,0,0
5248,401741.040,207927.266,208277.778,0,0
5249,403586.591,209064.769,209261.471,0,0
5250,0.000,0.000,0.000,0,0
5252,248739.697,128304.391,128709.440,0,0
5253,91173.866,47162.606,47222.978,0,0
5257,399906.659,206382.987,207740.236,0,0
5258,399967.261,206603.845,206601.312,0,0
5259,150999.820,77731.911,78146.014,0,0
5261,401689.891,207692.371,207881.069,0,0
5262,184254.286,95127.592,95763.761,0,0
5300,0.000,0.000,0.000,0,0
5301,0.000,0.000,0.000,0,0
5302,0.000,0.000,0.000,0,0
5303,390527.056,201346.388,201166.160,0,0
5304,376063.207,193579.080,194140.942,0,0
5305,145599.741,74896.278,75326.126,0,0
5306,373214.267,191423.370,192464.253,0,0
5307,44172.342,22730.365,22745.329,0,0
5310,97098.015,49888.876,50064.796,0,0
5311,128559.204,66264.283,66037.532,0,0
5315,89998.705,46652.130,46172.551,0,0
5316,0.000,0.000,0.000,0,0
5317,373598.093,192020.243,193058.530,0,0
5318,374199.711,192939.696,192531.869,0,0
5319,379263.971,195031.737,195445.289,0,0
5320,186600.407,95883.498,96398.821,0,0
5323,24507.162,12604.072,12588.773,0,0
5324,31133.372,16064.856,16010.686,0,0
5325,0.000,0.000,0.000,0,0
5333,91527.278,47178.889,47145.162,0,0
5334,66992.009,34674.140,34659.956,0,0
5335,13040.147,6737.498,6771.649,0,0
5336,8781.581,4556.466,4567.445,0,0
5339,88032.881,45574.681,45481.489,0,0
