<-t>  0.319326  <Q2>  1.70668  <xb>  0.112623  <phi>  171.155  sin_phi_ampl  0.0439621  stat_error  0.0120611 sysp 0.001981 sysn 0.0035494
<-t>  0.370902  <Q2>  2.35568  <xb>  0.166815  <phi>  171.155  sin_phi_ampl  0.0736918  stat_error  0.0178877 sysp 0.0014885 sysn 0.001136
<-t>  0.632842  <Q2>  3.30557  <xb>  0.305854  <phi>  171.155  sin_phi_ampl  0.0281593  stat_error  0.0184975 sysp 0.0031836 sysn 0.0035378
