<-t>  0.378369  <Q2>  1.60972  <xb>  0.13123   <phi>  171.155  sin_phi_ampl  0.0447266  stat_error  0.0136583 sysp 0.003464  sysn 0.0007645
<-t>  0.430123  <Q2>  2.33237  <xb>  0.192463  <phi>  171.155  sin_phi_ampl  0.0462386  stat_error  0.0140083 sysp 0.0037718 sysn 0.0024918
<-t>  0.582974  <Q2>  3.89603  <xb>  0.303692  <phi>  171.155  sin_phi_ampl  0.053742   stat_error  0.0192922 sysp 0.002375  sysn 0.0007396
