bin_number,xBmin,xBmax,Q2min,Q2max,t_abs_min,t_abs_max,phi_pass2,phi_pass1,pass1_normalized_y,pass1_yerr_stat_plus_31percent_norm,pass2_over_pass1,pass2_yerr_stat_plus_s_comb,pass1_xs,pass1_stat,pass1_norm_frac,pass2_xs,pass2_stat,pass2_s_comb,pass2_n_good_periods
289,0.118,0.155,1.456,1.912,0.6,0.8,292.5,293.009169303,1,0.351040331606,1.02875688981,0.104409843124,0.0432245216732,0.00711950182103,0.31,0.04446752448,0.004513065527,0,4
290,0.118,0.155,1.456,1.912,0.6,0.8,307.5,308.266697571,1,0.384688771458,1.22167288846,0.164112510585,0.0609124501682,0.0138748682092,0.31,0.07441508894,0.009996495123,0,4
291,0.118,0.155,1.456,1.912,0.6,0.8,322.5,323.541379078,1,0.325613224154,0.87271601767,0.168702378547,0.164219254716,0.0163593798461,0.31,0.143316774,0.006596771022,0.187747213799,4
292,0.118,0.155,1.456,1.912,0.6,0.8,337.5,339.221075834,1,0.319046029485,0.747841576921,0.0752087473649,0.592025510433,0.0446591685372,0.31,0.4427412913,0.01725295539,0.0927110056531,4
293,0.118,0.155,1.456,1.912,0.8,1,37.5,36.4491216085,1,0.339615539244,0.741824856199,0.390800090712,0.0873301136766,0.0121130092911,0.31,0.06478364902,0.004749035092,0.521683865385,4
294,0.118,0.155,1.456,1.912,0.8,1,52.5,51.7697601255,1,0.378977242277,0.738291666337,0.132568957894,0.0472398334835,0.0102982566301,0.31,0.03487677538,0.006262535496,0,4
295,0.118,0.155,1.456,1.912,0.8,1,135,134.650939072,1,0.410079522664,0.667278924242,0.160645997157,0.0169380876563,0.0045470237132,0.31,0.01130242891,0.002017574129,0.161537731588,3
296,0.118,0.155,1.456,1.912,0.8,1,165,164.909819381,1,0.358399542983,0.533967290421,0.174649809518,0.018110256923,0.00325734166224,0.31,0.009670284818,0.00137371219,0.294620853607,4
297,0.118,0.155,1.456,1.912,0.8,1,247.5,248.940211169,1,0.376978399682,0.706135462885,0.330286167064,0.0155355467847,0.00333246400767,0.31,0.01097020052,0.002004227474,0.430581223969,4
298,0.118,0.155,1.456,1.912,0.8,1,277.5,277.841933351,1,0.389072607217,0.877192653225,0.13514634958,0.0218172183723,0.00512948247534,0.31,0.01913790367,0.002948517421,0,4
299,0.118,0.155,1.456,1.912,0.8,1,292.5,292.999244884,1,0.398887169682,0.524594219655,0.162502479218,0.0340094445603,0.00853704628471,0.31,0.01784115803,0.003354725907,0.246170244699,4
300,0.118,0.155,1.456,1.912,0.8,1,322.5,323.540794935,1,0.341887483015,1.14101078029,0.30848193221,0.0737048907451,0.0106265612063,0.31,0.0840980749,0.005957437148,0.260912853352,4
301,0.118,0.155,1.912,2.51,0.11,0.15,7.5,7.36327005445,1,0.316064777603,1.25820474563,0.163195627262,4.49425275069,0.276932909403,0.31,5.654690139,0.1858054337,0.125474037128,4
302,0.118,0.155,1.912,2.51,0.11,0.15,22.5,22.1446490478,1,0.315723409134,1.39967007421,0.129435493199,2.87097631794,0.171809908939,0.31,4.018419636,0.1199178882,0.0875283388228,4
303,0.118,0.155,1.912,2.51,0.11,0.15,37.5,37.0428219234,1,0.317727528213,1.43525621981,0.124027227788,2.01413760352,0.140279763374,0.31,2.890803523,0.08973906333,0.0806463564602,4
304,0.118,0.155,1.912,2.51,0.11,0.15,52.5,52.0901504023,1,0.321611881013,1.35636316222,0.0496806731768,1.45667426471,0.124749519467,0.31,1.975779312,0.07236855807,0,4
305,0.118,0.155,1.912,2.51,0.11,0.15,67.5,67.1552936273,1,0.331940297384,1.28923671786,0.0641768224664,1.10851917976,0.131556341098,0.31,1.429143629,0.0711412386,0,4
306,0.118,0.155,1.912,2.51,0.11,0.15,82.5,82.1820430408,1,0.362446512044,1.07154339739,0.147697592344,0.922096138159,0.173166301418,0.31,0.9880660286,0.05777077258,0.124820991756,4
307,0.118,0.155,1.912,2.51,0.11,0.15,195,195.168275037,1,0.384220875259,1.19137097026,0.137508926883,0.329693288156,0.0748379661147,0.31,0.3927870126,0.04095765958,0.0494851753934,4
308,0.118,0.155,1.912,2.51,0.11,0.15,270,271.273410048,1,0.406878824448,0.903036590979,0.0562970092745,0.994131020125,0.261987717762,0.31,0.8977366874,0.05596660326,0,4
309,0.118,0.155,1.912,2.51,0.11,0.15,292.5,292.87520481,1,0.332982968203,1.19143044414,0.092659700768,1.4119326741,0.171639318394,0.31,1.682219573,0.07498950584,0.0637281846394,4
310,0.118,0.155,1.912,2.51,0.11,0.15,307.5,307.897854615,1,0.318129930246,1.36668301692,0.0442201917708,1.5023052497,0.107356004173,0.31,2.053175071,0.06643222624,0,4
311,0.118,0.155,1.912,2.51,0.11,0.15,322.5,322.892993223,1,0.315800995341,1.30794658235,0.116718458014,2.16336998558,0.130346742796,0.31,2.829572379,0.0834074979,0.084228927943,4
312,0.118,0.155,1.912,2.51,0.11,0.15,337.5,337.859104896,1,0.316667039144,1.52236607374,0.0737487009719,2.93775443512,0.189889267601,0.31,4.472337685,0.1472705836,0.0355307857884,4
313,0.118,0.155,1.912,2.51,0.11,0.15,352.5,352.635266843,1,0.318606379575,1.34865832077,0.172870922769,3.9825486658,0.292927895666,0.31,5.371097396,0.2260822879,0.121071567877,4
314,0.118,0.155,1.912,2.51,0.15,0.25,7.5,7.1275361537,1,0.314682712682,1.26291076121,0.263513766517,4.66907236134,0.252527747078,0.31,5.89662173,0.1747549042,0.206540458012,4
315,0.118,0.155,1.912,2.51,0.15,0.25,22.5,21.8465284893,1,0.312621726322,1.1981345194,0.226165360272,2.90808141122,0.117493102858,0.31,3.484272724,0.08609557969,0.187140306172,4
316,0.118,0.155,1.912,2.51,0.15,0.25,37.5,36.8565408599,1,0.312351411806,1.19475924729,0.255699018887,1.58927884618,0.0607970195784,0.31,1.898805598,0.04550947216,0.212670922102,4
317,0.118,0.155,1.912,2.51,0.15,0.25,52.5,51.9765452347,1,0.31416642502,1.15362758178,0.154710676345,0.988589903719,0.0504136518456,0.31,1.14046458,0.032067889,0.13112709867,4
318,0.118,0.155,1.912,2.51,0.15,0.25,67.5,67.0656646568,1,0.318747974613,0.966936059262,0.114881035314,0.774414768823,0.0574335529411,0.31,0.7488095648,0.02685265522,0.113268207248,4
319,0.118,0.155,1.912,2.51,0.15,0.25,82.5,82.169028679,1,0.34663870312,0.826788206036,0.115095640343,0.657833426178,0.102035012544,0.31,0.5438889183,0.02772081468,0.129542225597,4
320,0.118,0.155,1.912,2.51,0.15,0.25,97.5,97.2106658753,1,0.351147002719,1.26981092802,0.104368441373,0.33598552492,0.0554164481393,0.31,0.4266380912,0.03506628556,0,4
321,0.118,0.155,1.912,2.51,0.15,0.25,112.5,112.264530453,1,0.331801162525,1.08204896262,0.17264584495,0.284037804959,0.0335982164592,0.31,0.3073428122,0.0258068901,0.135672661672,4
322,0.118,0.155,1.912,2.51,0.15,0.25,127.5,127.298178338,1,0.322007811752,1.25049070593,0.0738777971078,0.220848654924,0.019239240213,0.31,0.2761691904,0.01631581212,0,4
323,0.118,0.155,1.912,2.51,0.15,0.25,142.5,142.360288692,1,0.318267962538,1.05573591066,0.160939725365,0.257836718968,0.0185830276556,0.31,0.2722074833,0.0147085368,0.142545484234,4
324,0.118,0.155,1.912,2.51,0.15,0.25,157.5,157.44782091,1,0.319441245422,1.11190865802,0.207214939404,0.206141224682,0.0158912146599,0.31,0.2292102125,0.01396042077,0.176125842585,4
325,0.118,0.155,1.912,2.51,0.15,0.25,172.5,172.482297874,1,0.328393472691,1.33011880137,0.224752735,0.179784265326,0.0194817409673,0.31,0.2391344315,0.01626317515,0.154681462591,4
326,0.118,0.155,1.912,2.51,0.15,0.25,187.5,187.546643486,1,0.340832733062,1.27738366455,0.106553450603,0.178050680317,0.025222279996,0.31,0.2274390305,0.01897191437,0,4
327,0.118,0.155,1.912,2.51,0.15,0.25,210,210.343086538,1,0.34718604957,1.60459478782,0.29966105274,0.177661581394,0.027773314585,0.31,0.2850748475,0.02291929134,0.168560093079,4
328,0.118,0.155,1.912,2.51,0.15,0.25,292.5,292.958554408,1,0.318990996663,1.23570972086,0.288900672343,0.654991190596,0.0492562779944,0.31,0.8093789813,0.0289839938,0.231034513523,4
329,0.118,0.155,1.912,2.51,0.15,0.25,307.5,308.023508004,1,0.313488664789,1.17977352608,0.269318462253,1.04463011057,0.0487199060268,0.31,1.232426949,0.03262347132,0.226739843759,4
330,0.118,0.155,1.912,2.51,0.15,0.25,322.5,323.117297904,1,0.312167248351,1.10956880368,0.225541797457,1.75632120471,0.0644928929047,0.31,1.948759218,0.04550957766,0.201923828744,4
331,0.118,0.155,1.912,2.51,0.15,0.25,337.5,338.13357229,1,0.312938474526,1.25086896,0.188108136359,2.76714086583,0.118389942811,0.31,3.461330617,0.08867751452,0.148183596581,4
332,0.118,0.155,1.912,2.51,0.15,0.25,352.5,352.855723574,1,0.315064656146,1.34821988179,0.16135854691,4.21852528273,0.237354849969,0.31,5.687499658,0.1738678582,0.11571259415,4
333,0.118,0.155,1.912,2.51,0.25,0.4,22.5,21.3019673875,1,0.315027537236,0.684582144349,0.0945177227761,2.81010684529,0.157525206163,0.31,1.92374897,0.06106380411,0.134367938253,4
334,0.118,0.155,1.912,2.51,0.25,0.4,37.5,36.6749218263,1,0.312286227758,0.95631551764,0.168875650524,0.97703540146,0.0368523461165,0.31,0.9343541157,0.0228011699,0.174895613634,4
335,0.118,0.155,1.912,2.51,0.25,0.4,52.5,51.847441894,1,0.314281407322,1.02215999575,0.12827884865,0.487564921804,0.0252066961645,0.31,0.4983693584,0.01546166145,0.121602559381,4
336,0.118,0.155,1.912,2.51,0.25,0.4,75,73.1265764933,1,0.326013579848,0.912971471553,0.0375890078723,0.297717247766,0.0300456362168,0.31,0.2718073538,0.01119089597,0,4
337,0.118,0.155,1.912,2.51,0.25,0.4,105,103.870200316,1,0.337728816364,1.26191637966,0.0861304265644,0.126580981018,0.0169640964212,0.31,0.1597346133,0.01090247389,0,4
338,0.118,0.155,1.912,2.51,0.25,0.4,127.5,127.300405487,1,0.324397456176,1.05633981802,0.0821930263486,0.112498098692,0.0107514931277,0.31,0.1188362211,0.00924655919,0,4
339,0.118,0.155,1.912,2.51,0.25,0.4,142.5,142.377894264,1,0.320298412989,1.25807339916,0.152173216798,0.100877577321,0.00812742372697,0.31,0.1269113966,0.007516580989,0.105464884169,4
340,0.118,0.155,1.912,2.51,0.25,0.4,157.5,157.432941003,1,0.320502667155,1.47002175599,0.219487529135,0.078121728697,0.00635718880696,0.31,0.1148406408,0.007155196374,0.135687951733,4
341,0.118,0.155,1.912,2.51,0.25,0.4,172.5,172.462929404,1,0.329099710842,1.49639668758,0.363471890617,0.0652827049544,0.0072126664316,0.31,0.09768882345,0.007346665586,0.230962599554,4
342,0.118,0.155,1.912,2.51,0.25,0.4,187.5,187.522457686,1,0.341281104565,1.24872485727,0.513587588206,0.0873883435288,0.0124732258588,0.31,0.1091239968,0.01103259132,0.398669869085,4
343,0.118,0.155,1.912,2.51,0.25,0.4,202.5,202.547272912,1,0.368122863213,1.39274491018,0.144207302673,0.0727902067056,0.0144510913462,0.31,0.1013781899,0.01049687937,0,4
344,0.118,0.155,1.912,2.51,0.25,0.4,232.5,234.183484909,1,0.347382198156,1.12098979678,0.144594785732,0.104810135326,0.0164302688158,0.31,0.1174910923,0.01515499906,0,4
345,0.118,0.155,1.912,2.51,0.25,0.4,262.5,262.804969058,1,0.343313144142,1.83203270146,0.997584630167,0.0982490072675,0.0144942811363,0.31,0.1799953942,0.01632873267,0.536913438914,4
346,0.118,0.155,1.912,2.51,0.25,0.4,277.5,277.87055994,1,0.346722484479,1.49277076711,0.29477793938,0.143790236605,0.0223298789691,0.31,0.2146458618,0.01694106584,0.181011802554,4
347,0.118,0.155,1.912,2.51,0.25,0.4,292.5,293.006161174,1,0.324711652507,1.03477509863,0.135135574882,0.30987735231,0.0299439301754,0.31,0.3206533678,0.01385974151,0.123233787509,4
348,0.118,0.155,1.912,2.51,0.25,0.4,307.5,308.155661205,1,0.314446672155,1.04629936142,0.153229633729,0.484828832556,0.0255478096919,0.31,0.5072760979,0.01474332993,0.143536227579,4
349,0.118,0.155,1.912,2.51,0.25,0.4,322.5,323.335088907,1,0.312142970309,1.0026867122,0.132811546251,0.971495723184,0.035472685552,0.31,0.9741058526,0.02329454862,0.130279075221,4
350,0.118,0.155,1.912,2.51,0.25,0.4,337.5,338.699459426,1,0.314644983391,0.705167209903,0.0549856670663,2.70322432358,0.145609864428,0.31,1.906225154,0.05958384867,0.0714361599045,4
351,0.118,0.155,1.912,2.51,0.4,0.6,37.5,36.4819013384,1,0.313248567215,0.775264932521,0.113835642852,0.482402338236,0.0217063087995,0.31,0.3739896162,0.01040022915,0.144177108517,4
352,0.118,0.155,1.912,2.51,0.4,0.6,52.5,51.7979906863,1,0.317878347681,0.750054124698,0.0287962558824,0.261953826838,0.0184238365533,0.31,0.1964795483,0.007543289427,0,4
353,0.118,0.155,1.912,2.51,0.4,0.6,67.5,66.9807318873,1,0.390906752372,0.581433426869,0.0486414146746,0.163896861457,0.0390295140029,0.31,0.09529511381,0.007972175202,0,4
354,0.118,0.155,1.912,2.51,0.4,0.6,112.5,112.267319546,1,0.382373072943,0.671852081915,0.104108414592,0.0700637646397,0.015683827614,0.31,0.04707248614,0.007294227457,0,4
355,0.118,0.155,1.912,2.51,0.4,0.6,127.5,127.313579187,1,0.351765205913,0.864300513201,0.306940121699,0.043133750496,0.00717094678973,0.31,0.03728052269,0.003994464032,0.338582205495,4
356,0.118,0.155,1.912,2.51,0.4,0.6,142.5,142.385731893,1,0.33218588376,0.938746245652,0.0734529805002,0.0443406059335,0.00529261578456,0.31,0.04162457735,0.003256949663,0,4
357,0.118,0.155,1.912,2.51,0.4,0.6,157.5,157.433952227,1,0.330217882148,0.811850628365,0.159298784873,0.0411343490086,0.00467989769314,0.31,0.03339494709,0.003022754353,0.174092029274,4
358,0.118,0.155,1.912,2.51,0.4,0.6,172.5,172.482759118,1,0.3364862348,0.917524946686,0.0915634674275,0.0438888858286,0.00574307263957,0.31,0.04026914763,0.004018618568,0,4
359,0.118,0.155,1.912,2.51,0.4,0.6,187.5,187.501133125,1,0.357822624006,0.777136030977,0.0975482698024,0.0504942778173,0.00902379935178,0.31,0.03924092265,0.004925629436,0,4
360,0.118,0.155,1.912,2.51,0.4,0.6,217.5,218.593864979,1,0.381907415693,1.07249344124,0.159932462356,0.0371150697051,0.00827868033631,0.31,0.03980566883,0.003461542835,0.121141127865,4
361,0.118,0.155,1.912,2.51,0.4,0.6,247.5,247.725086775,1,0.361086536789,1.05940002068,0.0977145738779,0.0437267931428,0.00809636581107,0.31,0.04632416556,0.004272744959,0,4
362,0.118,0.155,1.912,2.51,0.4,0.6,262.5,262.813581098,1,0.335136855862,1.07199243095,0.0917153442081,0.0597061216123,0.00760326741388,0.31,0.06400451045,0.005475967495,0,4
363,0.118,0.155,1.912,2.51,0.4,0.6,277.5,277.921945332,1,0.331437872312,0.951369501967,0.144865760839,0.0932247558984,0.0109319942341,0.31,0.08869118959,0.007300618531,0.128103943226,4
364,0.118,0.155,1.912,2.51,0.4,0.6,292.5,293.019711061,1,0.345170475159,1.02821673696,0.0775781358189,0.116694019448,0.0177139280344,0.31,0.1199867439,0.00905290449,0,4
365,0.118,0.155,1.912,2.51,0.4,0.6,307.5,308.163272934,1,0.317849787622,0.833604961062,0.0313669630421,0.23607595227,0.0165732842678,0.31,0.196794085,0.00740498567,0,4
366,0.118,0.155,1.912,2.51,0.4,0.6,322.5,323.502809952,1,0.313654662121,0.826956242323,0.0991136607946,0.473838980524,0.0226217650692,0.31,0.3918441028,0.01072269091,0.116687844428,4
367,0.118,0.155,1.912,2.51,0.6,0.8,22.5,21.0143140219,1,0.325930408816,1.20144362576,0.279749238342,0.415897631804,0.0418605282205,0.31,0.4996775587,0.02926118499,0.225360055892,4
368,0.118,0.155,1.912,2.51,0.6,0.8,37.5,36.515544868,1,0.316496260016,1.18122374377,0.0426806750713,0.170051570128,0.010848547311,0.31,0.2008689523,0.00725791581,0,4
369,0.118,0.155,1.912,2.51,0.6,0.8,127.5,126.067365792,1,0.35405080764,1.55579513853,0.150946648258,0.0161407222957,0.00276058140137,0.31,0.02511165728,0.002436387931,0,4
370,0.118,0.155,1.912,2.51,0.6,0.8,157.5,157.456507706,1,0.402054395727,2.33440861484,1.55847049936,0.0084960336609,0.00217517937214,0.31,0.01983321417,0.002608427835,0.654525612336,4
371,0.118,0.155,1.912,2.51,0.6,0.8,187.5,187.669166934,1,0.352813779498,1.10482194482,0.126068502023,0.0148528191416,0.00250205263214,0.31,0.01640972053,0.00187247266,0,4
372,0.118,0.155,1.912,2.51,0.6,0.8,240,240.746134921,1,0.401896136181,2.69319084896,0.320410079415,0.0130914935656,0.00334846790305,0.31,0.03525789067,0.004194646493,0,4
373,0.118,0.155,1.912,2.51,0.6,0.8,262.5,262.800966212,1,0.376172390848,1.63210978182,0.205157950986,0.0162250716679,0.00345733654431,0.31,0.02648109818,0.003328702458,0,4
374,0.118,0.155,1.912,2.51,0.6,0.8,277.5,277.941627806,1,0.347757957947,1.47345062723,0.151362559819,0.0343270012889,0.00540969986983,0.31,0.05057914158,0.005195822786,0,4
375,0.118,0.155,1.912,2.51,0.6,0.8,292.5,293.005183827,1,0.376609994861,1.10422958037,0.170051417618,0.0499078580755,0.0106731765171,0.31,0.05510973318,0.008486902016,0,4
376,0.118,0.155,1.912,2.51,0.6,0.8,307.5,308.224667242,1,0.343627874997,1.49974979134,0.103704338584,0.0642852411096,0.00953073231391,0.31,0.09641177694,0.00666665841,0,4
377,0.118,0.155,1.912,2.51,0.6,0.8,322.5,323.469112065,1,0.317449701262,1.34301070056,0.0653008999527,0.150303447929,0.0102760883748,0.31,0.2018591389,0.007207907379,0.0330021261123,4
378,0.118,0.155,1.912,2.51,0.6,0.8,337.5,338.970153392,1,0.323782970555,1.071852559,0.213845348813,0.500064366874,0.0467377290071,0.31,0.5359952713,0.02940591508,0.191818634519,4
379,0.155,0.204,1.2,1.456,0.15,0.25,7.5,7.37643858713,1,0.459226235095,0.668972288538,0.0972296724189,0.615988110361,0.208699767165,0.31,0.4120789759,0.05924579437,0.02129798487,2
380,0.155,0.204,1.2,1.456,0.15,0.25,105,104.473019309,1,0.411500984215,1.06608221238,0.30191993684,0.267165474474,0.0722992720587,0.31,0.2848203601,0.0298169599,0.263145950556,2
381,0.155,0.204,1.2,1.456,0.15,0.25,142.5,142.069760959,1,0.484269269984,0.933089165166,0.303747400989,0.160031884491,0.0595388998346,0.31,0.1493240175,0.02204895874,0.290113725436,2
382,0.155,0.204,1.2,1.456,0.25,0.4,127.5,126.874356744,1,0.403821616007,0.998204266099,0.301928996935,0.141563873847,0.0366352146586,0.31,0.1413096628,0.01597012928,0.280565476891,2
383,0.155,0.204,1.2,1.456,0.25,0.4,187.5,187.685651663,1,0.456413688193,0.844823157119,0.12174602153,0.0940702381206,0.0315119087398,0.31,0.07947271556,0.01077314599,0.0489007579173,2
384,0.155,0.204,1.2,1.456,0.6,0.8,60,58.2690138951,1,0.583039230403,0.659254464943,0.386438983481,0.0800286987886,0.0395178719761,0.31,0.052759277,0.01289120399,0.532822633618,2
385,0.155,0.204,1.2,1.456,0.6,0.8,277.5,279.248696627,1,0.510952080412,0.92214086821,0.320614826152,0.0594676852642,0.0241538403534,0.31,0.05483758292,0.01064202147,0.288485850594,2
386,0.155,0.204,1.456,1.912,0.11,0.15,7.5,7.41933822587,1,0.337419865812,0.933732073581,0.136394613555,0.604603741665,0.0805557422774,0.31,0.5645379054,0.05224143619,0.113024139088,4
387,0.155,0.204,1.456,1.912,0.11,0.15,22.5,22.3042187533,1,0.335090384349,0.845796426003,0.0682624952706,0.557996806431,0.070989751287,0.31,0.4719517046,0.03809025436,0,4
388,0.155,0.204,1.456,1.912,0.11,0.15,37.5,37.2752926851,1,0.349275220697,1.01158374488,0.323652284433,0.431695800085,0.0694657160788,0.31,0.4366964541,0.0359659914,0.30916414384,4
389,0.155,0.204,1.456,1.912,0.11,0.15,52.5,52.2453644524,1,0.392473118488,1.05294408698,0.246728053246,0.445845847851,0.107313853366,0.31,0.4694507492,0.05359871785,0.204624798561,4
390,0.155,0.204,1.456,1.912,0.11,0.15,67.5,67.2470930456,1,0.419645500083,0.723180110036,0.29615406521,0.319344693936,0.090325643671,0.31,0.2309437309,0.06814066956,0.283984644859,4
391,0.155,0.204,1.456,1.912,0.11,0.15,90,89.0876140321,1,0.387701122498,1.54976035368,0.597011088945,0.105543765016,0.024574287777,0.31,0.1635675426,0.02063058389,0.363994687041,4
392,0.155,0.204,1.456,1.912,0.11,0.15,345,345.521754958,1,0.36853064858,0.881770837443,0.236187451292,0.625604582138,0.124674123544,0.31,0.5516398763,0.04634589709,0.254338866777,4
393,0.155,0.204,1.456,1.912,0.15,0.25,7.5,7.39084433914,1,0.324943775522,0.925855649,0.113262475167,0.557340338159,0.0542898047058,0.31,0.5160167005,0.03502834282,0.101770881023,4
394,0.155,0.204,1.456,1.912,0.15,0.25,22.5,22.2080698538,1,0.322444604919,0.734791279206,0.17034757066,0.507116829289,0.0449893611519,0.31,0.3726250237,0.02318931173,0.22332233011,4
395,0.155,0.204,1.456,1.912,0.15,0.25,37.5,37.1646784755,1,0.337912231942,0.756923434387,0.180246909237,0.457475730793,0.0615210064635,0.31,0.3462741013,0.0299785974,0.221835903756,4
396,0.155,0.204,1.456,1.912,0.15,0.25,52.5,52.1831432774,1,0.368938067616,0.90401490336,0.186176415382,0.36045225437,0.0721042348147,0.31,0.3258542099,0.0317804808,0.181385955045,4
397,0.155,0.204,1.456,1.912,0.15,0.25,67.5,67.2211551251,1,0.378301321316,1.03420927822,0.282865397556,0.261839616607,0.0567726557867,0.31,0.2707969609,0.03237650964,0.245992843741,4
398,0.155,0.204,1.456,1.912,0.15,0.25,82.5,82.2733270665,1,0.345179781812,0.86142893497,0.0758699913988,0.189607648489,0.0287860891775,0.31,0.1633335147,0.01438553066,0,4
399,0.155,0.204,1.456,1.912,0.15,0.25,97.5,97.3034746734,1,0.33305908844,1.11074290289,0.469069357519,0.152180300914,0.0185312598672,0.31,0.1690331892,0.01508916536,0.412759746254,4
400,0.155,0.204,1.456,1.912,0.15,0.25,112.5,112.324603268,1,0.336962853509,1.23108301374,0.28879591281,0.112178555921,0.0148160503052,0.31,0.1381011147,0.01333019897,0.213808185604,4
401,0.155,0.204,1.456,1.912,0.15,0.25,127.5,127.43192453,1,0.344098119574,1.11424421458,0.153046709016,0.122130036054,0.0182393413105,0.31,0.1360826861,0.01438840914,0.0876748934738,4
402,0.155,0.204,1.456,1.912,0.15,0.25,142.5,142.423935939,1,0.339147346406,0.684954149954,0.192259200027,0.119094743225,0.0163818802392,0.31,0.08157443861,0.02289706006,0,4
403,0.155,0.204,1.456,1.912,0.15,0.25,157.5,157.46323124,1,0.361953641111,1.42133518933,0.545451864595,0.0873438866719,0.0163196245922,0.31,0.1241449397,0.01614735172,0.361045784036,4
404,0.155,0.204,1.456,1.912,0.15,0.25,172.5,172.447709097,1,0.3913556324,1.14011233263,0.195082122824,0.0970469303181,0.0231816721783,0.31,0.1106444021,0.01893212118,0,4
405,0.155,0.204,1.456,1.912,0.15,0.25,187.5,187.530204276,1,0.390336785177,1.31321135237,0.494765777792,0.0922548760954,0.0218826555039,0.31,0.1211501506,0.01988619929,0.339123354474,4
406,0.155,0.204,1.456,1.912,0.15,0.25,202.5,202.524274424,1,0.363459840744,1.01682540622,0.35317535998,0.112791362016,0.021401564532,0.31,0.1146891225,0.01526045795,0.320833748174,4
407,0.155,0.204,1.456,1.912,0.15,0.25,232.5,233.548453965,1,0.353284855301,0.991486375708,0.111682859908,0.119059933946,0.0201736119595,0.31,0.1180463024,0.0116699949,0.0539906622943,4
408,0.155,0.204,1.456,1.912,0.15,0.25,330,331.291851968,1,0.412775819606,0.900237005781,0.106047944499,0.401877170097,0.109531898997,0.31,0.3617847003,0.04261824783,0,4
409,0.155,0.204,1.456,1.912,0.15,0.25,352.5,352.607662062,1,0.341551111207,0.911907220943,0.270528481946,0.554438700987,0.0794941393765,0.31,0.505596655,0.03458745244,0.288667103806,4
410,0.155,0.204,1.456,1.912,0.25,0.4,7.5,7.27364479202,1,0.322544937996,1.41567039377,0.566885759168,0.371536718019,0.033096471294,0.31,0.5259735319,0.02704910698,0.397120244886,4
411,0.155,0.204,1.456,1.912,0.25,0.4,90,89.1208598251,1,0.38247614763,1.40042884497,0.197005608626,0.0697227391312,0.0156197615727,0.31,0.09764173503,0.01204203588,0.0676721842755,4
412,0.155,0.204,1.456,1.912,0.25,0.4,112.5,112.384584794,1,0.358337765976,2.44694819398,0.674279610684,0.0428692659525,0.00770526067604,0.31,0.1048988729,0.01232153912,0.24927068809,4
413,0.155,0.204,1.456,1.912,0.25,0.4,127.5,127.401982022,1,0.343876363445,1.1246920054,0.301791788649,0.0679030378035,0.0101061424387,0.31,0.07637000376,0.008559609948,0.24380403061,4
414,0.155,0.204,1.456,1.912,0.25,0.4,142.5,142.443352848,1,0.339764359647,0.871819985944,0.101617285227,0.0656872022818,0.00913496693703,0.31,0.05726741577,0.00667495517,0,4
415,0.155,0.204,1.456,1.912,0.25,0.4,157.5,157.466596388,1,0.348729519975,1.0443547509,0.267809884033,0.0470728668275,0.00751874349019,0.31,0.04916077211,0.005837298044,0.227289139301,4
416,0.155,0.204,1.456,1.912,0.25,0.4,172.5,172.484510806,1,0.34768515839,0.899398278891,0.307548426852,0.0697402002674,0.0109793690526,0.31,0.06272421609,0.009636907633,0.305489989962,4
417,0.155,0.204,1.456,1.912,0.25,0.4,187.5,187.477670942,1,0.360602812491,0.903347446475,0.237122468376,0.0572783193132,0.0105514046626,0.31,0.05174222349,0.01358197646,0,3
418,0.155,0.204,1.456,1.912,0.25,0.4,202.5,202.528774656,1,0.35113958311,0.846732680561,0.240523995244,0.0604119494905,0.00996321205,0.31,0.05115277193,0.007345518473,0.245091775211,4
419,0.155,0.204,1.456,1.912,0.25,0.4,225,225.297961061,1,0.409590067438,2.24528873954,0.956750528971,0.027185533582,0.00727760457616,0.31,0.06103937243,0.00708280807,0.410011238579,4
420,0.155,0.204,1.456,1.912,0.25,0.4,352.5,352.729976344,1,0.321431272913,1.05775590676,0.240305948516,0.438493977425,0.0372540911832,0.31,0.4638195947,0.02253349178,0.221929334123,4
421,0.155,0.204,1.456,1.912,0.4,0.6,7.5,6.87056474265,1,0.320672989741,0.909956838258,0.148417483132,0.48412330517,0.0397192602483,0.31,0.4405313121,0.01933029347,0.157090618418,4
422,0.155,0.204,1.456,1.912,0.4,0.6,105,104.363634732,1,0.431365355026,1.74248988141,0.421893852161,0.0270459212204,0.00811269759112,0.31,0.04712724406,0.006979922645,0.191537781606,4
423,0.155,0.204,1.456,1.912,0.4,0.6,127.5,127.395177807,1,0.366259230806,1.24654727841,0.161729703071,0.0359474516097,0.00701167222462,0.31,0.04481019797,0.005813770675,0,4
424,0.155,0.204,1.456,1.912,0.4,0.6,142.5,142.433584282,1,0.381893100497,1.38641811891,0.194909309022,0.0279241328441,0.00622791680078,0.31,0.03871452373,0.005165647598,0.0442801971823,4
425,0.155,0.204,1.456,1.912,0.4,0.6,157.5,157.482710157,1,0.366170000958,0.711939461977,0.175019288079,0.0368187691229,0.00717545476165,0.31,0.02621273468,0.004411665828,0.179189598473,4
426,0.155,0.204,1.456,1.912,0.4,0.6,172.5,172.520498955,1,0.402149715871,1.31576827658,0.290955916645,0.0240458709129,0.00615989294175,0.31,0.03163879413,0.006996288413,0,4
