xBmin,xBmax,Q2min,Q2max,t_abs_min,t_abs_max,phi,pass2_xs,n_valid_periods,ref_value,ref_stat,s_obs,s_stat,s_comb,s_obs_percent,s_stat_percent,s_comb_percent,min_ratio,max_ratio,half_width
0.118,0.155,1.456,1.912,0.8,1,292.5,0.01784115803,4,0.019872786361,0.00301766226644,0.407669456193,0.324953221461,0.246170244699,40.7669456193,32.4953221461,24.6170244699,0.59950999591,1.54283188341,0.471660943752
0.118,0.155,1.456,1.912,0.8,1,322.5,0.0840980749,4,0.0853018895033,0.00569484551507,0.294664201784,0.136936024363,0.260912853352,29.4664201784,13.6936024363,26.0912853352,0.724407821325,1.46113689305,0.368364535862
0.118,0.155,1.912,2.51,0.11,0.15,7.5,5.654690139,4,5.54186371626,0.166203458769,0.142147749925,0.0668000659846,0.125474037128,14.2147749925,6.68000659846,12.5474037128,0.740919555447,1.10535975182,0.182220098184
0.118,0.155,1.912,2.51,0.11,0.15,22.5,4.018419636,4,4.014836267,0.112372008664,0.108862700411,0.0647292626539,0.0875283388228,10.8862700411,6.47292626539,8.75283388228,0.812599793375,1.0819955042,0.134697855413
0.118,0.155,1.912,2.51,0.11,0.15,37.5,2.890803523,4,2.83168969857,0.0824030068159,0.105323888013,0.0677442733803,0.0806463564602,10.5323888013,6.77442733803,8.06463564602,0.823753258057,1.08618044786,0.131213594903
0.118,0.155,1.912,2.51,0.11,0.15,52.5,1.975779312,4,1.9649187476,0.0678700451451,0.0607382018158,0.0815529545018,0,6.07382018158,8.15529545018,0,0.888378253877,1.03367038484,0.0726460654796
0.118,0.155,1.912,2.51,0.11,0.15,67.5,1.429143629,4,1.42131913475,0.0601701143711,0.034865851733,0.166573328827,0,3.4865851733,16.6573328827,0,0.978563967791,1.06015180205,0.0407939171312
0.118,0.155,1.912,2.51,0.11,0.15,82.5,0.9880660286,4,1.01317989931,0.0571731404658,0.184495544497,0.135861421884,0.124820991756,18.4495544497,13.5861421884,12.4820991756,0.769803461491,1.19538968137,0.212793109938
0.118,0.155,1.912,2.51,0.11,0.15,195,0.3927870126,4,0.398881946731,0.0385912753574,0.209282399049,0.203347830006,0.0494851753934,20.9282399049,20.3347830006,4.94851753934,0.651996499293,1.17469453917,0.26134901994
0.118,0.155,1.912,2.51,0.11,0.15,270,0.8977366874,4,0.920135996768,0.0534664601131,0.127593103543,0.131683326788,0,12.7593103543,13.1683326788,0,0.885626460178,1.18376950888,0.149071524353
0.118,0.155,1.912,2.51,0.11,0.15,292.5,1.682219573,4,1.59307725582,0.0660979494747,0.118716586019,0.100161600819,0.0637281846394,11.8716586019,10.0161600819,6.37281846394,0.909022993524,1.20725847097,0.149117738724
0.118,0.155,1.912,2.51,0.11,0.15,307.5,2.053175071,4,2.04925889525,0.0626844628137,0.0616860491755,0.0735453304707,0,6.16860491755,7.35453304707,0,0.904003345452,1.04421125655,0.0701039555486
0.118,0.155,1.912,2.51,0.11,0.15,322.5,2.829572379,4,2.7783132663,0.0767066364821,0.107164579321,0.0662550734555,0.084228927943,10.7164579321,6.62550734555,8.4228927943,0.880829813068,1.1027325281,0.110951357516
0.118,0.155,1.912,2.51,0.11,0.15,337.5,4.472337685,4,4.4067617948,0.133151445805,0.0806533672489,0.0724053099562,0.0355307857884,8.06533672489,7.24053099562,3.55307857884,0.896972338661,1.09266585062,0.0978467559806
0.118,0.155,1.912,2.51,0.11,0.15,352.5,5.371097396,4,5.48142092242,0.194910683226,0.145765458743,0.081174161002,0.121071567877,14.5765458743,8.1174161002,12.1071567877,0.751098031929,1.09363743322,0.171269700647
0.118,0.155,1.912,2.51,0.15,0.25,7.5,5.89662173,4,5.3537563142,0.142817250038,0.219673454528,0.074816213673,0.206540458012,21.9673454528,7.4816213673,20.6540458012,0.796472820343,1.36018542097,0.281856300313
0.118,0.155,1.912,2.51,0.15,0.25,22.5,3.484272724,4,3.1691103219,0.0722063169903,0.196535919085,0.0600405970697,0.187140306172,19.6535919085,6.00405970697,18.7140306172,0.88402043111,1.37289487839,0.244437223642
0.118,0.155,1.912,2.51,0.15,0.25,37.5,1.898805598,4,1.69850876806,0.0373591867276,0.221297992786,0.0611872576895,0.212670922102,22.1297992786,6.11872576895,21.2670922102,0.878011433936,1.41036481709,0.266176691578
0.118,0.155,1.912,2.51,0.15,0.25,52.5,1.14046458,4,1.06854397512,0.0278117774627,0.148937989805,0.0706272525428,0.13112709867,14.8937989805,7.06272525428,13.112709867,0.917039143937,1.23751938787,0.160240121967
0.118,0.155,1.912,2.51,0.15,0.25,67.5,0.7488095648,4,0.708642409073,0.0243767182377,0.143775900548,0.0885540671301,0.113268207248,14.3775900548,8.85540671301,11.3268207248,0.916496750384,1.21514697085,0.149325110232
0.118,0.155,1.912,2.51,0.15,0.25,82.5,0.5438889183,4,0.505379207093,0.0241161200359,0.177872609936,0.121891251338,0.129542225597,17.7872609936,12.1891251338,12.9542225597,0.856855555239,1.27144128702,0.207292865891
0.118,0.155,1.912,2.51,0.15,0.25,97.5,0.4266380912,4,0.422189508664,0.0314064430863,0.124453923747,0.165343090959,0,12.4453923747,16.5343090959,0,0.783373054073,1.08630576788,0.151466356903
0.118,0.155,1.912,2.51,0.15,0.25,112.5,0.3073428122,4,0.287917664395,0.022756988016,0.243681432098,0.202419290643,0.135672661672,24.3681432098,20.2419290643,13.5672661672,0.828771448954,1.37965624386,0.275442397453
0.118,0.155,1.912,2.51,0.15,0.25,127.5,0.2761691904,4,0.267396574867,0.0150206586403,0.0822138684997,0.133202251627,0,8.22138684997,13.3202251627,0,0.948558451153,1.15094744034,0.101194494594
0.118,0.155,1.912,2.51,0.15,0.25,142.5,0.2722074833,4,0.257602972624,0.0132608911144,0.196541413735,0.135311907227,0.142545484234,19.6541413735,13.5311907227,14.2545484234,0.841819459967,1.32120737441,0.239693957221
0.118,0.155,1.912,2.51,0.15,0.25,157.5,0.2292102125,4,0.214860344747,0.0124739634765,0.224492250711,0.139199346992,0.176125842585,22.4492250711,13.9199346992,17.6125842585,0.689388142678,1.31740056656,0.31400621194
0.118,0.155,1.912,2.51,0.15,0.25,172.5,0.2391344315,4,0.220727321511,0.0141521453626,0.227291947524,0.166539108139,0.154681462591,22.7291947524,16.6539108139,15.4681462591,0.905992199021,1.35343285532,0.223720328149
0.118,0.155,1.912,2.51,0.15,0.25,187.5,0.2274390305,4,0.225491958171,0.0177986976412,0.0602255988285,0.181490569586,0,6.02255988285,18.1490569586,0,0.905090713013,1.05470292124,0.0748061041147
0.118,0.155,1.912,2.51,0.15,0.25,210,0.2850748475,4,0.246904303216,0.0159002264012,0.233377545372,0.161408096777,0.168560093079,23.3377545372,16.1408096777,16.8560093079,0.926907780542,1.45474464285,0.263918431154
0.118,0.155,1.912,2.51,0.15,0.25,262.5,0.4187111776,4,0.38438410259,0.016525795732,0.170390524702,0.107533424109,0.132172211935,17.0390524702,10.7533424109,13.2172211935,0.927281158867,1.30535456883,0.189036704979
0.118,0.155,1.912,2.51,0.15,0.25,292.5,0.8093789813,4,0.724499120605,0.0240993153239,0.249055519932,0.0930145449368,0.231034513523,24.9055519932,9.30145449368,23.1034513523,0.878396333827,1.3717221594,0.246662912787
0.118,0.155,1.912,2.51,0.15,0.25,307.5,1.232426949,4,1.10369131303,0.0272204195924,0.237812982817,0.0717220889853,0.226739843759,23.7812982817,7.17220889853,22.6739843759,0.897084970142,1.37327677504,0.238095902447
0.118,0.155,1.912,2.51,0.15,0.25,322.5,1.948759218,4,1.7609472496,0.0375138615995,0.210850067641,0.0607002340166,0.201923828744,21.0850067641,6.07002340166,20.1923828744,0.847799709129,1.3629258716,0.257563081236
0.118,0.155,1.912,2.51,0.15,0.25,337.5,3.461330617,4,3.22551939396,0.0753882788388,0.159426282199,0.0588078324725,0.148183596581,15.9426282199,5.88078324725,14.8183596581,0.910372290893,1.29613512194,0.192881415522
0.118,0.155,1.912,2.51,0.15,0.25,352.5,5.687499658,4,5.46277256005,0.151270146271,0.133335142329,0.0662484394907,0.11571259415,13.3335142329,6.62484394907,11.571259415,0.852685928948,1.20129126316,0.174302667104
0.118,0.155,1.912,2.51,0.25,0.4,22.5,1.92374897,4,1.79985339327,0.0524629695716,0.151720011563,0.0704572145225,0.134367938253,15.1720011563,7.04572145225,13.4367938253,0.884379197747,1.27277451129,0.194197656769
0.118,0.155,1.912,2.51,0.25,0.4,37.5,0.9343541157,4,0.854811970217,0.0192015274421,0.18544512252,0.0616556388175,0.174895613634,18.544512252,6.16556388175,17.4895613634,0.883909693155,1.33591005366,0.226000180251
0.118,0.155,1.912,2.51,0.25,0.4,52.5,0.4983693584,4,0.466971150546,0.013457859908,0.14183180453,0.0730005364931,0.121602559381,14.183180453,7.30005364931,12.1602559381,0.914055399142,1.26410244489,0.175023522876
0.118,0.155,1.912,2.51,0.25,0.4,75,0.2718073538,4,0.270501586207,0.0105954982701,0.0933937600046,0.100011551145,0,9.33937600046,10.0011551145,0,0.965279453481,1.18316143571,0.108940991116
0.118,0.155,1.912,2.51,0.25,0.4,105,0.1597346133,4,0.159994023533,0.00984280778986,0.0433833834292,0.151815686699,0,4.33833834292,15.1815686699,0,0.937038089233,1.0533153019,0.0581386063342
0.118,0.155,1.912,2.51,0.25,0.4,127.5,0.1188362211,4,0.111124418335,0.00778730807627,0.230850513314,0.240218131173,0,23.0850513314,24.0218131173,0,0.782149967776,1.35336170081,0.285605866519
0.118,0.155,1.912,2.51,0.25,0.4,142.5,0.1269113966,4,0.118350677025,0.00663419855629,0.172808742463,0.136894191546,0.105464884169,17.2808742463,13.6894191546,10.5464884169,0.877596560583,1.30154607284,0.211974756128
0.118,0.155,1.912,2.51,0.25,0.4,157.5,0.1148406408,4,0.104587458752,0.00617280293316,0.199575661222,0.146353080961,0.135687951733,19.9575661222,14.6353080961,13.5687951733,0.860766815203,1.36087337907,0.250053281934
0.118,0.155,1.912,2.51,0.25,0.4,172.5,0.09768882345,4,0.0847037145088,0.00611960335625,0.292332610678,0.179205560385,0.230962599554,29.2332610678,17.9205560385,23.0962599554,0.810917410982,1.55257243041,0.370827509716
0.118,0.155,1.912,2.51,0.25,0.4,187.5,0.1091239968,4,0.086260824697,0.00804565998549,0.456410758921,0.222200621832,0.398669869085,45.6410758921,22.2200621832,39.8669869085,0.763577019016,1.86685170662,0.551637343802
0.118,0.155,1.912,2.51,0.25,0.4,202.5,0.1013781899,4,0.102865906792,0.00997962545294,0.208125809175,0.222305582799,0,20.8125809175,22.2305582799,0,0.762803106558,1.25177641179,0.244486652617
0.118,0.155,1.912,2.51,0.25,0.4,232.5,0.1174910923,4,0.114005850164,0.00678373781879,0.0957104441279,0.202309465292,0,9.57104441279,20.2309465292,0,0.873220045519,1.13320155162,0.12999075305
0.118,0.155,1.912,2.51,0.25,0.4,262.5,0.1799953942,4,0.130001184264,0.0109088671598,0.592886226794,0.251471742022,0.536913438914,59.2886226794,25.1471742022,53.6913438914,0.858970896553,2.17342644069,0.657227772069
0.118,0.155,1.912,2.51,0.25,0.4,277.5,0.2146458618,4,0.196450203395,0.0148508008596,0.270491161879,0.200997999966,0.181011802554,27.0491161879,20.0997999966,18.1011802554,0.752197417698,1.39983356111,0.323818071708
0.118,0.155,1.912,2.51,0.25,0.4,292.5,0.3206533678,4,0.307535265486,0.0125613052326,0.161953641312,0.105082898468,0.123233787509,16.1953641312,10.5082898468,12.3233787509,0.809488658175,1.2067394834,0.198625412612
0.118,0.155,1.912,2.51,0.25,0.4,307.5,0.5072760979,4,0.481667595805,0.0131168635447,0.162146146628,0.075423631832,0.143536227579,16.2146146628,7.5423631832,14.3536227579,0.896017709845,1.25173402332,0.177858156737
0.118,0.155,1.912,2.51,0.25,0.4,322.5,0.9741058526,4,0.913979999324,0.0202188116127,0.142698617071,0.0582259209761,0.130279075221,14.2698617071,5.82259209761,13.0279075221,0.89994740772,1.26470964775,0.182381120017
0.118,0.155,1.912,2.51,0.25,0.4,337.5,1.906225154,4,1.82963353181,0.0522524416457,0.0995778322042,0.0693730475371,0.0714361599045,9.95778322042,6.93730475371,7.14361599045,0.928395974639,1.17873343678,0.12516873107
0.118,0.155,1.912,2.51,0.4,0.6,37.5,0.3739896162,4,0.346839124154,0.00890900742758,0.158832678176,0.0666391854395,0.144177108517,15.8832678176,6.66391854395,14.4177108517,0.907307996374,1.29829488527,0.195493444448
0.118,0.155,1.912,2.51,0.4,0.6,52.5,0.1964795483,4,0.19457047085,0.00701876110403,0.0721569359786,0.0828757496873,0,7.21569359786,8.28757496873,0,0.868368501459,1.05122361429,0.0914275564134
0.118,0.155,1.912,2.51,0.4,0.6,67.5,0.09529511381,4,0.0963994294243,0.00770024859384,0.100827350789,0.193327932806,0,10.0827350789,19.3327932806,0,0.906718029681,1.12447890042,0.108880435369
0.118,0.155,1.912,2.51,0.4,0.6,112.5,0.04707248614,4,0.0445095325793,0.0055669713788,0.228704975727,0.286665169807,0,22.8704975727,28.6665169807,0,0.661642690979,1.30561037001,0.321983839517
0.118,0.155,1.912,2.51,0.4,0.6,127.5,0.03728052269,4,0.0309408963474,0.00330039373435,0.437098093876,0.276435948806,0.338582205495,43.7098093876,27.6435948806,33.8582205495,0.611616251758,1.54876139081,0.468572569528
0.118,0.155,1.912,2.51,0.4,0.6,142.5,0.04162457735,4,0.0403890910608,0.00303053940789,0.186098225943,0.194185266727,0,18.6098225943,19.4185266727,0,0.891085187478,1.35031297208,0.229613892302
0.118,0.155,1.912,2.51,0.4,0.6,157.5,0.03339494709,4,0.0338717669312,0.00292283257461,0.250183454699,0.179676727343,0.174092029274,25.0183454699,17.9676727343,17.4092029274,0.691006299068,1.27586817357,0.29243093725
0.118,0.155,1.912,2.51,0.4,0.6,172.5,0.04026914763,4,0.0374343635636,0.00339237975677,0.137227191476,0.211410717275,0,13.7227191476,21.1410717275,0,0.87233175434,1.22866499659,0.178166621123
0.118,0.155,1.912,2.51,0.4,0.6,187.5,0.03924092265,4,0.0349097882306,0.00398494551679,0.234267962798,0.266641703373,0,23.4267962798,26.6641703373,0,0.874950681403,1.44329459884,0.28417195872
0.118,0.155,1.912,2.51,0.4,0.6,217.5,0.03980566883,4,0.0381070923112,0.00295171297792,0.212496138576,0.17458360762,0.121141127865,21.2496138576,17.458360762,12.1141127865,0.693643446321,1.22607930037,0.266217927024
0.118,0.155,1.912,2.51,0.4,0.6,247.5,0.04632416556,4,0.0446549487367,0.00384116091421,0.102604164155,0.193347082093,0,10.2604164155,19.3347082093,0,0.881969934222,1.16388067796,0.14095537187
0.118,0.155,1.912,2.51,0.4,0.6,262.5,0.06400451045,4,0.0592136289289,0.00446362096803,0.155734591774,0.185951916042,0,15.5734591774,18.5951916042,0,0.852854932614,1.26537449208,0.206259779732
0.118,0.155,1.912,2.51,0.4,0.6,277.5,0.08869118959,4,0.0794301023742,0.00612904526839,0.24097124041,0.204099285728,0.128103943226,24.097124041,20.4099285728,12.8103943226,0.862243000863,1.37180507444,0.254781036787
0.118,0.155,1.912,2.51,0.4,0.6,292.5,0.1199867439,4,0.116105561342,0.00822692374999,0.107797904381,0.210654833204,0,10.7797904381,21.0654833204,0,0.895022443357,1.1453652802,0.125171418423
0.118,0.155,1.912,2.51,0.4,0.6,307.5,0.196794085,4,0.192699317919,0.00672562050277,0.0769485918171,0.0859656247153,0,7.69485918171,8.59656247153,0,0.896619531226,1.09396811456,0.0986742916652
0.118,0.155,1.912,2.51,0.4,0.6,322.5,0.3918441028,4,0.371028332138,0.00940010976702,0.134198258408,0.0662806119647,0.116687844428,13.4198258408,6.62806119647,11.6687844428,0.866399000712,1.2321185605,0.182859779896
0.118,0.155,1.912,2.51,0.6,0.8,22.5,0.4996775587,4,0.435928882075,0.0230415099575,0.260404664039,0.130473883446,0.225360055892,26.0404664039,13.0473883446,22.5360055892,0.914810238774,1.50438634526,0.294788053244
0.118,0.155,1.912,2.51,0.6,0.8,37.5,0.2008689523,4,0.202594562902,0.00683009488721,0.0623966525494,0.0793662983174,0,6.23966525494,7.93662983174,0,0.886190108602,1.04622035984,0.0800151256175
0.118,0.155,1.912,2.51,0.6,0.8,60,0.08223526339,4,0.0832751385288,0.00478346640283,0.0812185148983,0.131402228774,0,8.12185148983,13.1402228774,0,0.903704966807,1.11122291568,0.103758974439
0.118,0.155,1.912,2.51,0.6,0.8,127.5,0.02511165728,4,0.0246571749569,0.0021540781734,0.180791839598,0.216814905601,0,18.0791839598,21.6814905601,0,0.660330758836,1.11884040805,0.229254824605
0.118,0.155,1.912,2.51,0.6,0.8,157.5,0.01983321417,4,0.0142394995544,0.00226609394507,0.732624958778,0.329143666231,0.654525612336,73.2624958778,32.9143666231,65.4525612336,0.0492671005972,1.96286337475,0.956798137074
0.118,0.155,1.912,2.51,0.6,0.8,187.5,0.01640972053,4,0.0164719556537,0.00180168373737,0.0337305613004,0.249973017191,0,3.37305613004,24.9973017191,0,0.965876598654,1.04151206394,0.0378177326418
0.118,0.155,1.912,2.51,0.6,0.8,240,0.03525789067,4,0.0318896805197,0.0032428913919,0.191478107523,0.23753325837,0,19.1478107523,23.753325837,0,0.866296634828,1.35555894683,0.244631156
0.118,0.155,1.912,2.51,0.6,0.8,262.5,0.02648109818,4,0.0268217499185,0.00325884331287,0.214494213643,0.270775141951,0,21.4494213643,27.0775141951,0,0.661115481423,1.23964194212,0.289263230347
0.118,0.155,1.912,2.51,0.6,0.8,277.5,0.05057914158,4,0.0484429006097,0.00466909179959,0.103889937559,0.227004964178,0,10.3889937559,22.7004964178,0,0.937744487804,1.18792890053,0.125092206365
0.118,0.155,1.912,2.51,0.6,0.8,292.5,0.05510973318,4,0.0558041895908,0.00836033739584,0.0975814610032,0.328825700936,0,9.75814610032,32.8825700936,0,0.892894695458,1.15084105926,0.128973181902
0.118,0.155,1.912,2.51,0.6,0.8,307.5,0.09641177694,4,0.0985134782748,0.00637640341076,0.0953541033483,0.169999795083,0,9.53541033483,16.9999795083,0,0.841437191354,1.06311805891,0.110840433778
0.118,0.155,1.912,2.51,0.6,0.8,322.5,0.2018591389,4,0.20532040266,0.00697463669482,0.0862035091092,0.0796360763399,0.0330021261123,8.62035091092,7.96360763399,3.30021261123,0.877516240791,1.09238605318,0.107434906196
0.118,0.155,1.912,2.51,0.6,0.8,337.5,0.5359952713,4,0.480393152492,0.0241482346762,0.225328934573,0.118231722507,0.191818634519,22.5328934573,11.8231722507,19.1818634519,0.815679479958,1.39917249239,0.291746506217
0.155,0.204,1.2,1.456,0.15,0.25,7.5,0.4120789759,2,0.395784179434,0.0580352446847,0.217220901094,0.216174271625,0.02129798487,21.7220901094,21.6174271625,2.129798487,0.731911576946,1.14999479047,0.209041606762
0.155,0.204,1.2,1.456,0.15,0.25,60,0.3290880775,2,0.33307553278,0.0234009723226,0.195585596108,0.11889875805,0.155295881269,19.5585596108,11.889875805,15.5295881269,0.734412927778,1.07727197343,0.171429522828
0.155,0.204,1.2,1.456,0.15,0.25,105,0.2848203601,2,0.296808176409,0.0292780315659,0.318530691761,0.17948818986,0.263145950556,31.8530691761,17.948818986,26.3145950556,0.560760341961,1.09996062221,0.269600140124
0.155,0.204,1.2,1.456,0.15,0.25,142.5,0.1493240175,2,0.161037739861,0.020979167711,0.390122336464,0.260824584197,0.290113725436,39.0122336464,26.0824584197,29.0113725436,0.456182991723,1.09302653559,0.318421771935
0.155,0.204,1.2,1.456,0.25,0.4,127.5,0.1413096628,2,0.148843404329,0.0155481496128,0.342139939587,0.195813052265,0.280565476891,34.2139939587,19.5813052265,28.0565476891,0.526228852956,1.0982872156,0.28602918132
0.155,0.204,1.2,1.456,0.25,0.4,187.5,0.07947271556,2,0.0850746911801,0.00955571674171,0.266460679965,0.261935125256,0.0489007579173,26.6460679965,26.1935125256,4.89007579173,0.625597942135,1.04272805872,0.20856505829
0.155,0.204,1.2,1.456,0.4,0.6,330,0.2006953272,2,0.200756594268,0.0171739876725,0.00570267762887,0.143766200125,0,0.570267762887,14.3766200125,0,0.992272131963,1.00230675527,0.00501731165381
0.155,0.204,1.2,1.456,0.6,0.8,60,0.052759277,2,0.0643482772495,0.0110617121793,0.682097699954,0.42586067368,0.532822633618,68.2097699954,42.586067368,53.2822633618,0.039992516894,1.09434074912,0.527174116115
0.155,0.204,1.2,1.456,0.6,0.8,277.5,0.05483758292,2,0.0610121295613,0.00976715389482,0.452479065334,0.348587461869,0.288485850594,45.2479065334,34.8587461869,28.8485850594,0.365944284858,1.08630155981,0.360178637477
0.155,0.204,1.2,1.456,0.6,0.8,315,0.06384761115,2,0.0695808121,0.0105655088386,0.410523801367,0.31305071992,0.265573037498,41.0523801367,31.305071992,26.5573037498,0.426514634342,1.09041083095,0.331948098304
0.155,0.204,1.456,1.912,0.11,0.15,7.5,0.5645379054,4,0.568762182331,0.0450753059691,0.206735686951,0.173104558699,0.113024139088,20.6735686951,17.3104558699,11.3024139088,0.630088892393,1.16937619494,0.269643651273
0.155,0.204,1.456,1.912,0.11,0.15,22.5,0.4719517046,4,0.486874316888,0.0318541729426,0.135560610254,0.147445110504,0,13.5560610254,14.7445110504,0,0.765640746019,1.09901516991,0.166687211946
0.155,0.204,1.456,1.912,0.11,0.15,37.5,0.4366964541,4,0.432088537806,0.0302397244848,0.344212602853,0.1513269577,0.30916414384,34.4212602853,15.13269577,30.916414384,0.464528635078,1.36914719771,0.452309281316
0.155,0.204,1.456,1.912,0.11,0.15,52.5,0.4694507492,4,0.429907491613,0.0384040051096,0.297164782754,0.215489210689,0.204624798561,29.7164782754,21.5489210689,20.4624798561,0.526824093831,1.31487618343,0.3940260448
0.155,0.204,1.456,1.912,0.11,0.15,67.5,0.2309437309,4,0.320915274173,0.0324222822823,0.430156331965,0.32309006703,0.283984644859,43.0156331965,32.309006703,28.3984644859,0.158012443286,1.11334584937,0.477666703041
0.155,0.204,1.456,1.912,0.11,0.15,90,0.1635675426,4,0.192881782089,0.0164948831798,0.408190399583,0.184735676354,0.363994687041,40.8190399583,18.4735676354,36.3994687041,0.469770899556,1.45989803573,0.495063568086
0.155,0.204,1.456,1.912,0.11,0.15,345,0.5516398763,4,0.517039304483,0.028897216747,0.29091024444,0.141210874819,0.254338866777,29.091024444,14.1210874819,25.4338866777,0.55365917159,1.28082448599,0.363582657198
0.155,0.204,1.456,1.912,0.15,0.25,7.5,0.5160167005,4,0.483455115903,0.025981745402,0.165291168732,0.130245377026,0.101770881023,16.5291168732,13.0245377026,10.1770881023,0.850818005166,1.28409009353,0.216636044184
0.155,0.204,1.456,1.912,0.15,0.25,22.5,0.3726250237,4,0.34935099832,0.016918598918,0.251134698699,0.114872859131,0.22332233011,25.1134698699,11.4872859131,22.332233011,0.73725415825,1.32685496143,0.294800401589
0.155,0.204,1.456,1.912,0.15,0.25,37.5,0.3462741013,4,0.331284942367,0.0170357886039,0.264107285387,0.143323026759,0.221835903756,26.4107285387,14.3323026759,22.1835903756,0.645314479651,1.32080275721,0.337744138778
0.155,0.204,1.456,1.912,0.15,0.25,52.5,0.3258542099,4,0.307598092035,0.0195184041446,0.246543863602,0.166982070871,0.181385955045,24.6543863602,16.6982070871,18.1385955045,0.599599788411,1.23649739465,0.318448803118
0.155,0.204,1.456,1.912,0.15,0.25,67.5,0.2707969609,4,0.217740759165,0.0161589649591,0.338309435624,0.23225157709,0.245992843741,33.8309435624,23.225157709,24.5992843741,0.678219871037,1.55494809377,0.438364111369
0.155,0.204,1.456,1.912,0.15,0.25,82.5,0.1633335147,4,0.17957598413,0.0115195064838,0.141856036403,0.153732870932,0,14.1856036403,15.3732870932,0,0.780403554959,1.08814754182,0.153871993429
0.155,0.204,1.456,1.912,0.15,0.25,97.5,0.1690331892,4,0.150843932096,0.0105195261985,0.468678183501,0.222010431203,0.412759746254,46.8678183501,22.2010431203,41.2759746254,0.329277986059,1.58927335404,0.629997683992
0.155,0.204,1.456,1.912,0.15,0.25,112.5,0.1381011147,4,0.146385000439,0.010930108441,0.271841809795,0.1678809975,0.213808185604,27.1841809795,16.78809975,21.3808185604,0.544676642423,1.24332038566,0.349321871618
0.155,0.204,1.456,1.912,0.15,0.25,127.5,0.1360826861,4,0.125604053274,0.0101632934218,0.215420250451,0.196771434306,0.0876748934738,21.5420250451,19.6771434306,8.76748934738,0.750448159935,1.32234964295,0.285950741507
0.155,0.204,1.456,1.912,0.15,0.25,142.5,0.08157443861,4,0.0882236206281,0.00841343206394,0.360418897534,0.376655974741,0,36.0418897534,37.6655974741,0,0.593072800657,1.43271102682,0.419819113082
0.155,0.204,1.456,1.912,0.15,0.25,157.5,0.1241449397,4,0.0968189155613,0.00923027745828,0.443144054911,0.256948623722,0.361045784036,44.3144054911,25.6948623722,36.1045784036,0.59843132702,1.77892228085,0.590245476917
0.155,0.204,1.456,1.912,0.15,0.25,172.5,0.1106444021,4,0.0935926951838,0.0107025947535,0.257070969024,0.319154170102,0,25.7070969024,31.9154170102,0,0.834833624425,1.48154619682,0.323356286199
0.155,0.204,1.456,1.912,0.15,0.25,187.5,0.1211501506,4,0.0953405591567,0.0123566553287,0.492056227874,0.356531459818,0.339123354474,49.2056227874,35.6531459818,33.9123354474,0.610947915087,1.88932952873,0.63919080682
0.155,0.204,1.456,1.912,0.15,0.25,202.5,0.1146891225,4,0.0999472345118,0.0104253970573,0.411575444023,0.25779847198,0.320833748174,41.1575444023,25.779847198,32.0833748174,0.522102154451,1.59368925191,0.535793548732
0.155,0.204,1.456,1.912,0.15,0.25,232.5,0.1180463024,4,0.119201952623,0.00746843191312,0.172725645558,0.164070585476,0.0539906622943,17.2725645558,16.4070585476,5.39906622943,0.730377895362,1.12581814934,0.197720126989
0.155,0.204,1.456,1.912,0.15,0.25,330,0.3617847003,4,0.348982129772,0.0186321315174,0.173693910207,0.187089000128,0,17.3693910207,18.7089000128,0,0.800067101665,1.23881374437,0.21937332135
0.155,0.204,1.456,1.912,0.15,0.25,352.5,0.505596655,4,0.444437271419,0.0222792313097,0.316570080723,0.129953527037,0.288667103806,31.6570080723,12.9953527037,28.8667103806,0.748052870631,1.53554026921,0.393743699288
0.155,0.204,1.456,1.912,0.25,0.4,7.5,0.5259735319,4,0.414433117679,0.0160067460564,0.411268576746,0.106945562418,0.397120244886,41.1268576746,10.6945562418,39.7120244886,0.832603774602,1.80369823649,0.485547230942
0.155,0.204,1.456,1.912,0.25,0.4,30,0.2915712777,4,0.259728105082,0.0107562253914,0.263716783647,0.111344500277,0.239058453594,26.3716783647,11.1344500277,23.9058453594,0.824257456975,1.4646868666,0.320214704811
0.155,0.204,1.456,1.912,0.25,0.4,90,0.09764173503,4,0.104972551885,0.00702047432494,0.221229515483,0.210625197914,0.0676721842755,22.1229515483,21.0625197914,6.76721842755,0.574171162818,1.04877839133,0.237303614255
0.155,0.204,1.456,1.912,0.25,0.4,112.5,0.1048988729,4,0.0898241304646,0.00758700339507,0.369784119631,0.273138095457,0.24927068809,36.9784119631,27.3138095457,24.927068809,0.583168211694,1.60428390517,0.510557846736
0.155,0.204,1.456,1.912,0.25,0.4,127.5,0.07637000376,4,0.0727082902686,0.00667732982674,0.332101018185,0.225500955515,0.24380403061,33.2101018185,22.5500955515,24.380403061,0.446209219611,1.30560808498,0.429699432686
0.155,0.204,1.456,1.912,0.25,0.4,142.5,0.05726741577,4,0.0551230191929,0.00545678940585,0.0989744189878,0.236173640493,0,9.89744189878,23.6173640493,0,0.857318201578,1.12453722887,0.133609513645
0.155,0.204,1.456,1.912,0.25,0.4,157.5,0.04916077211,4,0.050278835839,0.00475762236489,0.318245262416,0.222754784922,0.227289139301,31.8245262416,22.2754784922,22.7289139301,0.38628416939,1.15094864557,0.382332238092
