,Bin Name,xBmin,xBmax,xBavg,Q2min,Q2max,Q2avg,t_abs_min,t_abs_max,t_abs_avg,phimin,phimax,phiavg,tmin,tcol,P1,P2,maxP1P2,minP1P2,intP1P2,"raw yield, ep->epg, (FD, FD), exp, inbending","raw yield, ep->epg, (CD, FD), exp, inbending","raw yield, ep->epg, (CD, FT), exp, inbending","raw yield, ep->epg, (FD, FD), exp, outbending","raw yield, ep->epg, (CD, FD), exp, outbending","raw yield, ep->epg, (CD, FT), exp, outbending","raw yield, ep->eppi0, (FD, FD), exp, inbending","raw yield, ep->eppi0, (CD, FD), exp, inbending","raw yield, ep->eppi0, (CD, FT), exp, inbending","raw yield, ep->eppi0, (FD, FD), exp, outbending","raw yield, ep->eppi0, (CD, FD), exp, outbending","raw yield, ep->eppi0, (CD, FT), exp, outbending","contamination ratio, inbending","contamination ratio, outbending","signal yield, ep->epg, exp, inbending","signal yield, ep->epg, exp, outbending","signal yield, ep->epg, sim(KM15), inbending","signal yield, ep->epg, sim(KM15), outbending","signal yield, ep->epg, sim(pureBH), inbending","signal yield, ep->epg, sim(pureBH), outbending","signal yield, ep->epg, sim(VGG), inbending","signal yield, ep->epg, sim(VGG), outbending","acceptance, ep->epg, sim(KM15)","acceptance, ep->epg, sim(pureBH)","acceptance, ep->epg, sim(VGG)","acceptance corrected yield, ep->epg, exp","acceptance corrected yield, ep->epg, sim(KM15)","acceptance corrected yield, ep->epg, sim(pureBH)","acceptance corrected yield, ep->epg, sim(VGG)",Frad,Fbin,Frad*Fbin,bin_volume,bin_volume_cube,"cross sections, ep->epg, exp","cross sections, ep->epg, sim(KM15)","cross sections, ep->epg, sim(pureBH)","cross sections, ep->epg, sim(VGG)","cross sections, ep->epg, exp, stat. unc.","cross sections, ep->epg, exp, syst. unc. (up)","cross sections, ep->epg, exp, syst. unc. (down)",valid bin,cross section prefactor,BH2 prefactor,BH2 c0,BH2 c1,BH2 c2,Int prefactor,Int c0 (KM15),Int c1 (KM15),Int c2 (KM15),DVCS2 prefactor,DVCS2 c0 (KM15),DVCS2 c1 (KM15)
1589,83,0.204,0.268,0.23299549514698603,1.456,1.912,1.6670435570946824,0.25,0.4,0.32039370218925556,135,165,149.9007987493934,-0.05849191796724467,1.1652627970589682,-0.46267466085006415,1.2704819009034454,-0.20834867718865865,-1.5425127507168026,-37.05087247101899,9,0,0,18,0,0,13,1,0,31,1,0,0.35358434062389105,0.5689375641563321,5.874051196606667,7.8455508477777975,5.097766548340681,11.9616033054731,0.8934649792313931,1.1184710659424488,6.868512964070705,14.799142158192321,0.0020092659755647662,0.001981213288357997,0.0017597204538955422,6828.166211558003,8490.34924259777,1015.5070415670932,12313.123413606256,1.0225958341329597,1.0067559430687536,1.0291796240837856,0.0022921060000591085,0.002292106000059114,0.03497504296589293,0.04178107769377732,0.005785950090591667,0.0704623803051158,0.014189194292048879,0.010393564877084841,0.010393564877084841,1,6.180878379937005e-05,30.304487184214434,3.56465640237069,-0.7046147905892116,-0.009753401424901947,24.399413923257065,1.0161529679805728,2.454504260137362,0.0,24.399413923257065,109.90735683684215,0.0
1590,83,0.204,0.268,0.23299549514698603,1.456,1.912,1.6670435570946824,0.25,0.4,0.32039370218925556,165,195,180.0426404531687,-0.05849191796724467,1.1652627970589682,-0.46331640102693294,1.2711236410803144,-0.20722824409445278,-1.527022574266733,-37.05087247101899,16,0,0,36,0,0,18,0,0,32,0,0,0.30231615102936427,0.24577645598096584,11.28106820187509,27.415336386673598,12.034036514726447,19.305010984805783,1.6370135296919002,1.9759518217717762,16.408723135579834,27.268751242752437,0.0037572814241642297,0.004100712561601089,0.003701734142347815,10299.043435948193,8340.883729917381,881.0579374168631,11799.192675309187,1.0262001112352033,1.0052573663148303,1.031925420885506,0.0022921060000591085,0.002292106000059114,0.05261310472222827,0.04102031146749049,0.005021415795391006,0.06778552547351392,0.010709108610050264,0.011265743521932955,0.011265743521932955,1,6.180878379937005e-05,27.229742891951794,3.56465640237069,-0.7046147905892116,-0.009753401424901947,21.923808306206165,1.0161529679805728,2.454504260137362,0.0,21.923808306206165,109.90735683684215,0.0
1591,83,0.204,0.268,0.23299549514698603,1.456,1.912,1.6670435570946824,0.25,0.4,0.32039370218925556,195,240,217.7859532825498,-0.05849191796724467,1.1652627970589682,-0.46428512962009966,1.272092369673481,-0.20695220347019755,-1.553875207748331,-37.05087247101899,10,0,0,38,2,0,4,0,0,13,0,0,0.45199501964497174,0.3333164914494087,5.523816966946326,26.9286545437836,7.793198993660124,15.381096809270876,1.21970240302701,1.9736531008847247,11.672873867984611,20.753301022254377,0.0017960268229329165,0.001894944972727211,0.0017096638564334675,18069.034992325425,12903.090035753092,1685.196958155385,18966.40369872665,1.0223437257369907,1.0088679923673212,1.0309454134475549,0.0034381590000886627,0.0034381590000886714,0.06159612347679647,0.04225244153486032,0.006387470861030768,0.07221834501916563,0.014674491675658104,0.012289005411320077,0.012289005411320077,1,6.180878379937005e-05,32.24260535873034,3.56465640237069,-0.7046147905892116,-0.009753401424901947,25.95987417076898,1.0161529679805728,2.454504260137362,0.0,25.95987417076898,109.90735683684215,0.0
1598,83,0.204,0.268,0.23299549514698603,1.456,1.912,1.6670435570946824,0.25,0.4,0.32039370218925556,330,360,345.823676553076,-0.05849191796724467,1.1652627970589682,-0.4689376639776998,1.2767449040310812,-0.21144798949360932,-1.5508657588492105,-37.05087247101899,0,13,0,0,82,0,0,1,0,0,9,1,0.09033125237470802,0.117201690749262,11.91313758531273,73.10003011064335,18.00213873561542,79.13035456790112,18.3719885866301,76.79496485062933,12.426341269497149,57.00105798461974,0.0037576493607672542,0.0038968228896409532,0.003296335230005556,22624.028889858335,25849.270109567537,24421.677898229536,21061.99594693525,0.9718156170989353,0.995851827063002,0.9680843788093467,0.0022921060000591085,0.002292106000059114,0.12319755426284393,0.13674724441688263,0.13859648463991942,0.11927503566363368,0.01757488716826794,0.026325417138018736,0.026325417138018736,1,6.180878379937005e-05,541.9548256187668,3.56465640237069,-0.7046147905892116,-0.009753401424901947,436.3505654326642,1.0161529679805728,2.454504260137362,0.0,436.3505654326642,109.90735683684215,0.0
1599,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,0,45,18.100906386774692,-0.058438921424679276,1.1635157615143583,-0.24749538544508282,0.9491140505436051,-0.07021814930985956,-0.6489460274231486,-44.72300487329498,0,8,4,0,29,13,0,0,0,0,0,5,0.05497692123474284,0.1621443524050936,11.464333604582704,35.51922979152105,21.51735312934283,53.94930288375274,25.608240811936355,45.54508047223226,11.861958824667319,30.777508902148597,0.0018345504031613317,0.0019451305814004941,0.0013470875811880793,25610.396593705354,41136.32194735561,36580.22857927524,31653.07758921625,0.9783822535895709,0.9308768749402695,0.9099101262382419,0.004584212000118225,0.004584212000118227,0.07418791433355071,0.11638117433854824,0.10300494779600483,0.09010107131110705,0.014219963733955567,0.031472986886288065,0.031472986886288065,1,6.182473933709522e-05,667.0598590023598,2.3704554849122847,-0.42208783655214177,0.018766671085627285,538.2195202536201,1.7480231128424712,2.4622634156827496,0.0,538.2195202536201,73.28363956597009,0.0
1602,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,75,120,96.6553683975594,-0.058438921424679276,1.1635157615143583,-0.24823983430006163,0.9498584993985839,-0.07205893904021193,-0.6561007651328011,-44.72300487329498,0,5,0,0,25,0,0,4,0,0,23,0,0.15031777898547077,0.36086467970145797,4.307080849692493,16.1297355503415,3.1578349272315194,12.358963390664918,0.7277376216651609,1.9454498081731406,4.634760696508418,21.468092948026975,0.0012682022017016141,0.001352543930320073,0.0012399075008053275,16114.793344951486,12235.271549818102,1976.4144956132436,21052.25883993881,1.0308917285774453,1.0158372759701486,1.0466570444967507,0.004584212000118225,0.004584212000118227,0.04058221019149932,0.029795931024298873,0.005594312257532976,0.05847082775130323,0.012096546510610913,0.01930836858802805,0.01930836858802805,1,6.182473933709522e-05,35.4045857838204,2.3704554849122847,-0.42208783655214177,0.018766671085627285,28.566310681390508,1.7480231128424712,2.4622634156827496,0.0,28.566310681390508,73.28363956597009,0.0
1604,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,135,150,142.48690897197574,-0.058438921424679276,1.1635157615143583,-0.24914481912709968,0.9507634842256221,-0.0729427559150449,-0.6597866427436997,-44.72300487329498,5,0,0,43,0,0,8,0,0,46,0,0,0.5676844833262886,0.43669959233153044,2.1829028947214324,24.442276814028638,4.0213355494179215,18.93045708445452,0.34591581792794107,1.2079366927784774,5.3131991069827365,24.457715220879173,0.006400513294724923,0.00605879864294216,0.005536959444605619,4159.850699895211,3585.9299992062356,256.4621474120925,5376.7622150214975,1.0498910459923216,1.0046823328087713,1.0537151397348334,0.001528070666706075,0.0015280706667060756,0.031216997862885846,0.026228660032644145,0.0021645922928662923,0.04600642319797081,0.008768580003693181,0.008143736304642917,0.008143736304642917,1,6.182473933709522e-05,16.299402408838326,2.3704554849122847,-0.42208783655214177,0.018766671085627285,13.151228374056052,1.7480231128424712,2.4622634156827496,0.0,13.151228374056052,73.28363956597009,0.0
1605,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,150,180,164.94717374603727,-0.058438921424679276,1.1635157615143583,-0.24971488804453448,0.9513335531430568,-0.07242506196696738,-0.6532208514285244,-44.72300487329498,4,0,0,44,0,0,13,0,0,59,0,0,0.9494588163073344,0.4458397071642812,0.20272214771632013,24.616132329503106,6.388632602715953,24.06738104056451,0.5400163398983108,1.6083371685865269,8.579574971237227,35.10535614377033,0.004314639630547505,0.005000420509564304,0.00432690638250382,5752.242736914286,7058.761855255048,429.63456860791644,10096.111922284927,1.0465701647972032,1.005761935429219,1.052357547909032,0.00305614133341215,0.0030561413334121513,0.021611280455122547,0.02573481037567564,0.0018109991927224532,0.04351189241993621,0.006448082600689953,0.008081421212665857,0.008081421212665857,1,6.182473933709522e-05,13.93092443107317,2.3704554849122847,-0.42208783655214177,0.018766671085627285,11.240213847068128,1.7480231128424712,2.4622634156827496,0.0,11.240213847068128,73.28363956597009,0.0
1606,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,180,195,187.49864559112655,-0.058438921424679276,1.1635157615143583,-0.25037099983755684,0.9519896649360792,-0.07344500261163069,-0.6572714372156809,-44.72300487329498,5,0,0,35,0,0,7,0,0,48,0,0,0.6120763158170553,0.5958366671879951,1.9525194572404834,14.297802132754494,7.04072811735704,25.1861874270199,0.5793129868418214,1.6269709279844458,9.76880770107402,34.650285113890284,0.009136775457577,0.010643693583819327,0.008891510265929034,1778.5619954706026,3527.1651026130453,207.28555340791536,4995.674692652807,1.0458143302052059,1.0046151638512824,1.048870475189669,0.001528070666706075,0.0015280706667060756,0.013408609975731265,0.025668984416383756,0.0017476753326509723,0.04301965737213311,0.005562621992857349,0.003099911035914352,0.003099911035914352,1,6.182473933709522e-05,13.62204265275729,2.3704554849122847,-0.42208783655214177,0.018766671085627285,10.990991531714162,1.7480231128424712,2.4622634156827496,0.0,10.990991531714162,73.28363956597009,0.0
1607,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,195,210,202.51117576479004,-0.058438921424679276,1.1635157615143583,-0.2508542740937814,0.9524729391923037,-0.07433281778392736,-0.6578204076658014,-44.72300487329498,7,0,0,25,0,0,5,0,0,33,0,0,0.28537832542241487,0.5479635677236349,5.067202975022216,11.425949650044302,3.366318642645237,13.942807782700452,0.35750794447826756,0.8773330408182274,4.715400664575474,20.99197519919411,0.0048918184373535,0.005557402052640569,0.005037760096177003,3371.5790633450824,3538.382842088886,222.19752567834587,5102.937689168267,1.0438766144735854,1.0061200430122361,1.0491238773251639,0.001528070666706075,0.0015280706667060756,0.02541225401859232,0.025845920602120435,0.0018762586033117346,0.043994262953478906,0.009328991677428525,0.006274637555700601,0.006274637555700601,1,6.182473933709522e-05,14.456056250890288,2.3704554849122847,-0.42208783655214177,0.018766671085627285,11.663918245282982,1.7480231128424712,2.4622634156827496,0.0,11.663918245282982,73.28363956597009,0.0
1610,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,255,300,278.8647171016866,-0.058438921424679276,1.1635157615143583,-0.25388701013268045,0.9555056752312028,-0.0755630663421081,-0.6709454284181053,-44.72300487329498,0,3,0,0,32,0,0,0,0,0,28,0,0.23347424272168835,0.2333277879985155,2.3283130557877016,24.767998563032055,2.414833412730701,12.60233292655861,0.7725615562232113,3.4356113010445175,4.3936927258769565,23.63600381602296,0.001114327935430749,0.001330903230822211,0.0011919033858834747,24316.2813721847,13476.433518185428,3161.89243501046,23516.75217460974,1.024467596337951,1.0198816917634836,1.0446528657883891,0.004584212000118225,0.004584212000118227,0.06135366579413489,0.03290842184307289,0.008923019856043683,0.06444869903322584,0.015073943448613318,0.017360771927848385,0.017360771927848385,1,6.182473933709522e-05,53.94199904964993,2.3704554849122847,-0.42208783655214177,0.018766671085627285,43.52328574146913,1.7480231128424712,2.4622634156827496,0.0,43.52328574146913,73.28363956597009,0.0
1611,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,300,345,326.88049335137225,-0.058438921424679276,1.1635157615143583,-0.25628569845637506,0.9579043635548974,-0.0767809029858089,-0.6777269591352589,-44.72300487329498,0,2,1,0,17,1,0,1,0,0,8,0,0.15684842317987646,0.30314514888690863,2.552210142436702,12.65572143221582,2.2211672662180404,12.010491861935472,2.010157882070836,4.781460050989102,4.11007483104543,14.769646217932145,0.0005055518311849814,0.00033385560979239164,0.0006034033645227046,30081.84450446178,28150.741922535235,20342.979820777342,31288.72352893083,0.9866742996367376,0.9812144438989815,0.9679335499488978,0.004584212000118225,0.004584212000118227,0.08191704448446292,0.07468444298109231,0.05722250875678787,0.0858182104162736,0.02755347816518377,0.03348101357069484,0.03348101357069484,1,6.182473933709522e-05,349.3498530389671,2.3704554849122847,-0.42208783655214177,0.018766671085627285,281.8741193399263,1.7480231128424712,2.4622634156827496,0.0,281.8741193399263,73.28363956597009,0.0
1612,84,0.204,0.268,0.23291425082032688,1.456,1.912,1.6629504434573146,0.4,0.6,0.4961933731937978,345,360,352.7878109313098,-0.058438921424679276,1.1635157615143583,-0.25773735017588173,0.9593560152744041,-0.0782964807975138,-0.6713117497137568,-44.72300487329498,0,3,3,0,13,26,0,0,0,0,4,2,0.07609243394441131,0.06762109623210703,5.598756516206571,36.66270612209681,12.577975201516335,31.67448217571769,12.928749291071247,30.94239096852919,10.368418453226013,18.576986946257094,0.002309610970143625,0.0022972536570895537,0.002845720406828988,18298.08707380504,19160.13473666613,19097.21206633396,10171.556323671739,0.9662540150925811,1.0264711076565098,0.9918134149258144,0.001528070666706075,0.0015280706667060756,0.1458855653410978,0.14917815431391662,0.16181775167028511,0.09211361903334761,0.030952287791811656,0.04296941912346037,0.04296941912346037,1,6.182473933709522e-05,921.5781162832731,2.3704554849122847,-0.42208783655214177,0.018766671085627285,743.5784434159207,1.7480231128424712,2.4622634156827496,0.0,743.5784434159207,73.28363956597009,0.0
1613,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,0,15,6.673173191857055,-0.05803981143965599,1.1588003189943235,-0.10280316204638927,0.6792213039935363,-0.01311825882206929,-0.22106447673947505,-53.688070774880366,0,0,15,0,1,72,0,0,0,0,0,0,0.0186788715703276,0.025880620757367526,14.805340922002216,71.77976265371652,28.434161829409028,49.33638552932993,28.8526109371042,43.59662635707456,13.444511904156016,27.01224655220999,0.002766456752617376,0.002704517467113387,0.0035892643411956815,31298.195243355814,28111.96932146485,26788.230497733115,11271.601813225258,0.9676739890447238,0.9973129065663561,0.9617709222590901,0.001528070666706075,0.0015280706667060763,0.2573263522470845,0.22742474285726808,0.2249777506675005,0.10713619389843534,0.047151505499788825,0.08900482482260118,0.08900482482260118,1,6.201764903113586e-05,2038.8137633276626,1.524031856723893,-0.2653555829543532,0.027091243950156853,1641.8195498644702,2.026989142252457,2.2035992097229204,0.0,1641.8195498644702,49.784652407833605,0.0
1617,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,105,150,127.21693884293695,-0.05803981143965599,1.1588003189943235,-0.10439833385127542,0.6808164757984224,-0.013243551033088791,-0.2233778067576212,-53.688070774880366,9,0,0,36,3,0,9,0,0,46,4,0,0.275721060021973,0.4620023729114122,6.625247510955655,21.20186980457665,3.4784998563017404,16.242485130976718,0.230539721364587,0.8577324582879082,5.225717121465322,25.93528974320972,0.0027288606449444195,0.0028696386163512525,0.002566789412208739,10197.339086217456,7226.820110368857,379.23666535970796,12140.071451308035,1.0554631239874117,1.0074660082202018,1.062806166691145,0.004584212000118225,0.004584212000118229,0.02528996052433286,0.017420646361383352,0.0010656698470136504,0.034387395719814015,0.0067440531617627645,0.008653002371944368,0.008653002371944368,1,6.201764903113586e-05,11.486066004934466,1.524031856723893,-0.2653555829543532,0.027091243950156853,9.249519528039588,2.026989142252457,2.2035992097229204,0.0,9.249519528039588,49.784652407833605,0.0
1618,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,150,165,157.48526385649257,-0.05803981143965599,1.1588003189943235,-0.1052498840865573,0.6816680260337044,-0.013668041639373064,-0.22342758373893187,-53.688070774880366,7,0,0,32,0,0,5,0,0,30,0,0,0.35258684881557034,0.473222676670869,4.59367652636609,16.994270816068425,3.2647519883582454,15.963162839686587,0.16879658804975498,0.6166504068720662,4.316664585809786,22.673854535404292,0.008241868480935251,0.009399891009988991,0.007750028057509551,2619.302575911137,2332.9557942500596,83.55915979101773,3482.635020277256,1.0614248569786553,1.001507673935958,1.0610727169872025,0.001528070666706075,0.0015280706667060763,0.01951987953580961,0.016867800988774183,0.0007017645630484433,0.03008900951978717,0.006008874159309375,0.006770507942861925,0.006770507942861925,1,6.201764903113586e-05,8.258992561240719,1.524031856723893,-0.2653555829543532,0.027091243950156853,6.650816123145339,2.026989142252457,2.2035992097229204,0.0,6.650816123145339,49.784652407833605,0.0
1619,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,165,195,180.01318017294562,-0.05803981143965599,1.1588003189943235,-0.10600110795025222,0.6824192498973992,-0.013745351705823673,-0.22440912147543443,-53.688070774880366,6,0,0,44,0,0,8,0,0,25,0,0,0.4641670569444679,0.4844151488142482,3.2578231525043275,22.932733733153754,4.422562858084277,18.306408445723992,0.2707028677393309,0.8099893848893002,6.1152389997801215,27.334828441135837,0.004891021069464378,0.006945681862399394,0.004943989064949293,5354.823975134959,4647.081045246314,155.5919597295383,6765.805304478164,1.063748966255209,1.0030518986542882,1.066390086992073,0.00305614133341215,0.0030561413334121526,0.01985343759782532,0.0167652819778474,0.0006515463635596998,0.029344849757436963,0.005738070290879039,0.007602999990622453,0.007602999990622453,1,6.201764903113586e-05,7.690290476269607,1.524031856723893,-0.2653555829543532,0.027091243950156853,6.192850703277709,2.026989142252457,2.2035992097229204,0.0,6.192850703277709,49.784652407833605,0.0
1622,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,255,285,270.3946727804083,-0.05803981143965599,1.1588003189943235,-0.11002179027083066,0.6864399322179777,-0.016062252034632848,-0.22767987945921056,-53.688070774880366,0,3,0,0,37,0,0,2,0,0,34,0,0.484192838089744,0.28681905718674106,1.5670192061995896,26.660330479237654,3.4913759175347856,13.88248327803996,0.6987308529046747,2.144736941135333,5.561336895330708,26.856382999963188,0.0032160030110999706,0.004467166865420823,0.0030487961257097906,8777.152753903247,5402.314343490729,636.5259860898756,10632.957586741464,1.0436637757993106,1.0075304294028877,1.0507609126297315,0.00305614133341215,0.0030561413334121526,0.03302602937984384,0.019698435573510625,0.0026938016318510485,0.04369202670825462,0.008004779936598278,0.008555916915605324,0.008555916915605324,1,6.201764903113586e-05,26.735151032980045,1.524031856723893,-0.2653555829543532,0.027091243950156853,21.52932966416882,2.026989142252457,2.2035992097229204,0.0,21.52932966416882,49.784652407833605,0.0
1624,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,315,330,323.194327673969,-0.05803981143965599,1.1588003189943235,-0.11311556834222293,0.6895337102893699,-0.019131988068458398,-0.23089559438765966,-53.688070774880366,0,3,0,0,23,0,0,0,0,0,4,0,0.25511352708458684,0.16402736513101726,2.26329577414973,19.40968937043552,4.866617277410533,17.35413716686447,3.250844141359002,9.946631962906336,6.500105102408119,22.79803842106393,0.0035450053463712767,0.0036168550034081687,0.0034266163023598958,6113.667830365914,6268.186440683515,3648.881719568336,8550.167552548719,0.9959822253013478,0.9878788968998584,0.9844796393662941,0.001528070666706075,0.0015280706667060763,0.04910567792912098,0.049060768090294006,0.030556899191613893,0.06856625911239389,0.01305425726543249,0.01055511989635522,0.01055511989635522,1,6.201764903113586e-05,284.73402464048337,1.524031856723893,-0.2653555829543532,0.027091243950156853,229.29111848025485,2.026989142252457,2.2035992097229204,0.0,229.29111848025485,49.784652407833605,0.0
1625,85,0.204,0.268,0.23220908446980526,1.456,1.912,1.6555708446688655,0.6,0.8,0.7012697745229692,330,360,348.7407320515871,-0.05803981143965599,1.1588003189943235,-0.1148093846555413,0.6912275266026884,-0.019666253036733507,-0.23405512210738674,-53.688070774880366,0,0,38,0,8,88,0,0,1,0,0,4,0.01156678451212041,0.017080676160336504,37.917393900380844,95.07091901898903,36.63582123682811,78.4952208491716,35.52610417922207,58.79263115858925,26.209869815829098,46.623082844709785,0.0028252885990982628,0.0025429638163122397,0.0035048845998608535,47070.70030361333,40750.18818351714,37090.08155475474,20780.41390105409,0.9710300664714296,0.884913128957681,0.8585536655631785,0.00305614133341215,0.0030561413334121526,0.21676533344069163,0.18342023485568013,0.15501689387229195,0.09389241616423902,0.029962413999452223,0.07160663696061004,0.07160663696061004,1,6.201764903113586e-05,1600.7786201393667,1.524031856723893,-0.2653555829543532,0.027091243950156853,1289.0778357608622,2.026989142252457,2.2035992097229204,0.0,1289.0778357608622,49.784652407833605,0.0
1628,86,0.204,0.268,0.229439924923219,1.456,1.912,1.6328795556332674,0.8,1.0,0.9136385538391968,60,90,74.30713063731322,-0.05650189673775154,1.1426466191188014,-0.024332593258037896,0.4648066008556973,-0.0002121337825248552,-0.07969714690847055,-63.77347183066344,0,3,0,0,13,0,0,3,0,0,19,0,0.23857367581274275,0.3798409330207696,2.313557833474653,8.148658131402577,2.237483227988662,6.4012573315878205,0.5163876564488674,1.0950362503768227,4.738425608243765,15.054436769164612,0.0020882858590066484,0.0029300073079617495,0.0020675602564251983,5009.9539388989,4136.761508161408,549.972657899844,9573.052256106983,1.0481054433804817,0.9978361882445623,1.0452957250000545,0.00305614133341215,0.0030561413334121513,0.01894964917404562,0.015199297413807218,0.0023135927250649228,0.03841773049665509,0.00762646451934614,0.00905430624239885,0.00905430624239885,1,6.279892541866079e-05,32.33004642459489,1.0053862004029348,-0.1769095964270395,0.026095398175941406,25.717016721814836,2.0075549562880743,1.899649549206095,0.0,25.717016721814836,35.56688398994245,0.0
1633,86,0.204,0.268,0.229439924923219,1.456,1.912,1.6328795556332674,0.8,1.0,0.9136385538391968,165,210,187.55204642509446,-0.05650189673775154,1.1426466191188014,-0.02769174333648917,0.4681657509341486,-0.0011900267280217868,-0.08177721955145519,-63.77347183066344,9,0,0,45,0,0,4,0,0,34,0,0,0.4411499829855317,0.6180371213399455,5.074179684428515,17.36756329509702,4.529049983002708,20.60712424937746,0.15748534340637277,0.5884781334260524,6.675018227119625,32.92631372350722,0.005080145359450037,0.007010167239125176,0.005150105983846582,4417.539537088171,4947.924213550721,106.41165201723727,7689.420775967965,1.0725006122260616,0.9897961186023545,1.061681077684812,0.004584212000118225,0.004584212000118227,0.010967350531477122,0.0119427128615056,0.00029596727416893935,0.022271912276394745,0.0038750978442290414,0.004763349046744891,0.004763349046744891,1,6.279892541866079e-05,5.034841191656207,1.0053862004029348,-0.1769095964270395,0.026095398175941406,4.004977085928427,2.0075549562880743,1.899649549206095,0.0,4.004977085928427,35.56688398994245,0.0
1637,86,0.204,0.268,0.229439924923219,1.456,1.912,1.6328795556332674,0.8,1.0,0.9136385538391968,285,315,301.3111386513095,-0.05650189673775154,1.1426466191188014,-0.03398723903099392,0.47446124662865335,-0.00354631806338073,-0.08637553892873201,-63.77347183066344,0,5,0,0,16,0,0,8,0,0,37,0,0.22819849240229662,0.46877264386847056,3.900782059700164,8.569052297804749,4.405917651889927,9.296554922289658,1.2808850978258235,2.384554789956867,7.109614497743737,17.691153542321903,0.0027257220077247985,0.0030809013725202543,0.0022210971528581086,4574.873858069508,5027.098337741802,1189.7297071812036,11165.998753432286,1.0352366079742412,1.00069026595865,1.0354990158113269,0.00305614133341215,0.0030561413334121513,0.01746771303835809,0.018663585898501946,0.004963186413883062,0.04412090087247374,0.00678788288418423,0.007865504077133788,0.007865504077133788,1,6.279892541866079e-05,66.90217924789177,1.0053862004029348,-0.1769095964270395,0.026095398175941406,53.2175067071666,2.0075549562880743,1.899649549206095,0.0,53.2175067071666,35.56688398994245,0.0
1638,86,0.204,0.268,0.229439924923219,1.456,1.912,1.6328795556332674,0.8,1.0,0.9136385538391968,315,345,334.76372449499456,-0.05650189673775154,1.1426466191188014,-0.03639457137182887,0.4768685789694883,-0.004369404744045361,-0.0865131060672914,-63.77347183066344,0,6,5,0,11,7,0,1,0,0,5,0,0.10937701936783469,0.3295771804138188,9.91153354554594,12.174483006930075,12.654796059357885,26.826592258331086,8.941876353676843,15.780092116958054,12.98178277518161,27.148670285496394,0.0023272398632987997,0.00215861789323091,0.002465821091805318,9490.219251044316,16964.89860814139,11452.683936401689,16274.681563088194,0.9971315709650738,0.8689784617826499,0.8656793998968123,0.00305614133341215,0.0030561413334121513,0.043343679690286574,0.07561203524621768,0.047204129344417894,0.06726701262649895,0.01183923697156168,0.011770100949060596,0.011770100949060596,1,6.279892541866079e-05,732.0775234571015,1.0053862004029348,-0.1769095964270395,0.026095398175941406,582.3329068308625,2.0075549562880743,1.899649549206095,0.0,582.3329068308625,35.56688398994245,0.0
1640,87,0.204,0.268,0.23122820460577037,1.912,2.51,2.2043437217885518,0.15,0.25,0.19632013338395868,0,15,7.433355900030797,-0.058384043344959245,1.2913322835126668,-0.46326947337639374,1.3742088920144866,-0.20721835155613597,-1.787572623846676,-14.634737313689573,0,190,0,0,290,0,0,11,0,0,13,0,0.031430345406051954,0.026334077994531562,185.88089256566778,285.0597039584632,178.55590931454566,228.71535075320992,162.1946278666374,207.8005682741577,139.8386250982757,175.5104540319242,0.0312372228018768,0.02918142386247344,0.029163691662062344,15076.263325683227,13038.011178230794,12679.134434444077,10813.071362307073,0.9736020813747359,0.9949555495896035,0.9697605501343309,0.0010019586169849042,0.0010019586169849048,0.18748195198168613,0.15704058899593729,0.161903167102701,0.1397556749394228,0.012226674145057776,0.020735294119501358,0.020735294119501358,1,6.31151384070366e-05,545.2864351214698,4.0057845810440345,-0.805427062343248,-0.03324661525940333,310.05936504025914,0.12108739956214004,1.4528584727933465,0.0,310.05936504025914,149.26623631421245,0.0
