Bin	xB	xB	xB	Q2	Q2	Q2	|t|	|t|	|t|	phi	phi	phi	|t_min|	|t_col|	P1	P2	max(|P1*P2|)	min(|P1*P2|)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	RC factor	Finite bin factor	Total RC factor	Nominal Bin Volume	Filled Bin Volume	Unpolarized cross section	Unpolarized cross section	Unpolarized cross section	Polarized cross section	Polarized cross section	BH2 	BH2 	BH2 	BH2 	Int.	Int.	Int.	Int.	Int.	Int.	Int.	DVCS2	DVCS2	DVCS2	DVCS2
(0, 1, 2, 15)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	225	240	232.77	0.007	0.326	-0.940	1.691	0.013	0.001	0	0	0	0	29	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	4.8	0.0	0.0003	0.0003	0.0003	0.0004	0.0544	0.0360	0.0309	0.0337	0.9695	1.0345	1.0029	0	0	0	0	18	0	0	0	0	0	1	0	0.0000	0.0003	0.0006	0.0003	0.0622	0.0353	0.0339	0.0355	0.9703	1.0386	1.0077	0	0	0	0	11	0	0	0	0	0	1	0	0.0006	0.0003	0.0000	0.0006	0.0470	0.0367	0.0280	0.0318	0.9687	1.0307	0.9984	0.0003	0.0001	3.2407e-01	2.1376e-01	3.1363e-01	6.0371e-02	-3.2604e-02	8.1769e-02	2.6972e+00	1.3743e-01	-6.9275e-04	9.4333e-03	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 2, 16)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	240	255	247.84	0.007	0.326	-0.806	1.558	0.012	0.001	0	5	0	0	69	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0033	0.0033	0.0023	0.0026	0.0843	0.0548	0.0532	0.0574	0.9736	1.0323	1.0050	0	2	0	0	29	0	0	0	0	0	1	0	0.0026	0.0034	0.0026	0.0020	0.0930	0.0546	0.0542	0.0602	0.9739	1.0274	1.0006	0	3	0	0	40	0	0	0	0	0	0	0	0.0040	0.0033	0.0020	0.0031	0.0762	0.0550	0.0522	0.0546	0.9733	1.0374	1.0097	0.0003	0.0001	4.2637e-01	2.7371e-01	3.7837e-01	-8.8937e-02	-4.7976e-02	1.0345e-01	2.6972e+00	1.3743e-01	-6.9275e-04	1.1934e-02	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 2, 17)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	255	270	262.94	0.007	0.326	-0.657	1.409	0.016	0.001	0	2	0	0	69	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0082	0.0041	0.0045	0.0045	0.0680	0.0397	0.0327	0.0342	0.9796	1.0257	1.0048	0	1	0	0	26	0	0	0	0	0	0	0	0.0079	0.0038	0.0053	0.0055	0.0651	0.0413	0.0316	0.0362	0.9796	1.0253	1.0043	0	1	0	0	43	0	0	0	0	0	1	0	0.0085	0.0044	0.0037	0.0036	0.0710	0.0381	0.0338	0.0321	0.9797	1.0262	1.0053	0.0003	0.0001	6.8927e-01	3.7603e-01	4.8695e-01	-1.5233e-01	-6.9703e-02	1.4026e-01	2.6972e+00	1.3743e-01	-6.9275e-04	1.6181e-02	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 2, 18)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	270	285	278.07	0.007	0.326	-0.503	1.255	0.007	0.001	0	1	5	0	22	31	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.1	0.0061	0.0044	0.0042	0.0046	0.0262	0.0176	0.0193	0.0183	0.9866	1.0188	1.0052	0	0	3	0	9	14	0	0	0	0	0	2	0.0067	0.0048	0.0037	0.0046	0.0259	0.0178	0.0196	0.0185	0.9868	1.0217	1.0083	0	1	2	0	12	16	0	0	0	0	0	2	0.0054	0.0039	0.0046	0.0046	0.0264	0.0173	0.0190	0.0180	0.9865	1.0159	1.0022	0.0003	0.0001	9.5383e-01	5.5901e-01	6.7759e-01	-1.4038e-01	-1.0200e-01	2.0573e-01	2.6972e+00	1.3743e-01	-6.9275e-04	2.3735e-02	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 2, 19)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	285	300	293.16	0.007	0.326	-0.355	1.107	0.012	0.001	0	0	33	0	2	102	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.1	0.0107	0.0060	0.0060	0.0067	0.0431	0.0294	0.0259	0.0278	0.9949	1.0085	1.0034	0	0	19	0	1	42	0	0	0	0	0	0	0.0121	0.0064	0.0062	0.0070	0.0438	0.0284	0.0262	0.0275	0.9948	1.0072	1.0020	0	0	14	0	1	58	0	0	0	0	0	1	0.0092	0.0055	0.0057	0.0064	0.0424	0.0304	0.0256	0.0281	0.9950	1.0099	1.0048	0.0003	0.0001	1.3748e+00	9.0945e-01	1.0365e+00	-1.2017e-01	-1.5216e-01	3.3050e-01	2.6972e+00	1.3743e-01	-6.9275e-04	3.8129e-02	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 2, 20)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	300	315	308.34	0.007	0.326	-0.222	0.974	0.014	0.002	0	0	21	0	0	103	0	0	0	0	0	7	0.0	0.0	0.0	0.0	0.0	0.2	0.0078	0.0044	0.0046	0.0042	0.0232	0.0153	0.0152	0.0169	1.0056	0.9964	1.0020	0	0	7	0	0	34	0	0	0	0	0	2	0.0077	0.0047	0.0046	0.0039	0.0223	0.0149	0.0152	0.0160	1.0056	0.9964	1.0020	0	0	14	0	0	68	0	0	0	0	0	5	0.0079	0.0042	0.0046	0.0045	0.0241	0.0157	0.0153	0.0178	1.0055	0.9965	1.0020	0.0003	0.0001	2.3897e+00	1.6693e+00	1.8034e+00	-7.2343e-01	-2.3564e-01	5.9992e-01	2.6972e+00	1.3743e-01	-6.9275e-04	6.9210e-02	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 2, 21)	0.062	0.090	0.085	1.200	1.456	1.281	0.250	0.400	0.318	315	330	323.61	0.007	0.326	-0.114	0.866	0.009	0.002	0	0	20	0	0	58	0	0	1	0	0	0	0.0	0.0	0.4	0.0	0.0	0.0	0.0023	0.0016	0.0015	0.0014	0.0047	0.0035	0.0035	0.0035	1.0184	0.9754	0.9934	0	0	10	0	0	22	0	0	1	0	0	0	0.0024	0.0017	0.0013	0.0015	0.0047	0.0036	0.0036	0.0034	1.0186	0.9752	0.9933	0	0	10	0	0	36	0	0	0	0	0	0	0.0022	0.0016	0.0016	0.0014	0.0047	0.0034	0.0034	0.0036	1.0182	0.9757	0.9934	0.0003	0.0001	5.9572e+00	3.6892e+00	3.8214e+00	-1.3988e+00	-3.9035e-01	1.3140e+00	2.6972e+00	1.3743e-01	-6.9275e-04	1.5159e-01	4.0555e+00	4.0469e+00	0.0000e+00	0.0000e+00	-4.340602e+00	0.000000e+00	2.3952e-04	1.6857e+02	0.0000e+00	0.000000e+00
(0, 1, 3, 1)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	15	30	21.01	0.007	0.332	-0.061	0.689	0.035	0.000	0	0	4	0	0	47	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0007	0.0007	0.0007	0.0066	0.0048	0.0043	0.0047	1.0725	0.8704	0.9335	0	0	1	0	0	25	0	0	0	0	0	1	0.0010	0.0007	0.0007	0.0006	0.0069	0.0045	0.0048	0.0049	1.0724	0.8694	0.9323	0	0	3	0	0	21	0	0	0	0	0	0	0.0012	0.0008	0.0006	0.0008	0.0063	0.0050	0.0039	0.0044	1.0726	0.8715	0.9347	0.0004	0.0001	3.1626e+00	3.8408e+00	4.0158e+00	-2.8201e-01	1.9888e-01	2.0390e+00	1.7899e+00	9.9057e-02	1.8045e-03	2.3768e-01	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 2)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	30	45	36.42	0.007	0.332	-0.155	0.782	0.041	0.000	0	0	69	0	0	405	0	0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.3	0.0238	0.0147	0.0138	0.0135	0.1163	0.0801	0.0726	0.0802	1.0317	0.9113	0.9401	0	0	39	0	0	224	0	0	0	0	0	8	0.0242	0.0153	0.0134	0.0137	0.1190	0.0802	0.0734	0.0813	1.0315	0.9110	0.9397	0	0	30	0	0	176	0	0	0	0	0	5	0.0234	0.0141	0.0141	0.0133	0.1135	0.0800	0.0717	0.0792	1.0318	0.9116	0.9406	0.0004	0.0001	1.5806e+00	1.3316e+00	1.4479e+00	1.5724e-01	1.1501e-01	7.1206e-01	1.7899e+00	9.9057e-02	1.8045e-03	8.3004e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 3)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	45	60	51.64	0.007	0.332	-0.288	0.916	0.036	0.000	0	0	36	0	1	264	0	0	3	0	0	10	0.0	0.0	3.0	0.0	0.0	0.3	0.0289	0.0184	0.0187	0.0162	0.1397	0.0992	0.0880	0.0977	1.0109	0.9322	0.9423	0	0	25	0	0	159	0	0	1	0	0	5	0.0291	0.0174	0.0191	0.0168	0.1418	0.0983	0.0853	0.0974	1.0109	0.9340	0.9442	0	0	11	0	1	102	0	0	2	0	0	4	0.0288	0.0195	0.0183	0.0157	0.1376	0.1002	0.0907	0.0980	1.0109	0.9303	0.9405	0.0004	0.0001	8.6017e-01	6.0439e-01	6.9645e-01	2.2981e-01	6.9659e-02	3.2653e-01	1.7899e+00	9.9057e-02	1.8045e-03	3.8063e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 4)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	60	75	66.82	0.007	0.332	-0.453	1.080	0.037	0.001	0	0	3	0	8	54	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0094	0.0064	0.0066	0.0064	0.0532	0.0406	0.0364	0.0371	0.9967	0.9458	0.9427	0	0	2	0	3	28	0	0	0	0	0	0	0.0097	0.0069	0.0064	0.0067	0.0555	0.0425	0.0350	0.0381	0.9965	0.9484	0.9451	0	0	1	0	5	25	0	0	0	0	0	0	0.0090	0.0059	0.0067	0.0061	0.0509	0.0387	0.0377	0.0361	0.9970	0.9433	0.9404	0.0004	0.0001	4.6421e-01	3.2211e-01	3.9988e-01	-6.3260e-02	4.4075e-02	1.7624e-01	1.7899e+00	9.9057e-02	1.8045e-03	2.0544e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 8)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	120	135	127.29	0.007	0.332	-1.178	1.806	0.029	0.001	0	2	0	0	26	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	2.7	0.0	0.0047	0.0037	0.0040	0.0048	0.0846	0.0582	0.0569	0.0600	0.9661	0.9669	0.9341	0	2	0	0	17	0	0	0	0	0	0	0	0.0082	0.0052	0.0035	0.0063	0.0894	0.0647	0.0590	0.0586	0.9654	0.9662	0.9328	0	0	0	0	8	0	0	0	0	0	2	0	0.0013	0.0020	0.0044	0.0034	0.0796	0.0517	0.0549	0.0614	0.9668	0.9679	0.9358	0.0004	0.0001	1.3180e-01	7.0134e-02	1.2347e-01	4.4019e-02	8.7777e-03	4.0554e-02	1.7899e+00	9.9057e-02	1.8045e-03	4.7273e-03	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 9)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	135	150	142.33	0.007	0.332	-1.313	1.940	0.028	0.001	0	6	0	0	39	0	0	0	0	0	10	0	0.0	0.0	0.0	0.0	8.6	0.0	0.0345	0.0188	0.0166	0.0119	0.1620	0.0965	0.0981	0.0954	0.9627	0.9731	0.9368	0	2	0	0	18	0	0	0	0	0	6	0	0.0298	0.0200	0.0197	0.0117	0.1590	0.0906	0.0931	0.0955	0.9627	0.9712	0.9350	0	4	0	0	21	0	0	0	0	0	4	0	0.0391	0.0176	0.0135	0.0122	0.1648	0.1022	0.1029	0.0953	0.9627	0.9755	0.9391	0.0004	0.0001	1.1003e-01	5.7972e-02	1.0905e-01	-4.8345e-05	5.6293e-03	3.3863e-02	1.7899e+00	9.9057e-02	1.8045e-03	3.9474e-03	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 10)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	150	165	157.38	0.007	0.332	-1.408	2.036	0.040	0.001	0	6	0	0	49	0	0	1	0	0	6	0	0.0	3.5	0.0	0.0	5.4	0.0	0.0404	0.0254	0.0202	0.0265	0.1595	0.1113	0.0972	0.1176	0.9607	0.9734	0.9352	0	4	0	0	22	0	0	1	0	0	2	0	0.0536	0.0243	0.0238	0.0284	0.1516	0.1145	0.1043	0.1160	0.9606	0.9652	0.9272	0	2	0	0	26	0	0	0	0	0	4	0	0.0280	0.0265	0.0166	0.0246	0.1667	0.1082	0.0902	0.1191	0.9608	0.9824	0.9439	0.0004	0.0001	1.4329e-01	5.1147e-02	1.0083e-01	-2.8475e-02	3.1491e-03	3.0091e-02	1.7899e+00	9.9057e-02	1.8045e-03	3.5077e-03	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 11)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	165	180	172.63	0.007	0.332	-1.458	2.086	0.032	0.001	0	3	0	0	44	0	0	1	0	0	7	0	0.0	0.0	0.0	0.0	5.4	0.0	0.0258	0.0162	0.0122	0.0128	0.1480	0.1012	0.0826	0.0928	0.9590	0.9760	0.9360	0	1	0	0	20	0	0	0	0	0	3	0	0.0220	0.0129	0.0136	0.0166	0.1689	0.1061	0.0724	0.0879	0.9585	0.9786	0.9381	0	2	0	0	24	0	0	1	0	0	4	0	0.0299	0.0197	0.0108	0.0090	0.1267	0.0961	0.0924	0.0978	0.9595	0.9737	0.9343	0.0004	0.0001	1.5406e-01	4.8039e-02	9.7047e-02	5.5888e-04	9.9061e-04	2.8369e-02	1.7899e+00	9.9057e-02	1.8045e-03	3.3069e-03	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 16)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	240	255	247.88	0.007	0.332	-1.012	1.639	0.028	0.002	0	4	0	0	27	0	0	2	0	0	5	0	0.0	7.4	0.0	0.0	9.8	0.0	0.0224	0.0117	0.0094	0.0084	0.1001	0.0697	0.0589	0.0690	0.9714	0.9617	0.9342	0	2	0	0	14	0	0	2	0	0	3	0	0.0259	0.0101	0.0068	0.0080	0.0985	0.0725	0.0648	0.0746	0.9709	0.9686	0.9404	0	2	0	0	13	0	0	0	0	0	2	0	0.0186	0.0133	0.0121	0.0088	0.1019	0.0668	0.0526	0.0634	0.9719	0.9547	0.9279	0.0004	0.0001	1.2574e-01	9.1093e-02	1.4778e-01	-4.9470e-03	-1.3109e-02	5.2014e-02	1.7899e+00	9.9057e-02	1.8045e-03	6.0632e-03	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 17)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	255	270	262.98	0.007	0.332	-0.827	1.455	0.037	0.002	0	7	0	0	54	0	0	0	0	0	4	0	0.0	0.0	0.0	0.0	3.3	0.0	0.0257	0.0134	0.0153	0.0112	0.0859	0.0661	0.0561	0.0651	0.9785	0.9646	0.9438	0	1	0	0	32	0	0	0	0	0	2	0	0.0287	0.0112	0.0145	0.0091	0.0815	0.0637	0.0509	0.0670	0.9781	0.9667	0.9455	0	5	0	0	22	0	0	0	0	0	1	0	0.0226	0.0156	0.0161	0.0134	0.0902	0.0685	0.0613	0.0633	0.9788	0.9627	0.9423	0.0004	0.0001	2.6714e-01	1.2730e-01	1.8875e-01	7.1477e-02	-1.9353e-02	7.1675e-02	1.7899e+00	9.9057e-02	1.8045e-03	8.3551e-03	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 18)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	270	285	278.11	0.007	0.332	-0.636	1.264	0.034	0.002	0	3	0	0	30	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0051	0.0042	0.0038	0.0548	0.0308	0.0312	0.0291	0.9865	0.9590	0.9461	0	2	0	0	15	1	0	0	0	0	0	0	0.0055	0.0061	0.0032	0.0046	0.0646	0.0301	0.0292	0.0288	0.9869	0.9594	0.9468	0	1	0	0	15	0	0	0	0	0	0	0	0.0083	0.0040	0.0052	0.0029	0.0448	0.0316	0.0332	0.0294	0.9861	0.9586	0.9452	0.0004	0.0001	3.0343e-01	1.9333e-01	2.6152e-01	9.5940e-02	-2.8893e-02	1.0728e-01	1.7899e+00	9.9057e-02	1.8045e-03	1.2505e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 19)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	285	300	293.21	0.007	0.332	-0.453	1.080	0.035	0.004	0	0	8	0	4	63	0	0	0	0	0	3	0.0	0.0	0.0	0.0	0.0	0.5	0.0107	0.0058	0.0064	0.0056	0.0538	0.0385	0.0354	0.0378	0.9980	0.9462	0.9443	0	0	5	0	0	30	0	0	0	0	0	3	0.0132	0.0056	0.0073	0.0039	0.0485	0.0384	0.0360	0.0385	0.9980	0.9460	0.9441	0	0	3	0	4	33	0	0	0	0	0	0	0.0083	0.0060	0.0055	0.0074	0.0591	0.0386	0.0349	0.0372	0.9980	0.9464	0.9446	0.0004	0.0001	5.0724e-01	3.2238e-01	4.0016e-01	-7.2855e-02	-4.4103e-02	1.7639e-01	1.7899e+00	9.9057e-02	1.8045e-03	2.0561e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 20)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	300	315	308.36	0.007	0.332	-0.288	0.916	0.037	0.003	0	0	31	0	0	219	0	0	0	0	0	6	0.0	0.0	0.0	0.0	0.0	0.1	0.0245	0.0143	0.0133	0.0138	0.1297	0.0889	0.0840	0.0926	1.0114	0.9320	0.9427	0	0	14	0	0	104	0	0	0	0	0	2	0.0274	0.0156	0.0141	0.0130	0.1323	0.0901	0.0819	0.0920	1.0112	0.9318	0.9422	0	0	17	0	0	113	0	0	0	0	0	4	0.0215	0.0130	0.0125	0.0146	0.1271	0.0876	0.0861	0.0932	1.0117	0.9323	0.9431	0.0004	0.0001	7.0484e-01	6.0462e-01	6.9669e-01	-1.3034e-02	-6.9677e-02	3.2665e-01	1.7899e+00	9.9057e-02	1.8045e-03	3.8078e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 21)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	315	330	323.57	0.007	0.332	-0.155	0.782	0.039	0.003	0	0	65	0	0	406	0	0	2	0	0	14	0.0	0.0	0.6	0.0	0.0	0.3	0.0207	0.0146	0.0141	0.0125	0.1087	0.0738	0.0681	0.0731	1.0316	0.9125	0.9414	0	0	33	0	0	166	0	0	2	0	0	8	0.0208	0.0142	0.0145	0.0129	0.1040	0.0739	0.0688	0.0739	1.0318	0.9098	0.9387	0	0	32	0	0	233	0	0	0	0	0	5	0.0206	0.0151	0.0137	0.0122	0.1135	0.0738	0.0675	0.0722	1.0315	0.9153	0.9441	0.0004	0.0001	1.6404e+00	1.3308e+00	1.4470e+00	-3.8274e-01	-1.1496e-01	7.1162e-01	1.7899e+00	9.9057e-02	1.8045e-03	8.2952e-02	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(0, 1, 3, 22)	0.062	0.090	0.085	1.200	1.456	1.281	0.400	0.600	0.477	330	345	339.00	0.007	0.332	-0.061	0.689	0.036	0.004	0	0	3	0	0	51	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.2	0.0007	0.0006	0.0005	0.0005	0.0068	0.0049	0.0045	0.0049	1.0727	0.8701	0.9334	0	0	1	0	0	22	0	0	0	0	0	2	0.0005	0.0006	0.0005	0.0005	0.0066	0.0049	0.0043	0.0050	1.0727	0.8700	0.9333	0	0	1	0	0	27	0	0	0	0	0	0	0.0009	0.0006	0.0005	0.0005	0.0071	0.0049	0.0047	0.0049	1.0726	0.8702	0.9334	0.0004	0.0001	3.2094e+00	3.8430e+00	4.0180e+00	-7.4612e-02	-1.9893e-01	2.0401e+00	1.7899e+00	9.9057e-02	1.8045e-03	2.3782e-01	4.2653e+00	3.7493e+00	0.0000e+00	0.0000e+00	-2.333811e+00	0.000000e+00	2.4114e-04	9.5762e+01	0.0000e+00	0.000000e+00
(1, 0, 0, 4)	0.090	0.118	0.102	1.000	1.200	1.102	0.110	0.150	0.129	60	75	67.00	0.010	0.530	-0.679	1.562	0.537	0.181	0	0	0	0	41	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	7.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0077	0.0042	0.0041	0.0042	0.9556	0.9625	0.9198	0	0	0	0	24	0	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0072	0.0044	0.0040	0.0048	0.9557	0.9614	0.9187	0	0	0	0	17	0	0	0	0	0	2	0	0.0000	0.0000	0.0000	0.0000	0.0082	0.0040	0.0043	0.0036	0.9556	0.9637	0.9209	0.0001	0.0001	2.9769e+00	1.8248e+00	2.0259e+00	4.8458e-02	4.0676e-01	3.2863e-01	5.3122e+00	5.5814e-01	-3.2326e-02	6.5294e-02	3.6233e+00	6.5060e+00	0.0000e+00	0.0000e+00	-6.767676e+00	0.000000e+00	4.4988e-04	3.2541e+02	0.0000e+00	0.000000e+00
(1, 0, 0, 5)	0.090	0.118	0.102	1.000	1.200	1.102	0.110	0.150	0.129	75	90	82.06	0.010	0.530	-0.868	1.750	0.528	0.158	0	0	0	0	61	0	0	0	0	0	10	0	0.0	0.0	0.0	0.0	7.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0252	0.0141	0.0136	0.0140	0.9515	0.9647	0.9179	0	0	0	0	38	0	0	0	0	0	4	0	0.0000	0.0000	0.0000	0.0000	0.0247	0.0144	0.0140	0.0136	0.9511	0.9651	0.9180	0	0	0	0	23	0	0	0	0	0	6	0	0.0000	0.0000	0.0000	0.0000	0.0257	0.0139	0.0131	0.0143	0.9519	0.9643	0.9179	0.0001	0.0001	1.5053e+00	1.2438e+00	1.5036e+00	2.9723e-01	3.0559e-01	2.2946e-01	5.3122e+00	5.5814e-01	-3.2326e-02	4.5592e-02	3.6233e+00	6.5060e+00	0.0000e+00	0.0000e+00	-6.767676e+00	0.000000e+00	4.4988e-04	3.2541e+02	0.0000e+00	0.000000e+00
