campaign_key,campaign_label,iq2,ixb,it,iphi,Q2_low_GeV2,Q2_high_GeV2,Q2_flux_coordinate_GeV2,xB_low,xB_high,xB_flux_coordinate,beam_energy_GeV,virtual_photon_epsilon,minus_t_low_GeV2,minus_t_high_GeV2,minus_t_center_GeV2,phi_low_deg,phi_high_deg,phi_center_deg,reduced_cross_section_nb_per_GeV2_rad,propagated_statistical_and_finite_MC_uncertainty_nb_per_GeV2_rad,relative_uncertainty,combination_contributor_count,torus_plus1_BLUE_weight,torus_minus1_BLUE_weight
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,2,14,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.2,0.3,0.25,252,270,261,53.00365864034806,4.935352182012074,0.09311342478262676,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,2,15,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.2,0.3,0.25,270,288,279,66.80415934286975,7.407051197500691,0.1108770961323574,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,2,16,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.2,0.3,0.25,288,306,297,55.1480035860337,11.35425343173761,0.2058869350369936,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,3,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,54,72,63,53.15494916805674,9.679686768360767,0.1821032080711261,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,4,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,72,90,81,43.85875060709959,7.074043345935833,0.1612914925303578,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,5,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,90,108,99,45.91416621452831,5.736462542707983,0.1249388373057907,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,6,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,108,126,117,42.25832445209667,4.666848436113656,0.1104361920786499,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,7,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,126,144,135,32.73424978273891,3.040090283246787,0.09287184839806091,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,8,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,144,162,153,21.54078271074263,2.004456382154023,0.09305401800252959,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,9,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,162,180,171,16.14522750809619,1.770494175410155,0.1096605281357802,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,10,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,180,198,189,14.33217053767535,2.369691135951055,0.165340701865205,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,11,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,198,216,207,19.18171765003369,2.862577151530986,0.1492346620755289,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,12,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,216,234,225,30.37206650638516,3.816329368585861,0.1256526080562727,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,13,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,234,252,243,33.13642673577084,3.387978823637966,0.1022433363335654,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,14,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,252,270,261,38.73067309996619,3.675616031984529,0.09490194044646585,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,15,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,270,288,279,41.06412983979307,4.352740865874712,0.1059986144320219,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,3,16,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.3,0.4,0.35,288,306,297,48.07255093287485,7.827594675740055,0.1628287770014527,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,2,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,36,54,45,23.90345760036764,7.819803765077102,0.327141114721279,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,3,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,54,72,63,26.46588166622573,3.161530903463626,0.1194568517812952,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,4,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,72,90,81,26.15603394212452,3.084375508819549,0.1179221404760504,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,5,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,90,108,99,27.30485979646675,2.839926370381119,0.1040080920228203,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,6,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,108,126,117,17.61603463781369,1.932054342365603,0.1096758937007511,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,7,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,126,144,135,21.22803371581385,1.675989369505491,0.07895170094142825,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,8,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,144,162,153,14.58596626444712,1.189526931038187,0.08155283712246238,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,9,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,162,180,171,11.10806241804002,1.066615230006525,0.09602171736758436,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,10,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,180,198,189,10.71716701915321,1.341595457831077,0.1251819119207008,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,11,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,198,216,207,16.91726601764749,1.508909220171284,0.08919344405870568,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,12,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,216,234,225,15.39090328156366,1.763133082609484,0.1145568294696188,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,13,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,234,252,243,24.07921502901835,1.918847714780502,0.07968896463061856,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,14,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,252,270,261,27.35671004334322,1.752078339563534,0.06404565230203445,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,15,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,270,288,279,29.27735270619656,2.42231384609297,0.08273677850594351,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,4,16,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.4,0.6,0.5,288,306,297,26.21482680784646,3.215302417734956,0.1226520564603758,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,2,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,36,54,45,8.249396143908299,1.647494325094866,0.1997108996046269,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,3,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,54,72,63,11.62124148443997,1.273187679291647,0.1095569420011069,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,4,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,72,90,81,10.71887322935409,1.124891332614455,0.1049449236449492,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,5,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,90,108,99,11.40624915102799,1.114598693796603,0.09771824892113198,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,6,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,108,126,117,10.98918918348348,1.088344070642295,0.09903770446304205,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,7,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,126,144,135,9.339530640556474,0.770024451763946,0.08244787467371764,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,8,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,144,162,153,8.389858743314733,0.6364122471459845,0.0758549418550217,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,9,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,162,180,171,6.887308299216548,0.6512833109800882,0.09456282232264433,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,10,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,180,198,189,6.095365768793874,0.6851504011632435,0.1124051332031578,,,
rgk6535,"RGK Fall 2018, 6.535 GeV, torus+1",0,1,5,11,1,1.5,1.183757062146893,0.1,0.15,0.1321327683615819,6.535,0.4832631687963477,0.6,1,0.8,198,216,207,7.045219150694172,0.7108648266387371,0.1009003143030256,,,
