group,period,stage,stage label,ratio_to_group,ratio_to_all,abs_frac_dev,abs_frac_dev_all,bin index,xB index,Q2 index,t_abs index,phi index,xBavg,Q2avg,t_abs_avg,phiavg
inbending,Sp19 Inb,raw_eppi0_over_lumi,raw epπ0 / L,6.512223276929741,5.077005917592126,5.512223276929741,4.077005917592126,765,,,,,,,,
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.473942553538177,5.978162970496024,5.473942553538177,4.978162970496024,1107,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.473049523935896,8.596958229288543,5.473049523935896,7.596958229288543,1736,,,,,,,,
inbending,Fa18 Inb,contamination_ratio,π0 contam.,6.433196041611655,5.35569769699293,5.433196041611655,4.35569769699293,2259,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.42068707506755,5.0190030221247905,5.42068707506755,4.0190030221247905,711,,,,,,,,
outbending,Fa18 Out,contamination_ratio,π0 contam.,6.382789382353012,2.5277454279391103,5.382789382353012,1.5277454279391103,2603,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.3637198930242045,4.670705452892227,5.3637198930242045,3.6707054528922267,1131,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.346332041644222,15.233225564605432,5.346332041644222,14.233225564605432,1150,,,,,,,,
outbending,Sp18 Out,contamination_ratio,π0 contam.,6.319965033342823,5.336503331061953,5.319965033342823,4.336503331061953,1150,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.308872029455947,4.908700338664219,5.308872029455947,3.908700338664219,1743,,,,,,,,
outbending,Sp18 Out,normalized_raw_eppi0,eff. corr. raw epπ0 / L,6.26981016215491,6.26981016215491,5.26981016215491,5.26981016215491,134,,,,,,,,
outbending,Sp18 Out,normalized_raw_eppi0,eff. corr. raw epπ0 / L,6.26981016215491,1.912226427184597,5.26981016215491,0.912226427184597,2366,,,,,,,,
outbending,Sp18 Out,normalized_raw_eppi0,eff. corr. raw epπ0 / L,6.269773741291073,6.269773741291073,5.269773741291073,5.269773741291073,519,,,,,,,,
inbending,Sp18 Inb,contamination_ratio,π0 contam.,6.209219990408441,9.792337290989938,5.209219990408441,8.792337290989938,1873,,,,,,,,
