# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
121.886698 1.300305 0.192750 -0.245188 6.535 0.223336 0.080827
141.990767 1.300706 0.185378 -0.256811 6.535 0.107151 0.093951
166.912555 1.298067 0.180048 -0.259088 6.535 0.004513 0.132301
192.469357 1.305038 0.183300 -0.266148 6.535 -0.052448 0.106019
218.406958 1.296479 0.183960 -0.256152 6.535 -0.095421 0.081919
237.473682 1.297324 0.191962 -0.244830 6.535 -0.159546 0.073944
256.137444 1.302568 0.201782 -0.238700 6.535 -0.325899 0.073172
273.598649 1.300311 0.205763 -0.229410 6.535 -0.271002 0.046100
291.276268 1.298137 0.207791 -0.224928 6.535 -0.322833 0.043484
307.996947 1.295034 0.211202 -0.214826 6.535 -0.280820 0.057645
323.119877 1.297385 0.210879 -0.214558 6.535 -0.187254 0.043060
337.512202 1.292368 0.214053 -0.215189 6.535 -0.141294 0.053741
352.168076 1.291050 0.218710 -0.215111 6.535 -0.063390 0.036871
6.308011 1.289901 0.242101 -0.391470 6.535 0.003522 0.176943
23.783548 1.289706 0.225309 -0.406799 6.535 0.109002 0.045744
37.302448 1.293972 0.211334 -0.410076 6.535 0.158190 0.067237
51.994364 1.296868 0.212829 -0.405275 6.535 0.234769 0.054661
68.254184 1.302492 0.212645 -0.402983 6.535 0.249108 0.059214
86.658623 1.294607 0.219663 -0.404874 6.535 0.312092 0.075979
104.920611 1.291465 0.217355 -0.404758 6.535 0.127215 0.091038
122.324964 1.293893 0.209476 -0.409438 6.535 0.012410 0.092701
142.371959 1.294179 0.201638 -0.412629 6.535 0.018607 0.091296
167.754812 1.291417 0.198623 -0.419013 6.535 0.184895 0.111909
193.179904 1.296163 0.196442 -0.404867 6.535 -0.198361 0.118034
216.676204 1.295850 0.201315 -0.415388 6.535 0.037132 0.099571
237.841275 1.296264 0.210771 -0.404367 6.535 -0.153215 0.096795
255.518325 1.296790 0.222300 -0.409552 6.535 -0.068916 0.082103
273.437472 1.291954 0.216653 -0.407214 6.535 -0.107574 0.068583
291.444960 1.296511 0.216838 -0.403303 6.535 -0.173957 0.061029
307.952115 1.293197 0.213655 -0.405204 6.535 -0.214737 0.081840
322.833971 1.290812 0.216470 -0.406335 6.535 -0.202449 0.110882
337.781861 1.294280 0.227676 -0.397844 6.535 -0.167281 0.102021
352.247502 1.289659 0.241701 -0.397142 6.535 -0.132116 0.463242
6.516393 1.285944 0.248560 -0.550336 6.535 0.037522 0.194622
24.315163 1.284458 0.233861 -0.578052 6.535 0.078736 0.297162
36.674233 1.293742 0.219559 -0.573255 6.535 0.140334 0.049130
51.603574 1.294467 0.218493 -0.567813 6.535 0.116149 0.058903
67.905103 1.298614 0.213131 -0.571382 6.535 0.053744 0.068670
87.380840 1.296038 0.215817 -0.578267 6.535 0.218763 0.105345
104.403660 1.294664 0.221860 -0.564897 6.535 -0.067555 0.108049
123.510267 1.281080 0.225889 -0.571422 6.535 0.028078 0.116091
142.885787 1.293004 0.221421 -0.589991 6.535 0.152381 0.153200
166.936355 1.281911 0.217795 -0.571181 6.535 -0.115999 0.169690
192.379343 1.292349 0.212681 -0.579622 6.535 -0.043027 0.142644
215.795923 1.286848 0.226633 -0.579628 6.535 -0.076172 0.116929
236.963099 1.288117 0.223375 -0.578100 6.535 -0.256380 0.165974
255.019802 1.292325 0.219591 -0.565973 6.535 -0.115424 0.139457
273.016070 1.293977 0.220762 -0.574172 6.535 -0.241512 0.084152
291.863541 1.290902 0.221438 -0.574499 6.535 -0.221601 0.083918
308.066030 1.297838 0.209633 -0.571157 6.535 -0.227669 0.074307
322.753962 1.293060 0.213008 -0.578256 6.535 -0.207318 0.068775
336.123082 1.284102 0.234706 -0.573640 6.535 -0.122899 0.294630
351.716662 1.297968 0.255009 -0.544460 6.535 0.028301 0.341083
20.730000 1.366963 0.133111 -0.485012 6.535 2.583069 12.055561
23.980097 1.291505 0.237090 -0.789540 6.535 0.073583 0.098071
36.599723 1.290092 0.225199 -0.780820 6.535 0.147463 0.063684
51.983367 1.296930 0.222306 -0.778610 6.535 0.161122 0.081817
68.727747 1.298959 0.217299 -0.765225 6.535 0.239235 0.109010
86.744848 1.290056 0.224914 -0.793209 6.535 -0.041158 0.107831
104.172979 1.285425 0.225477 -0.794046 6.535 0.109824 0.123761
122.623765 1.262107 0.261275 -0.797425 6.535 -0.166315 0.349550
144.383659 1.290914 0.237275 -0.789804 6.535 0.120552 0.165693
167.694225 1.290101 0.226421 -0.799094 6.535 -0.085143 0.138291
192.424943 1.287842 0.224848 -0.793865 6.535 0.036537 0.139558
216.527538 1.296476 0.235159 -0.785623 6.535 0.107916 0.212015
236.519511 1.273740 0.250716 -0.845459 6.535 0.096143 0.365869
255.460540 1.283897 0.226909 -0.810498 6.535 0.110381 0.175940
272.734756 1.295379 0.227743 -0.791415 6.535 -0.123859 0.115777
292.062404 1.297734 0.221637 -0.790460 6.535 -0.265123 0.090180
308.526257 1.291966 0.218014 -0.790806 6.535 -0.021753 0.061216
322.916462 1.292299 0.214988 -0.793187 6.535 -0.120159 0.091977
335.613419 1.282467 0.232390 -0.796887 6.535 -0.031539 0.244559
333.141892 1.357889 0.100189 -1.108454 6.535 4.093562 26.061046
6.868400 1.289145 0.219092 -1.564080 6.535 -0.028076 0.168882
22.266750 1.288169 0.221721 -1.352420 6.535 0.036424 0.044528
36.018363 1.296817 0.214852 -1.288281 6.535 -0.115366 0.080097
52.157896 1.292012 0.218224 -1.315756 6.535 0.047835 0.082318
68.440743 1.291725 0.216757 -1.371315 6.535 0.029964 0.138809
87.548453 1.280127 0.243815 -1.340401 6.535 0.082318 0.394992
108.388368 1.303384 0.303954 -1.457189 6.535 -0.065397 0.937405
125.554121 1.268704 0.270247 -1.177791 6.535 -0.106266 0.433290
143.539724 1.290647 0.224698 -1.230831 6.535 0.374546 0.365088
168.052015 1.300254 0.211121 -1.223498 6.535 -0.022778 0.181411
192.561147 1.299616 0.214488 -1.296385 6.535 0.294251 0.368397
214.871257 1.291768 0.227149 -1.249177 6.535 -0.163535 0.270718
234.585650 1.238285 0.285578 -1.257621 6.535 -0.724486 2.210398
249.252949 1.224151 0.331813 -1.716103 6.535 -0.214446 1.805756
272.189557 1.299762 0.231877 -1.367060 6.535 0.310487 0.610032
292.226296 1.295525 0.223730 -1.313291 6.535 0.109519 0.144689
307.676816 1.292102 0.218714 -1.244709 6.535 -0.061610 0.073029
322.817626 1.294053 0.220987 -1.245562 6.535 -0.063561 0.050366
338.015789 1.287974 0.221937 -1.365218 6.535 0.015052 0.063541
351.117033 1.285598 0.222044 -1.542207 6.535 -0.024602 0.037701
7.141420 1.671022 0.235426 -0.213352 6.535 0.063137 0.124900
22.357570 1.675991 0.234117 -0.213996 6.535 0.112659 0.148501
37.883605 1.692581 0.223792 -0.227503 6.535 0.204506 0.044377
52.351533 1.710356 0.214237 -0.228901 6.535 0.268015 0.089891
68.363717 1.717230 0.212380 -0.228960 6.535 0.286811 0.034430
86.198021 1.707571 0.210389 -0.233985 6.535 0.312795 0.034173
104.482663 1.708671 0.206582 -0.240137 6.535 0.280173 0.039363
122.334314 1.681377 0.198296 -0.243876 6.535 0.156236 0.050667
142.519139 1.663432 0.193656 -0.247603 6.535 0.150704 0.058612
167.543384 1.640772 0.189674 -0.251910 6.535 0.094171 0.071939
193.348077 1.657473 0.190356 -0.254374 6.535 -0.033133 0.066941
