# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
53.57 1.63 0.185 0.15 5.75 0.3407 0.1531
67.33 1.63 0.185 0.15 5.75 0.1929 0.1054
82.07 1.63 0.185 0.15 5.75 0.2772 0.0848
97.14 1.63 0.185 0.15 5.75 0.1812 0.0739
112.21 1.63 0.185 0.15 5.75 0.2837 0.0695
127.27 1.63 0.185 0.15 5.75 0.0873 0.0688
142.33 1.63 0.185 0.15 5.75 0.0945 0.049
157.4 1.63 0.185 0.15 5.75 0.0714 0.0483
172.47 1.63 0.185 0.15 5.75 0.0617 0.0567
187.53 1.63 0.185 0.15 5.75 0.0003 0.0564
202.6 1.63 0.185 0.15 5.75 -0.0347 0.0489
217.67 1.63 0.185 0.15 5.75 -0.1087 0.0561
232.73 1.63 0.185 0.15 5.75 -0.0994 0.0635
247.79 1.63 0.185 0.15 5.75 -0.1766 0.0758
262.86 1.63 0.185 0.15 5.75 -0.1037 0.0645
277.93 1.63 0.185 0.15 5.75 -0.1502 0.0767
292.67 1.63 0.185 0.15 5.75 -0.3623 0.1124
306.43 1.63 0.185 0.15 5.75 -0.4212 0.1467
54.03 1.63 0.185 0.2 5.75 0.4572 0.1311
67.05 1.63 0.185 0.2 5.75 0.2306 0.0805
82.04 1.63 0.185 0.2 5.75 0.1525 0.0654
97.12 1.63 0.185 0.2 5.75 0.136 0.0524
112.19 1.63 0.185 0.2 5.75 0.1083 0.0465
127.26 1.63 0.185 0.2 5.75 -0.0134 0.0485
142.33 1.63 0.185 0.2 5.75 -0.0083 0.0412
157.4 1.63 0.185 0.2 5.75 0.0008 0.0314
172.47 1.63 0.185 0.2 5.75 0.0531 0.0365
187.53 1.63 0.185 0.2 5.75 0.0374 0.0424
202.6 1.63 0.185 0.2 5.75 -0.0173 0.0373
217.67 1.63 0.185 0.2 5.75 -0.0095 0.04
232.74 1.63 0.185 0.2 5.75 -0.0076 0.0519
247.81 1.63 0.185 0.2 5.75 -0.1507 0.0581
262.88 1.63 0.185 0.2 5.75 -0.0735 0.0518
277.96 1.63 0.185 0.2 5.75 -0.1693 0.0629
292.95 1.63 0.185 0.2 5.75 -0.1302 0.0896
305.97 1.63 0.185 0.2 5.75 -0.344 0.1189
53.76 1.63 0.185 0.26 5.75 0.3045 0.0846
66.9 1.63 0.185 0.26 5.75 0.1466 0.0606
82.01 1.63 0.185 0.26 5.75 0.0936 0.0442
97.1 1.63 0.185 0.26 5.75 0.1679 0.0332
112.18 1.63 0.185 0.26 5.75 0.0516 0.0308
127.25 1.63 0.185 0.26 5.75 0.0409 0.0349
142.32 1.63 0.185 0.26 5.75 -0.0055 0.0283
157.4 1.63 0.185 0.26 5.75 0.0245 0.0267
172.47 1.63 0.185 0.26 5.75 0.0132 0.0279
187.53 1.63 0.185 0.26 5.75 0.0571 0.0267
202.6 1.63 0.185 0.26 5.75 -0.0418 0.0289
217.68 1.63 0.185 0.26 5.75 0.0047 0.0253
232.75 1.63 0.185 0.26 5.75 -0.0178 0.0321
247.82 1.63 0.185 0.26 5.75 -0.0027 0.0331
262.9 1.63 0.185 0.26 5.75 -0.0836 0.0341
277.99 1.63 0.185 0.26 5.75 -0.0967 0.0365
293.1 1.63 0.185 0.26 5.75 -0.0797 0.0564
306.24 1.63 0.185 0.26 5.75 -0.2284 0.0855
53.05 1.63 0.185 0.34 5.75 0.0725 0.0517
66.88 1.63 0.185 0.34 5.75 0.0691 0.0342
81.99 1.63 0.185 0.34 5.75 0.0411 0.0309
97.09 1.63 0.185 0.34 5.75 0.0509 0.0239
112.17 1.63 0.185 0.34 5.75 -0.0186 0.0185
127.25 1.63 0.185 0.34 5.75 0.0354 0.0224
142.32 1.63 0.185 0.34 5.75 0.0332 0.0159
157.39 1.63 0.185 0.34 5.75 0.0095 0.0171
172.46 1.63 0.185 0.34 5.75 0.0375 0.019
187.54 1.63 0.185 0.34 5.75 0.0097 0.0183
202.61 1.63 0.185 0.34 5.75 -0.0424 0.0168
217.68 1.63 0.185 0.34 5.75 -0.0397 0.0164
232.75 1.63 0.185 0.34 5.75 -0.0104 0.0209
247.83 1.63 0.185 0.34 5.75 -0.0352 0.0242
262.91 1.63 0.185 0.34 5.75 -0.0412 0.0205
278.01 1.63 0.185 0.34 5.75 -0.1186 0.0277
293.12 1.63 0.185 0.34 5.75 -0.0622 0.0401
306.95 1.63 0.185 0.34 5.75 -0.1207 0.0525
51.94 1.63 0.185 0.45 5.75 0.0589 0.0257
66.86 1.63 0.185 0.45 5.75 0.0635 0.0247
81.98 1.63 0.185 0.45 5.75 0.0104 0.018
97.08 1.63 0.185 0.45 5.75 0.0253 0.0151
112.16 1.63 0.185 0.45 5.75 0.0064 0.0111
127.24 1.63 0.185 0.45 5.75 0.0178 0.014
142.32 1.63 0.185 0.45 5.75 -0.0046 0.0122
157.39 1.63 0.185 0.45 5.75 -0.0042 0.0096
172.47 1.63 0.185 0.45 5.75 0.0005 0.0114
187.53 1.63 0.185 0.45 5.75 -0.0036 0.0134
202.61 1.63 0.185 0.45 5.75 -0.0029 0.0116
217.68 1.63 0.185 0.45 5.75 -0.0048 0.0103
232.76 1.63 0.185 0.45 5.75 -0.0198 0.0105
247.84 1.63 0.185 0.45 5.75 0.0041 0.0154
262.92 1.63 0.185 0.45 5.75 -0.025 0.0121
278.02 1.63 0.185 0.45 5.75 -0.0606 0.0163
293.14 1.63 0.185 0.45 5.75 -0.0636 0.0231
308.06 1.63 0.185 0.45 5.75 -0.061 0.032
7.48 1.64 0.214 0.11 5.75 -0.0113 0.1388
22.34 1.64 0.214 0.11 5.75 0.1744 0.1064
37.19 1.64 0.214 0.11 5.75 -0.0076 0.0908
52.16 1.64 0.214 0.11 5.75 0.3157 0.0938
67.15 1.64 0.214 0.11 5.75 0.2236 0.0881
82.16 1.64 0.214 0.11 5.75 0.2176 0.0695
97.19 1.64 0.214 0.11 5.75 0.1923 0.058
112.23 1.64 0.214 0.11 5.75 0.0658 0.0521
127.27 1.64 0.214 0.11 5.75 0.1421 0.0756
142.33 1.64 0.214 0.11 5.75 0.1201 0.0504
157.39 1.64 0.214 0.11 5.75 0.0063 0.0441
172.46 1.64 0.214 0.11 5.75 -0.0057 0.048
187.54 1.64 0.214 0.11 5.75 -0.0857 0.0592
202.61 1.64 0.214 0.11 5.75 -0.0678 0.041
217.67 1.64 0.214 0.11 5.75 -0.0448 0.053
232.73 1.64 0.214 0.11 5.75 -0.0624 0.0654
247.77 1.64 0.214 0.11 5.75 -0.0765 0.0526
262.81 1.64 0.214 0.11 5.75 -0.1284 0.0587
277.84 1.64 0.214 0.11 5.75 -0.1167 0.0685
292.85 1.64 0.214 0.11 5.75 -0.1028 0.0935
307.84 1.64 0.214 0.11 5.75 -0.5196 0.1016
322.81 1.64 0.214 0.11 5.75 -0.2769 0.0999
337.66 1.64 0.214 0.11 5.75 -0.4225 0.1152
352.52 1.64 0.214 0.11 5.75 -0.0413 0.1355
7.71 1.64 0.214 0.15 5.75 -0.068 0.1244
22.63 1.64 0.214 0.15 5.75 0.2299 0.0879
37.13 1.64 0.214 0.15 5.75 0.2317 0.0667
52.04 1.64 0.214 0.15 5.75 0.2038 0.0625
67.07 1.64 0.214 0.15 5.75 0.1397 0.0641
82.1 1.64 0.214 0.15 5.75 0.2186 0.0591
97.15 1.64 0.214 0.15 5.75 0.0637 0.0427
112.2 1.64 0.214 0.15 5.75 0.0714 0.0366
127.26 1.64 0.214 0.15 5.75 0.0876 0.0382
142.32 1.64 0.214 0.15 5.75 0.0062 0.0356
157.39 1.64 0.214 0.15 5.75 0.0041 0.0329
172.46 1.64 0.214 0.15 5.75 0.0095 0.0281
187.54 1.64 0.214 0.15 5.75 0.0008 0.0336
202.61 1.64 0.214 0.15 5.75 -0.0465 0.0283
217.68 1.64 0.214 0.15 5.75 -0.0201 0.0277
232.74 1.64 0.214 0.15 5.75 -0.0667 0.0407
247.8 1.64 0.214 0.15 5.75 -0.0144 0.04
262.85 1.64 0.214 0.15 5.75 -0.0871 0.0386
277.9 1.64 0.214 0.15 5.75 -0.1791 0.0491
292.93 1.64 0.214 0.15 5.75 -0.1057 0.0699
307.96 1.64 0.214 0.15 5.75 -0.1784 0.0724
322.87 1.64 0.214 0.15 5.75 -0.2416 0.0699
337.37 1.64 0.214 0.15 5.75 -0.2574 0.086
352.29 1.64 0.214 0.15 5.75 -0.0927 0.1241
8.26 1.64 0.214 0.2 5.75 -0.1385 0.2007
23.48 1.64 0.214 0.2 5.75 0.185 0.1113
37.27 1.64 0.214 0.2 5.75 0.1832 0.0626
51.94 1.64 0.214 0.2 5.75 0.0916 0.0528
66.99 1.64 0.214 0.2 5.75 -0.0161 0.0501
82.05 1.64 0.214 0.2 5.75 0.0949 0.0442
97.12 1.64 0.214 0.2 5.75 0.0135 0.0321
112.18 1.64 0.214 0.2 5.75 0.0738 0.0295
127.25 1.64 0.214 0.2 5.75 0.0191 0.0293
142.32 1.64 0.214 0.2 5.75 0.0079 0.03
157.39 1.64 0.214 0.2 5.75 0.0001 0.0222
172.46 1.64 0.214 0.2 5.75 0.0124 0.0309
187.54 1.64 0.214 0.2 5.75 0.0162 0.0287
202.61 1.64 0.214 0.2 5.75 0.0036 0.0256
217.68 1.64 0.214 0.2 5.75 -0.0272 0.0221
232.75 1.64 0.214 0.2 5.75 -0.0073 0.0368
247.82 1.64 0.214 0.2 5.75 -0.0097 0.0318
262.88 1.64 0.214 0.2 5.75 -0.0662 0.0302
277.95 1.64 0.214 0.2 5.75 -0.1101 0.0383
293.01 1.64 0.214 0.2 5.75 -0.0853 0.0532
308.06 1.64 0.214 0.2 5.75 -0.1217 0.0629
322.73 1.64 0.214 0.2 5.75 -0.2256 0.0664
336.52 1.64 0.214 0.2 5.75 -0.0529 0.1029
351.74 1.64 0.214 0.2 5.75 -0.2864 0.2071
25.19 1.64 0.214 0.26 5.75 0.2719 0.1556
37.58 1.64 0.214 0.26 5.75 0.1472 0.0517
51.84 1.64 0.214 0.26 5.75 0.1266 0.037
66.93 1.64 0.214 0.26 5.75 0.0469 0.0337
82.01 1.64 0.214 0.26 5.75 0.0845 0.0286
97.09 1.64 0.214 0.26 5.75 0.0531 0.0229
112.16 1.64 0.214 0.26 5.75 0.045 0.0208
127.24 1.64 0.214 0.26 5.75 0.0347 0.0201
142.31 1.64 0.214 0.26 5.75 0.0348 0.0203
157.39 1.64 0.214 0.26 5.75 0.0047 0.0183
172.46 1.64 0.214 0.26 5.75 0.0102 0.0216
187.54 1.64 0.214 0.26 5.75 -0.0003 0.0279
202.61 1.64 0.214 0.26 5.75 -0.0215 0.017
217.69 1.64 0.214 0.26 5.75 -0.0218 0.0207
232.76 1.64 0.214 0.26 5.75 0.0072 0.0186
247.84 1.64 0.214 0.26 5.75 -0.0273 0.0231
262.91 1.64 0.214 0.26 5.75 -0.042 0.0212
277.99 1.64 0.214 0.26 5.75 -0.1089 0.023
293.07 1.64 0.214 0.26 5.75 -0.0599 0.0352
308.16 1.64 0.214 0.26 5.75 -0.0533 0.0431
322.42 1.64 0.214 0.26 5.75 -0.131 0.0498
334.81 1.64 0.214 0.26 5.75 -0.2528 0.1148
37.97 1.64 0.214 0.34 5.75 0.131 0.0405
51.74 1.64 0.214 0.34 5.75 0.0189 0.0259
66.87 1.64 0.214 0.34 5.75 0.0553 0.0232
81.97 1.64 0.214 0.34 5.75 0.0704 0.0222
97.06 1.64 0.214 0.34 5.75 0.0315 0.016
112.15 1.64 0.214 0.34 5.75 0.004 0.0137
127.23 1.64 0.214 0.34 5.75 0.0248 0.0161
142.31 1.64 0.214 0.34 5.75 0.0127 0.0184
157.38 1.64 0.214 0.34 5.75 0.0183 0.0243
172.46 1.64 0.214 0.34 5.75 -0.0003 0.0288
202.62 1.64 0.214 0.34 5.75 -0.0321 0.023
217.69 1.64 0.214 0.34 5.75 -0.0208 0.0207
232.77 1.64 0.214 0.34 5.75 -0.0224 0.0156
247.85 1.64 0.214 0.34 5.75 -0.0095 0.016
262.94 1.64 0.214 0.34 5.75 -0.0517 0.0145
278.03 1.64 0.214 0.34 5.75 -0.035 0.0173
293.13 1.64 0.214 0.34 5.75 -0.1398 0.0274
308.26 1.64 0.214 0.34 5.75 -0.0996 0.0338
322.03 1.64 0.214 0.34 5.75 -0.1253 0.041
38.02 1.64 0.214 0.45 5.75 0.0403 0.0272
51.66 1.64 0.214 0.45 5.75 0.0082 0.0167
66.82 1.64 0.214 0.45 5.75 0.0723 0.016
81.94 1.64 0.214 0.45 5.75 0.0092 0.0128
97.04 1.64 0.214 0.45 5.75 0.0086 0.0091
112.13 1.64 0.214 0.45 5.75 0.0113 0.009
127.22 1.64 0.214 0.45 5.75 0.0041 0.0135
217.7 1.64 0.214 0.45 5.75 -0.0081 0.0138
232.78 1.64 0.214 0.45 5.75 -0.042 0.0162
247.87 1.64 0.214 0.45 5.75 -0.0249 0.0102
262.96 1.64 0.214 0.45 5.75 -0.0027 0.0082
278.06 1.64 0.214 0.45 5.75 -0.0302 0.0108
293.18 1.64 0.214 0.45 5.75 -0.0254 0.014
308.34 1.64 0.214 0.45 5.75 -0.084 0.0222
321.98 1.64 0.214 0.45 5.75 -0.0445 0.0303
23.16 1.88 0.215 0.11 5.75 0.0481 0.2377
37.96 1.88 0.215 0.11 5.75 0.5076 0.1717
52.73 1.88 0.215 0.11 5.75 0.3008 0.1238
67.28 1.88 0.215 0.11 5.75 0.302 0.1066
82.17 1.88 0.215 0.11 5.75 0.0982 0.0797
97.2 1.88 0.215 0.11 5.75 0.1937 0.0682
112.25 1.88 0.215 0.11 5.75 0.1082 0.0767
127.3 1.88 0.215 0.11 5.75 0.0843 0.068
142.35 1.88 0.215 0.11 5.75 -0.0078 0.0627
157.41 1.88 0.215 0.11 5.75 0.1598 0.0535
172.47 1.88 0.215 0.11 5.75 -0.0783 0.0613
202.59 1.88 0.215 0.11 5.75 -0.0637 0.0529
217.65 1.88 0.215 0.11 5.75 0.0391 0.0592
232.7 1.88 0.215 0.11 5.75 -0.0989 0.0664
247.75 1.88 0.215 0.11 5.75 -0.1253 0.0617
262.8 1.88 0.215 0.11 5.75 -0.1984 0.0702
277.83 1.88 0.215 0.11 5.75 -0.2933 0.0898
292.72 1.88 0.215 0.11 5.75 -0.286 0.1101
307.27 1.88 0.215 0.11 5.75 -0.2495 0.1263
322.04 1.88 0.215 0.11 5.75 -0.2415 0.1642
336.84 1.88 0.215 0.11 5.75 0.1109 0.2454
38.98 1.88 0.215 0.15 5.75 0.4769 0.1549
52.95 1.88 0.215 0.15 5.75 0.2021 0.0988
67.13 1.88 0.215 0.15 5.75 0.2621 0.0795
82.11 1.88 0.215 0.15 5.75 0.1151 0.0603
97.16 1.88 0.215 0.15 5.75 0.1474 0.0439
112.22 1.88 0.215 0.15 5.75 0.132 0.0474
127.28 1.88 0.215 0.15 5.75 0.001 0.0451
142.34 1.88 0.215 0.15 5.75 -0.0202 0.0379
157.4 1.88 0.215 0.15 5.75 0.0461 0.0362
172.47 1.88 0.215 0.15 5.75 -0.0054 0.0407
187.53 1.88 0.215 0.15 5.75 -0.0074 0.0393
202.6 1.88 0.215 0.15 5.75 -0.0481 0.0316
217.66 1.88 0.215 0.15 5.75 0.0132 0.0371
232.72 1.88 0.215 0.15 5.75 -0.0499 0.0511
247.78 1.88 0.215 0.15 5.75 -0.0546 0.0473
262.84 1.88 0.215 0.15 5.75 -0.0987 0.0463
277.89 1.88 0.215 0.15 5.75 -0.1522 0.0592
292.87 1.88 0.215 0.15 5.75 -0.3247 0.0805
307.05 1.88 0.215 0.15 5.75 -0.1062 0.1063
321.02 1.88 0.215 0.15 5.75 -0.3477 0.1312
53.14 1.88 0.215 0.2 5.75 0.2573 0.079
66.99 1.88 0.215 0.2 5.75 0.0387 0.0565
82.06 1.88 0.215 0.2 5.75 0.1369 0.0488
97.14 1.88 0.215 0.2 5.75 0.0218 0.0366
112.2 1.88 0.215 0.2 5.75 0.01 0.0347
127.27 1.88 0.215 0.2 5.75 0.0634 0.0367
142.33 1.88 0.215 0.2 5.75 0.0328 0.0304
157.4 1.88 0.215 0.2 5.75 0.0639 0.0254
172.47 1.88 0.215 0.2 5.75 -0.0307 0.032
187.53 1.88 0.215 0.2 5.75 -0.0813 0.0326
202.6 1.88 0.215 0.2 5.75 -0.0242 0.0246
217.67 1.88 0.215 0.2 5.75 -0.0197 0.0275
232.73 1.88 0.215 0.2 5.75 -0.0106 0.0391
247.8 1.88 0.215 0.2 5.75 -0.0691 0.0377
262.86 1.88 0.215 0.2 5.75 -0.1147 0.0404
277.94 1.88 0.215 0.2 5.75 -0.0657 0.0486
293.01 1.88 0.215 0.2 5.75 -0.1703 0.061
306.86 1.88 0.215 0.2 5.75 -0.0919 0.075
53.05 1.88 0.215 0.26 5.75 0.1637 0.0494
66.93 1.88 0.215 0.26 5.75 0.0663 0.0386
82.03 1.88 0.215 0.26 5.75 0.0797 0.0322
97.12 1.88 0.215 0.26 5.75 0.0594 0.026
112.19 1.88 0.215 0.26 5.75 0.0308 0.0208
127.26 1.88 0.215 0.26 5.75 0.0518 0.0237
142.33 1.88 0.215 0.26 5.75 -0.0065 0.0213
157.4 1.88 0.215 0.26 5.75 0.0149 0.0153
172.47 1.88 0.215 0.26 5.75 0.0096 0.0218
187.53 1.88 0.215 0.26 5.75 -0.0229 0.0212
202.6 1.88 0.215 0.26 5.75 -0.0129 0.0199
217.67 1.88 0.215 0.26 5.75 -0.0187 0.0197
232.74 1.88 0.215 0.26 5.75 0.0144 0.0245
247.81 1.88 0.215 0.26 5.75 -0.0549 0.0275
262.88 1.88 0.215 0.26 5.75 -0.0579 0.0236
277.97 1.88 0.215 0.26 5.75 -0.0444 0.0306
293.07 1.88 0.215 0.26 5.75 -0.0944 0.0404
306.95 1.88 0.215 0.26 5.75 -0.1222 0.0553
52.72 1.88 0.215 0.34 5.75 0.085 0.03
66.9 1.88 0.215 0.34 5.75 0.0346 0.0265
82.01 1.88 0.215 0.34 5.75 0.0188 0.0224
97.1 1.88 0.215 0.34 5.75 0.0129 0.017
112.18 1.88 0.215 0.34 5.75 0.0268 0.0152
127.25 1.88 0.215 0.34 5.75 0.0331 0.0149
142.32 1.88 0.215 0.34 5.75 0.0203 0.0124
157.4 1.88 0.215 0.34 5.75 -0.0088 0.0125
172.46 1.88 0.215 0.34 5.75 0.0101 0.0138
187.54 1.88 0.215 0.34 5.75 -0.0011 0.0127
202.6 1.88 0.215 0.34 5.75 -0.0246 0.0118
217.68 1.88 0.215 0.34 5.75 0.0085 0.0119
232.75 1.88 0.215 0.34 5.75 0.0087 0.0128
247.82 1.88 0.215 0.34 5.75 -0.015 0.0163
262.9 1.88 0.215 0.34 5.75 -0.0283 0.0165
277.99 1.88 0.215 0.34 5.75 -0.0208 0.0197
293.1 1.88 0.215 0.34 5.75 -0.06 0.0284
307.28 1.88 0.215 0.34 5.75 -0.0999 0.0361
51.98 1.88 0.215 0.45 5.75 -0.0025 0.0182
66.87 1.88 0.215 0.45 5.75 0.0282 0.0166
81.99 1.88 0.215 0.45 5.75 0.038 0.0135
97.08 1.88 0.215 0.45 5.75 0.0018 0.0111
112.17 1.88 0.215 0.45 5.75 0.0077 0.0085
127.24 1.88 0.215 0.45 5.75 -0.0026 0.0076
142.32 1.88 0.215 0.45 5.75 -0.0065 0.0086
157.4 1.88 0.215 0.45 5.75 0.014 0.0085
172.46 1.88 0.215 0.45 5.75 -0.0065 0.0083
187.54 1.88 0.215 0.45 5.75 0.0114 0.009
202.6 1.88 0.215 0.45 5.75 -0.0144 0.0111
217.68 1.88 0.215 0.45 5.75 -0.0115 0.008
232.76 1.88 0.215 0.45 5.75 -0.0126 0.009
247.83 1.88 0.215 0.45 5.75 -0.0272 0.0111
262.92 1.88 0.215 0.45 5.75 -0.0315 0.0104
278.01 1.88 0.215 0.45 5.75 -0.0507 0.0118
293.13 1.88 0.215 0.45 5.75 -0.0058 0.0172
308.02 1.88 0.215 0.45 5.75 -0.0863 0.0222
317.78 1.88 0.215 0.45 5.75 -0.023 0.0458
7.44 1.79 0.244 0.11 5.75 -0.0119 0.0879
22.34 1.79 0.244 0.11 5.75 0.0168 0.0678
37.27 1.79 0.244 0.11 5.75 0.0945 0.0566
52.23 1.79 0.244 0.11 5.75 0.1268 0.0516
67.21 1.79 0.244 0.11 5.75 0.1395 0.0587
82.21 1.79 0.244 0.11 5.75 0.0184 0.0592
97.22 1.79 0.244 0.11 5.75 0.1151 0.0496
112.25 1.79 0.244 0.11 5.75 0.0845 0.0414
127.28 1.79 0.244 0.11 5.75 0.1211 0.061
142.33 1.79 0.244 0.11 5.75 -0.1076 0.0834
157.39 1.79 0.244 0.11 5.75 0.0664 0.0834
247.75 1.79 0.244 0.11 5.75 -0.0944 0.0466
262.78 1.79 0.244 0.11 5.75 -0.0847 0.04
277.79 1.79 0.244 0.11 5.75 -0.0396 0.0575
292.79 1.79 0.244 0.11 5.75 -0.1815 0.0519
307.77 1.79 0.244 0.11 5.75 -0.091 0.0569
322.73 1.79 0.244 0.11 5.75 -0.1295 0.063
337.66 1.79 0.244 0.11 5.75 -0.144 0.064
352.56 1.79 0.244 0.11 5.75 0.0633 0.0856
7.42 1.79 0.244 0.15 5.75 0.1532 0.0754
22.25 1.79 0.244 0.15 5.75 0.0791 0.0568
37.15 1.79 0.244 0.15 5.75 0.1112 0.0513
52.12 1.79 0.244 0.15 5.75 0.0702 0.0437
67.12 1.79 0.244 0.15 5.75 -0.0048 0.0456
82.14 1.79 0.244 0.15 5.75 0.0908 0.0396
97.17 1.79 0.244 0.15 5.75 0.064 0.0287
112.21 1.79 0.244 0.15 5.75 0.0366 0.0244
127.27 1.79 0.244 0.15 5.75 0.0725 0.0386
142.32 1.79 0.244 0.15 5.75 -0.0274 0.0402
157.39 1.79 0.244 0.15 5.75 0.0375 0.0362
172.46 1.79 0.244 0.15 5.75 0.0014 0.0602
187.54 1.79 0.244 0.15 5.75 0.0162 0.0674
202.61 1.79 0.244 0.15 5.75 -0.0683 0.0489
217.68 1.79 0.244 0.15 5.75 -0.0328 0.035
232.73 1.79 0.244 0.15 5.75 -0.0335 0.0297
247.79 1.79 0.244 0.15 5.75 -0.0717 0.028
262.83 1.79 0.244 0.15 5.75 -0.0802 0.0279
277.86 1.79 0.244 0.15 5.75 -0.137 0.0397
292.88 1.79 0.244 0.15 5.75 -0.1964 0.0467
307.88 1.79 0.244 0.15 5.75 -0.1242 0.0538
322.85 1.79 0.244 0.15 5.75 -0.1247 0.0518
337.75 1.79 0.244 0.15 5.75 -0.0642 0.0556
352.58 1.79 0.244 0.15 5.75 0.0771 0.0699
7.52 1.79 0.244 0.2 5.75 0.0166 0.0672
22.29 1.79 0.244 0.2 5.75 0.148 0.055
37.03 1.79 0.244 0.2 5.75 0.0072 0.0418
52.02 1.79 0.244 0.2 5.75 0.1016 0.0367
67.04 1.79 0.244 0.2 5.75 0.0792 0.0409
82.09 1.79 0.244 0.2 5.75 0.0819 0.0325
97.14 1.79 0.244 0.2 5.75 0.0746 0.0207
112.19 1.79 0.244 0.2 5.75 0.0485 0.0181
127.25 1.79 0.244 0.2 5.75 0.0309 0.0208
142.32 1.79 0.244 0.2 5.75 0.0208 0.0286
157.39 1.79 0.244 0.2 5.75 0.0142 0.0199
172.46 1.79 0.244 0.2 5.75 0.0231 0.025
202.61 1.79 0.244 0.2 5.75 -0.0343 0.0261
217.68 1.79 0.244 0.2 5.75 -0.0022 0.0262
232.75 1.79 0.244 0.2 5.75 0.0124 0.0211
247.81 1.79 0.244 0.2 5.75 -0.0078 0.0217
262.86 1.79 0.244 0.2 5.75 -0.0218 0.0205
277.91 1.79 0.244 0.2 5.75 -0.0798 0.0292
292.96 1.79 0.244 0.2 5.75 -0.0413 0.0346
307.98 1.79 0.244 0.2 5.75 -0.1558 0.0498
322.97 1.79 0.244 0.2 5.75 -0.1654 0.0438
337.71 1.79 0.244 0.2 5.75 -0.1046 0.0491
352.48 1.79 0.244 0.2 5.75 -0.152 0.0642
7.94 1.79 0.244 0.26 5.75 -0.1202 0.076
22.8 1.79 0.244 0.26 5.75 0.058 0.0482
36.9 1.79 0.244 0.26 5.75 0.1757 0.0298
51.92 1.79 0.244 0.26 5.75 0.0704 0.027
66.98 1.79 0.244 0.26 5.75 0.0479 0.0249
82.04 1.79 0.244 0.26 5.75 0.0451 0.0227
97.11 1.79 0.244 0.26 5.75 0.0219 0.0169
112.17 1.79 0.244 0.26 5.75 0.0325 0.0155
127.24 1.79 0.244 0.26 5.75 0.0261 0.0187
142.31 1.79 0.244 0.26 5.75 0.0171 0.0178
157.38 1.79 0.244 0.26 5.75 0.0074 0.018
172.46 1.79 0.244 0.26 5.75 0.01 0.0319
187.54 1.79 0.244 0.26 5.75 0.039 0.0348
202.62 1.79 0.244 0.26 5.75 -0.017 0.0255
217.69 1.79 0.244 0.26 5.75 -0.0009 0.0162
232.76 1.79 0.244 0.26 5.75 -0.0035 0.0173
247.83 1.79 0.244 0.26 5.75 -0.0379 0.0196
262.89 1.79 0.244 0.26 5.75 -0.0116 0.0161
277.96 1.79 0.244 0.26 5.75 -0.0591 0.0179
293.02 1.79 0.244 0.26 5.75 -0.0694 0.0265
308.08 1.79 0.244 0.26 5.75 -0.0976 0.032
323.1 1.79 0.244 0.26 5.75 -0.0699 0.0327
337.2 1.79 0.244 0.26 5.75 -0.1387 0.043
352.06 1.79 0.244 0.26 5.75 -0.1868 0.0727
24.21 1.8 0.244 0.34 5.75 0.1161 0.0529
36.86 1.8 0.244 0.34 5.75 0.0676 0.0244
51.81 1.8 0.244 0.34 5.75 0.0829 0.0184
66.91 1.8 0.244 0.34 5.75 0.0367 0.0157
82 1.8 0.244 0.34 5.75 0.0128 0.0139
97.08 1.8 0.244 0.34 5.75 0.0115 0.0118
112.15 1.8 0.244 0.34 5.75 0.0007 0.011
127.23 1.8 0.244 0.34 5.75 0.0417 0.0164
157.38 1.8 0.244 0.34 5.75 0.0125 0.0234
202.62 1.8 0.244 0.34 5.75 0.0198 0.036
217.69 1.8 0.244 0.34 5.75 -0.033 0.0397
232.77 1.8 0.244 0.34 5.75 -0.0133 0.0176
247.85 1.8 0.244 0.34 5.75 -0.0184 0.0161
262.92 1.8 0.244 0.34 5.75 -0.0062 0.0126
278 1.8 0.244 0.34 5.75 -0.0275 0.0115
293.09 1.8 0.244 0.34 5.75 0.01 0.0192
308.19 1.8 0.244 0.34 5.75 -0.0627 0.023
323.14 1.8 0.244 0.34 5.75 -0.0888 0.0266
335.79 1.8 0.244 0.34 5.75 -0.0933 0.0447
36.83 1.8 0.244 0.45 5.75 0.0363 0.0174
51.71 1.8 0.244 0.45 5.75 0.0564 0.0125
66.84 1.8 0.244 0.45 5.75 -0.0029 0.0098
81.95 1.8 0.244 0.45 5.75 0.0169 0.0095
97.05 1.8 0.244 0.45 5.75 -0.0007 0.0089
112.14 1.8 0.244 0.45 5.75 0.0082 0.0095
232.78 1.8 0.244 0.45 5.75 -0.018 0.0226
247.86 1.8 0.244 0.45 5.75 0.0047 0.0131
262.95 1.8 0.244 0.45 5.75 -0.0029 0.0076
278.05 1.8 0.244 0.45 5.75 -0.0219 0.008
293.16 1.8 0.244 0.45 5.75 -0.0425 0.013
308.29 1.8 0.244 0.45 5.75 -0.0391 0.0142
323.17 1.8 0.244 0.45 5.75 -0.014 0.0184
7.54 2.12 0.244 0.11 5.75 -0.1578 0.1166
22.6 2.12 0.244 0.11 5.75 -0.0648 0.0906
37.61 2.12 0.244 0.11 5.75 0.2291 0.0685
52.44 2.12 0.244 0.11 5.75 0.0758 0.0689
67.2 2.12 0.244 0.11 5.75 0.1115 0.0678
82.22 2.12 0.244 0.11 5.75 0.0992 0.0594
