# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
142.41259 1.69762 0.13227 -0.19666 10.60410 0.23143 0.01560
157.44094 1.69762 0.13227 -0.19666 10.60410 0.23244 0.01552
172.47025 1.69762 0.13227 -0.19666 10.60410 0.20053 0.01773
187.52571 1.69762 0.13227 -0.19666 10.60410 0.22666 0.02120
202.56317 1.69762 0.13227 -0.19666 10.60410 0.18653 0.02144
225.56492 1.69762 0.13227 -0.19666 10.60410 0.17159 0.03437
286.51518 1.69762 0.13227 -0.19666 10.60410 0.42928 0.07612
307.97162 1.69762 0.13227 -0.19666 10.60410 0.88439 0.07346
323.01717 1.69762 0.13227 -0.19666 10.60410 1.26192 0.07039
337.99420 1.69762 0.13227 -0.19666 10.60410 1.59366 0.09552
352.70091 1.69762 0.13227 -0.19666 10.60410 2.37591 0.18881
6.72597 1.70581 0.13116 -0.32448 10.60410 2.40187 0.23707
21.59711 1.70581 0.13116 -0.32448 10.60410 1.29701 0.07274
36.73455 1.70581 0.13116 -0.32448 10.60410 0.74201 0.03774
51.90798 1.70581 0.13116 -0.32448 10.60410 0.43740 0.03625
67.00460 1.70581 0.13116 -0.32448 10.60410 0.23979 0.05511
103.99479 1.70581 0.13116 -0.32448 10.60410 0.12615 0.01882
127.36212 1.70581 0.13116 -0.32448 10.60410 0.10283 0.01135
142.40899 1.70581 0.13116 -0.32448 10.60410 0.09096 0.00740
157.46206 1.70581 0.13116 -0.32448 10.60410 0.08877 0.00683
172.48401 1.70581 0.13116 -0.32448 10.60410 0.09717 0.00831
187.52032 1.70581 0.13116 -0.32448 10.60410 0.07236 0.00889
202.54584 1.70581 0.13116 -0.32448 10.60410 0.09961 0.01245
217.59499 1.70581 0.13116 -0.32448 10.60410 0.07478 0.02103
255.96258 1.70581 0.13116 -0.32448 10.60410 0.12308 0.02108
277.85751 1.70581 0.13116 -0.32448 10.60410 0.19318 0.02683
292.97279 1.70581 0.13116 -0.32448 10.60410 0.25983 0.03757
308.07610 1.70581 0.13116 -0.32448 10.60410 0.37797 0.03183
323.24034 1.70581 0.13116 -0.32448 10.60410 0.71295 0.03660
338.38012 1.70581 0.13116 -0.32448 10.60410 1.42283 0.07533
353.24675 1.70581 0.13116 -0.32448 10.60410 2.28239 0.18687
21.04888 1.71935 0.12603 -0.52312 10.60410 1.10354 0.07199
36.52420 1.71935 0.12603 -0.52312 10.60410 0.42053 0.02283
57.49410 1.71935 0.12603 -0.52312 10.60410 0.19041 0.01991
119.31683 1.71935 0.12603 -0.52312 10.60410 0.04025 0.00716
142.43377 1.71935 0.12603 -0.52312 10.60410 0.04168 0.00502
157.42351 1.71935 0.12603 -0.52312 10.60410 0.04547 0.00460
172.48287 1.71935 0.12603 -0.52312 10.60410 0.03966 0.00463
187.52362 1.71935 0.12603 -0.52312 10.60410 0.03248 0.00567
210.26839 1.71935 0.12603 -0.52312 10.60410 0.02780 0.00545
