this_binnum,integrated_binnum,phi_binnum,phi_width,xBmin,xBmax,Q2min,Q2max,t1min,t1max,this_bin_volume,bin_volume,xBbin,Q2bin,tbin,xB_avg_this_point,Q2_avg_this_point,t_avg_this_point,phi_avg_this_point,tmin_this_point,tcol_this_point,P1_this_point,P2_this_point,maxP1P2,minP1P2,acceptance_inb,active_bin_inb,acceptance_outb,active_bin_outb,acceptance,active_bin
304,18,9,2,0.09,0.118,1.2,1.456,0.6,0.8,0.0007506312046977167,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,149.74049772138196,-0.011769666685148436,0.5651753531876903,-0.0054042969967746535,0.5032715491357587,-0.0005731567051490311,-0.05555323773565825,0.0008599092854317547,0,0.015224371718425944,1,0.008264732491788296,1
305,18,11,3,0.09,0.118,1.2,1.456,0.6,0.8,0.001125946807046575,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,187.6448036311178,-0.011769666685148436,0.5651753531876903,-0.006201696255639442,0.5040689483946235,-0.0008577199969833547,-0.05561392197033743,0.0003356269188809266,0,0.009261315324449184,1,0.00494161706191053,1
306,18,14,1,0.09,0.118,1.2,1.456,0.6,0.8,0.0003753156023488583,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,217.55037057358982,-0.011769666685148436,0.5651753531876903,-0.006957125454521557,0.5048243775935055,-0.0013910325502434358,-0.053845059350356134,0.0,0,0.00022451951673697023,0,0.00011574648838708141,0
307,18,15,3,0.09,0.118,1.2,1.456,0.6,0.8,0.001125946807046575,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,249.31301507738573,-0.011769666685148436,0.5651753531876903,-0.007881383867614134,0.5057486360065981,-0.0016039377982870406,-0.05560248875645032,0.0006139125930306377,0,0.008904612372670434,1,0.004890934308295514,1
308,18,18,2,0.09,0.118,1.2,1.456,0.6,0.8,0.0007506312046977167,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,286.9407406985632,-0.011769666685148436,0.5651753531876903,-0.009138709158891867,0.5070059612978759,-0.0022617343091021124,-0.05626692508678424,0.00024479679231835733,0,0.009989486499677111,1,0.005270675238174718,1
309,18,20,2,0.09,0.118,1.2,1.456,0.6,0.8,0.0007506312046977167,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,318.6608068247681,-0.011769666685148436,0.5651753531876903,-0.010335334113357101,0.508202586252341,-0.0028467748282771637,-0.056316656259844056,0.001550023473666363,0,0.013234862699135388,1,0.007572172562025587,1
310,18,22,1,0.09,0.118,1.2,1.456,0.6,0.8,0.0003753156023488583,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,338.9985088406438,-0.011769666685148436,0.5651753531876903,-0.01116830602013626,0.5090355581591203,-0.003412475772025148,-0.055329764301046934,0.0003166563917225545,0,0.008678981312488957,1,0.004630871608657876,1
311,18,23,1,0.09,0.118,1.2,1.456,0.6,0.8,0.0003753156023488583,0.0090075744563726,1,1,4,0.11002203579869696,1.2988444950316367,0.6521923553343896,355.492035810979,-0.011769666685148436,0.5651753531876903,-0.011881526699129685,0.5097487788381136,-0.0037247426332144597,-0.05683709584298737,0.0,0,6.157353577812604e-06,0,3.84525232050472e-06,0
312,19,0,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,7.23648050500564,-0.010585337005317547,0.3840054117743508,-0.05124712386763035,0.9717549144830442,-0.00893081443669802,-0.23585579470529025,0.0004045214159129829,1,0.0008854056701317583,1,0.0006510709236248895,0
313,19,1,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,21.96879868062208,-0.010585337005317547,0.3840054117743508,-0.05125300980455258,0.9717608004199665,-0.008869902080858812,-0.2327242529618986,0.0016934265969926626,1,0.002641612832982535,1,0.002181317147597377,1
314,19,2,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,36.941111649996984,-0.010585337005317547,0.3840054117743508,-0.05126507560123863,0.9717728662166525,-0.008860587908038722,-0.2307411346058968,0.0047454570100429775,1,0.006645614069211911,1,0.005727443578961651,1
315,19,3,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,51.995856620185755,-0.010585337005317547,0.3840054117743508,-0.05128339144835968,0.9717911820637736,-0.008751732863397935,-0.23893078217026192,0.0058732012401113125,1,0.006554092320100317,1,0.006226160475394278,1
316,19,4,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,67.07200664121001,-0.010585337005317547,0.3840054117743508,-0.05130794677816701,0.9718157373935808,-0.008705763134584503,-0.23484807457053183,0.009086862425844028,1,0.00901408292266815,1,0.009049306807659686,1
317,19,5,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,82.16474999220551,-0.010585337005317547,0.3840054117743508,-0.05133875673978542,0.9718465473551993,-0.009245316253742,-0.2400104934226049,0.006573846938143921,1,0.007586178653157448,1,0.00709529637030449,1
318,19,6,2,0.09,0.118,1.456,1.912,0.11,0.15,0.00017334905052914166,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,103.91632497334787,-0.010585337005317547,0.3840054117743508,-0.051394119651829356,0.9719019102672433,-0.00859207217424114,-0.23641233170383055,0.0014518641321915708,0,0.002051511139623882,1,0.0017608093143251747,1
319,19,8,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,127.32759125753574,-0.010585337005317547,0.3840054117743508,-0.05146816358083207,0.9719759541962459,-0.008654721613010345,-0.23326922967364405,0.005304100751709957,0,0.0077408970450508876,1,0.006564883947737091,0
320,19,9,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,142.40853134173048,-0.010585337005317547,0.3840054117743508,-0.051523796252329675,0.9720315868677436,-0.009197394587485901,-0.2348859536005339,0.010189334484512326,1,0.010901072113031842,1,0.010557630912567529,1
321,19,10,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,157.40915216909394,-0.010585337005317547,0.3840054117743508,-0.05158529979046111,0.972093090405875,-0.00919024853537844,-0.2355088812428476,0.009409874221395569,1,0.011473165234936671,1,0.010475830334288321,0
322,19,11,2,0.09,0.118,1.456,1.912,0.11,0.15,0.00017334905052914166,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,179.9838143286405,-0.010585337005317547,0.3840054117743508,-0.05168944761884359,0.9721972382342574,-0.008814223538299618,-0.2371093596423086,0.0020953090093711125,1,0.004178622871500051,1,0.003172728533838804,1
323,19,13,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,202.5544884589143,-0.010585337005317547,0.3840054117743508,-0.05180749539414572,0.9723152860095596,-0.008966766172161682,-0.23916658891375386,2.8494598945499783e-05,0,0.001287173456068832,0,0.0006776207346272694,0
324,19,14,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,217.6074616338779,-0.010585337005317547,0.3840054117743508,-0.051893957758890066,0.9724017483743039,-0.00891875116977659,-0.23817727013470277,0.0,0,6.754778551689454e-05,0,3.4972501930046574e-05,0
325,19,15,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,232.69537318112572,-0.010585337005317547,0.3840054117743508,-0.05198682827150685,0.9724946188869207,-0.009298560080794365,-0.23659994749212881,0.0,0,0.0,0,0.0,0
326,19,16,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,247.7149335821707,-0.010585337005317547,0.3840054117743508,-0.05208544861403364,0.9725932392294475,-0.009413066369304383,-0.2379407322655272,6.142212109642886e-05,0,0.0,0,2.9728031286362092e-05,0
327,19,17,2,0.09,0.118,1.456,1.912,0.11,0.15,0.00017334905052914166,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,271.3380845010303,-0.010585337005317547,0.3840054117743508,-0.05225301275304656,0.9727608033684605,-0.009145842427523707,-0.2393624902800288,0.003443110974509758,1,0.003261991036098587,1,0.00334972883227304,1
328,19,19,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,292.8983895527657,-0.010585337005317547,0.3840054117743508,-0.052419225958073946,0.9729270165734878,-0.009803552394558514,-0.23408424735264655,0.008220636522766087,1,0.008442831056493799,1,0.008335044185480448,1
329,19,20,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,307.99856633041844,-0.010585337005317547,0.3840054117743508,-0.05254317984176581,0.9730509704571797,-0.010048236020339128,-0.23389156000879524,0.008892212213678943,1,0.010289608734809238,1,0.009610446166209607,1
330,19,21,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,323.0461438572157,-0.010585337005317547,0.3840054117743508,-0.0526728805734336,0.9731806711888474,-0.009747644285469705,-0.23369057678084543,0.0053611760696259305,1,0.007323783717061438,1,0.006372661917866794,1
331,19,22,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,338.0538333914399,-0.010585337005317547,0.3840054117743508,-0.05280837812101351,0.9733161687364273,-0.009677660546357074,-0.23693492584338907,0.0017187996783260388,1,0.002495498744937568,0,0.0021197396289131714,1
332,19,23,1,0.09,0.118,1.456,1.912,0.11,0.15,8.667452526457083e-05,0.0020801886063497,1,2,0,0.10441504727603955,1.6276413045397236,0.12938480338347264,352.76172198461234,-0.010585337005317547,0.3840054117743508,-0.05294711611394885,0.9734549067293627,-0.01038117196711487,-0.23967770589235043,0.00024805203785151133,0,0.0005927064630916405,1,0.0004257474378510677,0
333,20,0,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,6.455289016958196,-0.010349049527340868,0.3706183976781474,-0.019149717944967056,0.8952161142457112,-1.8762292569778785e-06,-0.16203231976100876,6.466418849353223e-05,0,0.0001115149589040352,1,8.888205429144674e-05,0
334,20,1,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,21.510744859288717,-0.010349049527340868,0.3706183976781474,-0.01915682861374884,0.895223224914493,-1.5253125501934364e-05,-0.16185154339832958,0.0006939977593885327,1,0.0010839776904030597,1,0.000895020666571906,0
335,20,2,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,36.70842370337694,-0.010349049527340868,0.3706183976781474,-0.01917177115753255,0.8952381674582768,-1.6306680965642106e-05,-0.16485394350998273,0.005556158030482379,1,0.008499557058843699,1,0.007073658371461607,1
336,20,3,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,51.852356819207536,-0.010349049527340868,0.3706183976781474,-0.019194420412373948,0.8952608167131182,-3.8605767908964566e-05,-0.16586485824946462,0.00968298105752091,1,0.013005175659324316,1,0.0113962367854841,1
337,20,4,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,67.00578598153749,-0.010349049527340868,0.3706183976781474,-0.019224836483169118,0.8952912327839133,-4.9549580126224514e-05,-0.16422431695052334,0.01623931496072763,1,0.017374216137665523,1,0.016826219669008022,1
338,20,5,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,82.12970041989892,-0.010349049527340868,0.3706183976781474,-0.01926292506743829,0.8953293213681826,-8.705780716273195e-05,-0.16808163903435316,0.008868450268645252,1,0.00965334852903471,1,0.00927219972556207,1
339,20,6,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,97.17938756202729,-0.010349049527340868,0.3706183976781474,-0.019308493360373966,0.8953748896611182,-0.00013168945071560825,-0.16255508338682237,0.0007904282139009083,0,0.0012822283736635327,1,0.001044589155885846,1
340,20,7,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,112.25108764434171,-0.010349049527340868,0.3706183976781474,-0.01936179191648067,0.8954281882172249,-0.00014958883494487754,-0.16491185445012274,0.0023593027783471287,0,0.0051101059152972314,1,0.003778574912043973,1
341,20,8,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,127.29511481025193,-0.010349049527340868,0.3706183976781474,-0.019422639595548415,0.8954890358962927,-0.00019698698711123226,-0.16240240743000225,0.010859241538524965,1,0.019786442391492222,1,0.01545172319663646,1
342,20,9,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,142.37016911040038,-0.010349049527340868,0.3706183976781474,-0.019491275093116326,0.8955576713938606,-0.00024126143129170755,-0.16700286820422028,0.020395236142193393,1,0.031045842082143827,1,0.025881210290511006,1
343,20,10,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,157.44187348247607,-0.010349049527340868,0.3706183976781474,-0.019567561554636157,0.8956339578553804,-0.0003154760770486457,-0.16588658427698802,0.02319373172703994,1,0.03240749254810756,1,0.027964076887380437,1
344,20,11,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,172.4947200462541,-0.010349049527340868,0.3706183976781474,-0.019651401945318527,0.8957177982460628,-0.0003818007505132865,-0.1606552566562667,0.010806647382991155,1,0.01858833814932929,1,0.014817724845800944,1
345,20,12,2,0.09,0.118,1.456,1.912,0.15,0.25,0.00043350024887485,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,195.15603329994204,-0.010349049527340868,0.3706183976781474,-0.019792032613666195,0.8958584289144105,-0.0004483367095790099,-0.1668018574491754,0.0019041188321091466,0,0.005730493172525906,1,0.0038793651324931554,1
346,20,14,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,217.64299216010446,-0.010349049527340868,0.3706183976781474,-0.01994869680046503,0.8960150931012093,-0.000609988226548797,-0.16520015786658607,0.0,0,0.00011744714149806332,0,6.041286174964151e-05,0
347,20,15,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,232.68309098649368,-0.010349049527340868,0.3706183976781474,-0.02006299100203566,0.8961293873027799,-0.0006794274963769704,-0.16653956389345162,0.0,0,2.023070779543708e-06,0,1.047706292608724e-06,0
348,20,16,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,247.7432857269143,-0.010349049527340868,0.3706183976781474,-0.020185074447607067,0.8962514707483513,-0.0007766172297757366,-0.16396253381601644,3.317495947608694e-05,0,0.0005717853277383696,0,0.0003112033356188062,0
349,20,17,2,0.09,0.118,1.456,1.912,0.15,0.25,0.00043350024887485,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,271.4458589207303,-0.010349049527340868,0.3706183976781474,-0.02039268756837771,0.896459083869122,-0.0008584244804783249,-0.16825443446514893,0.004402653276979414,1,0.005389009953019677,1,0.004912283018348748,1
350,20,19,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,292.9738578418575,-0.010349049527340868,0.3706183976781474,-0.02059764202503968,0.8966640383257839,-0.0010772640503826669,-0.16662781799013293,0.013045634948619263,1,0.013483953490536164,1,0.01327255171583225,1
351,20,20,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,308.0992400734248,-0.010349049527340868,0.3706183976781474,-0.020750967317429467,0.8968173636181737,-0.0011855135361109386,-0.16833893606297345,0.01420848508956386,1,0.016681953111525257,1,0.015483993453938973,1
352,20,21,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,323.2460249476113,-0.010349049527340868,0.3706183976781474,-0.020912219222671644,0.8969786155234158,-0.0013069875071191257,-0.16772204997441742,0.007731580567084276,1,0.00879442325141344,1,0.008284439134516292,0
353,20,22,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,338.5123933849646,-0.010349049527340868,0.3706183976781474,-0.021082547439378343,0.8971489437401226,-0.0014263389793751412,-0.16658294038086133,0.0007422413493226372,1,0.0011510224816840774,1,0.000952178934541145,1
354,20,23,1,0.09,0.118,1.456,1.912,0.15,0.25,0.000216750124437425,0.0052020029864982,1,2,1,0.10329474983562209,1.6249156559103495,0.20138165294430946,353.5582068974239,-0.010349049527340868,0.3706183976781474,-0.02125807629268337,0.8973244725934276,-0.0015745530575811042,-0.17188879967621892,5.6316144162279297e-05,0,6.632740673596941e-05,0,6.145371896843829e-05,0
355,21,0,2,0.09,0.118,1.456,1.912,0.25,0.4,0.0006499447209771667,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,4.505435759880198,-0.010126511710778933,0.3510575158904041,-0.0002872203660548552,0.7994077267962156,-1.8530171378755913e-07,-0.0714375512913947,1.9386673372404688e-05,0,2.7714715074649137e-05,0,2.3731929394808824e-05,0
356,21,2,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,36.55783126830583,-0.010126511710778933,0.3510575158904041,-0.00031446841937314525,0.7994349748495339,-1.2114079771893102e-05,-0.07127129454564955,0.013135532503442949,1,0.016565632429722064,1,0.014899063329506008,1
357,21,3,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,51.75756738497476,-0.010126511710778933,0.3510575158904041,-0.0003422581951002271,0.799462764625261,-2.6304530493568955e-05,-0.06921186078582643,0.021169552689575263,1,0.027416685715573198,1,0.02439558425309354,1
358,21,4,2,0.09,0.118,1.456,1.912,0.25,0.4,0.0006499447209771667,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,72.98502674817694,-0.010126511710778933,0.3510575158904041,-0.00039707477665024235,0.799517581206811,-4.748293754536321e-05,-0.07041528923558117,0.009535598181384186,1,0.011228907309543519,1,0.010407909939986233,1
359,21,6,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,97.18304224184692,-0.010126511710778933,0.3510575158904041,-0.0004823129744305213,0.7996028194045913,-0.00010722159625175295,-0.06989667920620324,0.0,0,4.2738583898693186e-05,0,2.214299542100725e-05,0
360,21,7,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,112.23532160719553,-0.010126511710778933,0.3510575158904041,-0.0005475612523833279,0.7996680676825441,-0.00014437846872853455,-0.06884359592530481,0.0010588270606673063,0,0.003555850823840083,1,0.002347676528361718,1
361,21,8,2,0.09,0.118,1.456,1.912,0.25,0.4,0.0006499447209771667,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,134.3610099651161,-0.010126511710778933,0.3510575158904041,-0.0006604905204461481,0.7997809969506069,-0.000188541114085326,-0.07157669209732889,0.01859940618114526,1,0.02699669133347373,1,0.022957056288964158,1
362,21,10,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,157.4304858828457,-0.010126511710778933,0.3510575158904041,-0.000799803806424064,0.7999203102365848,-0.000292541143071524,-0.07009294350908793,0.02683261102131913,1,0.043795433541624414,1,0.035577571931538515,1
363,21,11,2,0.09,0.118,1.456,1.912,0.25,0.4,0.0006499447209771667,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,180.00624793459878,-0.010126511710778933,0.3510575158904041,-0.0009574446530672613,0.800077951083228,-0.00035314238070584746,-0.07168500528846652,0.010901598226904464,1,0.019291606907434675,1,0.015236284679665762,1
364,21,13,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,202.58242241512045,-0.010126511710778933,0.3510575158904041,-0.0011361599959501232,0.8002566664261108,-0.0004920193044851551,-0.07215781541206934,0.0003625661531597613,0,0.003838643418235671,1,0.0021486177606920174,0
365,21,14,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,217.5979675669065,-0.010126511710778933,0.3510575158904041,-0.0012666887094840062,0.8003871951396447,-0.0005660488892854286,-0.07235903115003031,0.0,0,0.00014269051816767186,0,7.393576614210998e-05,0
366,21,15,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,232.6857466875412,-0.010126511710778933,0.3510575158904041,-0.0014072276628540519,0.8005277340930148,-0.0006538258112619439,-0.06996050057238297,0.00028488191549299447,0,0.0010221466121326497,0,0.0006654631886143538,0
367,21,16,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,247.7581574207188,-0.010126511710778933,0.3510575158904041,-0.0015570109701616445,0.8006775174003224,-0.0007493697988198166,-0.07214570967842365,0.002628619225984539,0,0.006338069825676661,1,0.0045460585481451946,1
368,21,17,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,262.7953308661201,-0.010126511710778933,0.3510575158904041,-0.0017157908047197245,0.8008362972348805,-0.0008365471845113801,-0.07198431555015365,0.005132115027472365,0,0.011393752824808366,1,0.008373076391525949,1
369,21,18,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,277.9194127308734,-0.010126511710778933,0.3510575158904041,-0.0018849018021945805,0.8010054082323553,-0.0009424340266634066,-0.07021658961102513,0.005335213890481909,1,0.008782976633757022,1,0.007110377350387694,1
370,21,19,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,293.0136071417318,-0.010126511710778933,0.3510575158904041,-0.0020630876836825267,0.8011835941138433,-0.0010507873523982142,-0.07362368443819085,0.014509461365832756,1,0.018715051787880646,1,0.016680687753112874,1
371,21,20,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,308.2008886183065,-0.010126511710778933,0.3510575158904041,-0.002251855537814073,0.8013723619679748,-0.0011634588906390176,-0.07191276115105553,0.022935833038542935,1,0.025688606852610922,1,0.024357015371519866,1
372,21,21,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,323.4526285144931,-0.010126511710778933,0.3510575158904041,-0.002450993385600838,0.8015714998157616,-0.0012695688546011765,-0.07372774566325262,0.013660042191343109,1,0.017118905919179073,1,0.015443284912437098,1
373,21,22,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,338.9955723438247,-0.010126511710778933,0.3510575158904041,-0.0026637944170845654,0.8017843008472453,-0.0014051945480159534,-0.07544381037057453,0.00020457182976070542,0,0.0005401769206125435,1,0.00037767410846899555,0
374,21,23,1,0.09,0.118,1.456,1.912,0.25,0.4,0.00032497236048858335,0.007799336651726,1,2,2,0.10222326203133111,1.6326220623560515,0.3279602930770301,356.94594790005584,-0.010126511710778933,0.3510575158904041,-0.0029219361540991575,0.8020424425842599,-0.0015311444553102673,-0.07162644094160879,0.0,0,0.0,0,0.0,0
375,22,0,1,0.09,0.118,1.456,1.912,0.4,0.6,0.00043338633120665,0.0104012719489596,1,2,3,0.10949628162459199,1.6054606516077123,0.4726731233144949,2.9465589586619982,-0.01169012731650342,0.4595758923696351,-7.511036325940395e-05,0.7056592224116245,-2.5959287566391973e-07,-0.03567757583658929,0.0,0,0.0,0,0.0,0
376,22,1,1,0.09,0.118,1.456,1.912,0.4,0.6,0.00043338633120665,0.0104012719489596,1,2,3,0.10949628162459199,1.6054606516077123,0.4726731233144949,20.970356948540825,-0.01169012731650342,0.4595758923696351,-8.859763987224119e-05,0.7056727096882374,-4.10785220644504e-06,-0.03582642443555825,0.001291620456429535,1,0.0017262338168978096,1,0.0015151264631648096,1
377,22,2,1,0.09,0.118,1.456,1.912,0.4,0.6,0.00043338633120665,0.0104012719489596,1,2,3,0.10949628162459199,1.6054606516077123,0.4726731233144949,36.49344121940427,-0.01169012731650342,0.4595758923696351,-0.00011650640860083565,0.705700618456966,-1.4975828660878343e-05,-0.03604064622565944,0.028269746500661604,1,0.034374273332266024,1,0.03140949773768981,1
